"繁"	"简"	"国际音标"	"吴语拼音"	"备注"	"调类"	"调值"								
"銪"	"铕"	"ɦiɤ213"	"yeu4"		4	213		"y"	"eu"	"ɦ"	"iɤ"			
"鈾"	"铀"	"ɦiɤ22"	"yeu2"		2	22		"y"	"eu"	"ɦ"	"iɤ"			
"莠"	"莠"	"ɦiɤ213"	"yeu4"		4	213		"y"	"eu"	"ɦ"	"iɤ"			
"熘"	"熘"	"liɤ53"	"lieu1"		1	53		"l"	"ieu"	"l"	"iɤ"			
"蔞"	"蒌"	"lɤ22"	"leu2"		2	22		"l"	"eu"	"l"	"ɤ"			
"萎"	"萎"	"βe44"	"ve3"		3	44		"v"	"e"	"β"	"e"			
"崴"	"崴"	"βe44"	"ve3"		3	44		"v"	"e"	"β"	"e"			
"崴"	"崴"	"βe53"	"ve1"		1	53		"v"	"e"	"β"	"e"			
"硅"	"硅"	"kue53"	"kue1"		1	53		"k"	"ue"	"k"	"ue"			
"琿"	"珲"	"βəŋ22"	"ven2"	"~春（吉林地名）。"	2	22		"v"	"en"	"β"	"əŋ"			
"琿"	"珲"	"ɸe53"	"fe1"	"瑷~（黑龙江地名）。"	1	53		"f"	"e"	"ɸ"	"e"			
"嚀"	"咛"	"ȵin22"	"gnin2"		2	22		"gn"	"in"	"ȵ"	"in"			
"檸"	"柠"	"ȵin22"	"gnin2"		2	22		"gn"	"in"	"ȵ"	"in"			
"檬"	"檬"	"moŋ22"	"mon2"		2	22		"m"	"on"	"m"	"oŋ"			
"咚"	"咚"	"ɗoŋ53"	"ton1"		1	53		"t"	"on"	"ɗ"	"oŋ"			
"彤"	"彤"	"doŋ22"	"don2"		2	22		"d"	"on"	"d"	"oŋ"			
"瞳"	"瞳"	"doŋ22"	"don2"		2	22		"d"	"on"	"d"	"oŋ"			
"曈"	"曈"	"doŋ22"	"don2"		2	22		"d"	"on"	"d"	"oŋ"			
"疃"	"疃"	"tʰø44"	"thoe3"		3	44		"th"	"oe"	"tʰ"	"ø"			
"穌"	"稣"	"su53"	"su1"		1	53		"s"	"u"	"s"	"u"			
"蠕"	"蠕"	"zy22"	"ziu2"		2	22		"z"	"iu"	"z"	"y"			
"邰"	"邰"	"tʰe53"	"the1"		1	53		"th"	"e"	"tʰ"	"e"			
"萊"	"莱"	"le22"	"le2"		2	22		"l"	"e"	"l"	"e"			
"淶"	"涞"	"le22"	"le2"		2	22		"l"	"e"	"l"	"e"			
"睞"	"睐"	"le13"	"le6"		6	13		"l"	"e"	"l"	"e"			
"踩"	"踩"	"tsʰe44"	"tshe3"		3	44		"tsh"	"e"	"tsʰ"	"e"			
"鈣"	"钙"	"ke35"	"ke5"		5	35		"k"	"e"	"k"	"e"			
"噯"	"嗳"	"e44"	"e3"		3	44			"e"		"e"			
"曖"	"暧"	"e35"	"e5"		5	35			"e"		"e"			
"璦"	"瑷"	"e35"	"e5"		5	35			"e"		"e"			
"藹"	"蔼"	"e35"	"e5"		5	35			"e"		"e"			
"哎"	"哎"	"e53"	"e1"		1	53			"e"		"e"			
"哎"	"哎"	"e35"	"e5"		5	35			"e"		"e"			
"砹"	"砹"	"ŋe13"	"nge6"		6	13		"ng"	"e"	"ŋ"	"e"			
"駭"	"骇"	"ɦe213"	"ghe4"		4	213		"gh"	"e"	"ɦ"	"e"			
"籟"	"籁"	"lɑ13"	"la6"	"【白读】"	6	13		"l"	"a"	"l"	"ɑ"			
"籟"	"籁"	"le13"	"le6"	"【文读】"	6	13		"l"	"e"	"l"	"e"			
"棣"	"棣"	"di13"	"di6"		6	13		"d"	"i"	"d"	"i"			
"犒"	"犒"	"kʰɔ35"	"khau5"		5	35		"kh"	"au"	"kʰ"	"ɔ"			
"鰻"	"鳗"	"me22"	"me2"		2	22		"m"	"e"	"m"	"e"			
"饅"	"馒"	"me22"	"me2"		2	22		"m"	"e"	"m"	"e"			
"惋"	"惋"	"βe44"	"ve3"		3	44		"v"	"e"	"β"	"e"			
"諳"	"谙"	"e53"	"e1"		1	53			"e"		"e"			
"黯"	"黯"	"e35"	"e5"		5	35			"e"		"e"			
"桿"	"杆"	"kø44"	"koe3"	"秤~。"	3	44		"k"	"oe"	"k"	"ø"			
"潁"	"颍"	"ɦiʌŋ213"	"yeon4"		4	213		"y"	"eon"	"ɦ"	"iʌŋ"			
"穎"	"颖"	"ɦiʌŋ213"	"yeon4"		4	213		"y"	"eon"	"ɦ"	"iʌŋ"			
"甾"	"甾"	"tsɿ53"	"tsy1"		1	53		"ts"	"y"	"ts"	"ɿ"			
"淄"	"淄"	"tsɿ53"	"tsy1"		1	53		"ts"	"y"	"ts"	"ɿ"			
"錙"	"锱"	"tsɿ53"	"tsy1"		1	53		"ts"	"y"	"ts"	"ɿ"			
"熠"	"熠"	"ɦiɪʔ23"	"yiq8"		8	23		"y"	"iq"	"ɦ"	"iɪʔ"			
"哇"	"哇"	"βɑ53"	"va1"		1	53		"v"	"a"	"β"	"ɑ"			
"哇"	"哇"	"βɔ"	"vau"	"表揣测，“对吧？”。"				"v"	"au"	"β"	"ɔ"			
"尉"	"尉"	"βe35"	"ve5"		5	35		"v"	"e"	"β"	"e"			
"尉"	"尉"	"yœʔ5"	"ioeq7"	"~迟（复姓）。"	7	5			"ioeq"		"yœʔ"			
"蔚"	"蔚"	"βe35"	"ve5"		5	35		"v"	"e"	"β"	"e"			
"蔚"	"蔚"	"y35"	"iu5"	"~县（河北地名）。"	5	35			"iu"		"y"			
"睿"	"睿"	"zø13"	"zoe6"		6	13		"z"	"oe"	"z"	"ø"			
"璇"	"璇"	"zi22"	"zi2"		2	22		"z"	"i"	"z"	"i"			
"漩"	"漩"	"zi22"	"zi2"		2	22		"z"	"i"	"z"	"i"			
"漩"	"漩"	"zi13"	"zi6"		6	13		"z"	"i"	"z"	"i"			
"碘"	"碘"	"ɗi44"	"ti3"		3	44		"t"	"i"	"ɗ"	"i"			
"郝"	"郝"	"hʌk5"	"heoq7"		7	5		"h"	"eoq"	"h"	"ʌk"			
"歙"	"歙"	"səʔ5"	"seq7"	"~县（安徽地名）。"	7	5		"s"	"eq"	"s"	"əʔ"			
"歙"	"歙"	"ɕiɪʔ5"	"shiq7"		7	5		"sh"	"iq"	"ɕ"	"iɪʔ"			
"忻"	"忻"	"ɕin53"	"shin1"		1	53		"sh"	"in"	"ɕ"	"in"			
"淅"	"淅"	"siɪʔ5"	"siq7"		7	5		"s"	"iq"	"s"	"iɪʔ"			
"宁"	"宁"	"zy213"	"ziu4"		4	213		"z"	"iu"	"z"	"y"			
"佇"	"伫"	"zy213"	"ziu4"		4	213		"z"	"iu"	"z"	"y"			
"貯"	"贮"	"zy213"	"ziu4"		4	213		"z"	"iu"	"z"	"y"			
"鶩"	"鹜"	"βu13"	"vu6"		6	13		"v"	"u"	"β"	"u"			
"婺"	"婺"	"βu13"	"vu6"		6	13		"v"	"u"	"β"	"u"			
"騖"	"骛"	"βu13"	"vu6"		6	13		"v"	"u"	"β"	"u"			
"焱"	"焱"	"ɦi13"	"yi6"		6	13		"y"	"i"	"ɦ"	"i"			
"淼"	"淼"	"miɔ213"	"miau4"		4	213		"m"	"iau"	"m"	"iɔ"			
"鑫"	"鑫"	"ɕin53"	"shin1"		1	53		"sh"	"in"	"ɕ"	"in"			
"叒"	"叒"	"zɑk23"	"zaq8"		8	23		"z"	"aq"	"z"	"ɑk"			
"叕"	"叕"	"tsəʔ5"	"tseq7"		7	5		"ts"	"eq"	"ts"	"əʔ"			
"痞"	"痞"	"pʰi44"	"phi3"		3	44		"ph"	"i"	"pʰ"	"i"			
"胯"	"胯"	"kʰuo35"	"khuo5"		5	35		"kh"	"uo"	"kʰ"	"uo"			
"袴"	"袴"	"kʰu35"	"khu5"		5	35		"kh"	"u"	"kʰ"	"u"			
"絝"	"绔"	"kʰu35"	"khu5"		5	35		"kh"	"u"	"kʰ"	"u"			
"輔"	"辅"	"ɸu44"	"fu3"		3	44		"f"	"u"	"ɸ"	"u"			
"齲"	"龋"	"tɕʰy44"	"chiu3"		3	44		"ch"	"iu"	"tɕʰ"	"y"			
"祛"	"祛"	"tɕʰy53"	"chiu1"		1	53		"ch"	"iu"	"tɕʰ"	"y"			
"砝"	"砝"	"ɸæʔ5"	"faeq7"		7	5		"f"	"aeq"	"ɸ"	"æʔ"			
"顱"	"颅"	"lu22"	"lu2"		2	22		"l"	"u"	"l"	"u"			
"瀘"	"泸"	"lu22"	"lu2"		2	22		"l"	"u"	"l"	"u"			
"鱸"	"鲈"	"lu22"	"lu2"		2	22		"l"	"u"	"l"	"u"			
"潞"	"潞"	"lu13"	"lu6"		6	13		"l"	"u"	"l"	"u"			
"璐"	"璐"	"lu13"	"lu6"		6	13		"l"	"u"	"l"	"u"			
"鶻"	"鹘"	"βəʔ23"	"veq8"		8	23		"v"	"eq"	"β"	"əʔ"			
"瀣"	"瀣"	"ɦiɛ13"	"yae6"	"【文读】"	6	13		"y"	"ae"	"ɦ"	"iɛ"			
"骷"	"骷"	"kʰu53"	"khu1"		1	53		"kh"	"u"	"kʰ"	"u"			
"髏"	"髅"	"lɤ22"	"leu2"		2	22		"l"	"eu"	"l"	"ɤ"			
"詬"	"诟"	"kɤ35"	"keu5"		5	35		"k"	"eu"	"k"	"ɤ"			
"垢"	"垢"	"kɤ35"	"keu5"		5	35		"k"	"eu"	"k"	"ɤ"			
"逗"	"逗"	"dɤ13"	"deu6"		6	13		"d"	"eu"	"d"	"ɤ"			
"痘"	"痘"	"dɤ13"	"deu6"		6	13		"d"	"eu"	"d"	"ɤ"			
"琅"	"琅"	"lɒ̃22"	"laon2"		2	22		"l"	"aon"	"l"	"ɒ̃"			
"瑯"	"瑯"	"lɒ̃22"	"laon2"		2	22		"l"	"aon"	"l"	"ɒ̃"			
"埌"	"埌"	"lɒ̃13"	"laon6"		6	13		"l"	"aon"	"l"	"ɒ̃"			
"閬"	"阆"	"lɒ̃13"	"laon6"		6	13		"l"	"aon"	"l"	"ɒ̃"			
"塱"	"塱"	"lɒ̃213"	"laon4"		4	213		"l"	"aon"	"l"	"ɒ̃"			
"郎"	"郎"	"lɒ̃22"	"laon2"		2	22		"l"	"aon"	"l"	"ɒ̃"			
"朗"	"朗"	"lɒ̃213"	"laon4"		4	213		"l"	"aon"	"l"	"ɒ̃"			
"螂"	"螂"	"lɒ̃22"	"laon2"		2	22		"l"	"aon"	"l"	"ɒ̃"			
"啷"	"啷"	"lɒ̃53"	"laon1"	"形容骑马声。"	1	53		"l"	"aon"	"l"	"ɒ̃"			
"誏"	"誏"	"lɒ̃53"	"laon1"		1	53		"l"	"aon"	"l"	"ɒ̃"			
"瓤"	"瓤"	"nɒ̃22"	"naon2"		2	22		"n"	"aon"	"n"	"ɒ̃"			
"襠"	"裆"	"ɗɒ̃53"	"taon1"		1	53		"t"	"aon"	"ɗ"	"ɒ̃"			
"擋"	"挡"	"ɗɒ̃44"	"taon3"		3	44		"t"	"aon"	"ɗ"	"ɒ̃"			
"檔"	"档"	"ɗɒ̃35"	"taon5"		5	35		"t"	"aon"	"ɗ"	"ɒ̃"			
"趟"	"趟"	"tʰɒ̃35"	"thaon5"		5	35		"th"	"aon"	"tʰ"	"ɒ̃"			
"棠"	"棠"	"dɒ̃22"	"daon2"		2	22		"d"	"aon"	"d"	"ɒ̃"			
"螳"	"螳"	"dɒ̃22"	"daon2"		2	22		"d"	"aon"	"d"	"ɒ̃"			
"趤"	"趤"	"dɒ̃13"	"daon6"		6	13		"d"	"aon"	"d"	"ɒ̃"			
"餉"	"饷"	"ɕiã35"	"shian5"		5	35		"sh"	"ian"	"ɕ"	"iã"			
"韁"	"缰"	"tɕiã53"	"cian1"		1	53		"c"	"ian"	"tɕ"	"iã"			
"繮"	"繮"	"tɕiã53"	"cian1"		1	53		"c"	"ian"	"tɕ"	"iã"			
"殃"	"殃"	"iã53"	"ian1"		1	53			"ian"		"iã"			
"瘍"	"疡"	"ɦiã22"	"yan2"		2	22		"y"	"an"	"ɦ"	"iã"			
"沱"	"沱"	"du22"	"du2"		2	22		"d"	"u"	"d"	"u"			
"鴕"	"鸵"	"du22"	"du2"		2	22		"d"	"u"	"d"	"u"			
"柯"	"柯"	"kʰu53"	"khu1"		1	53		"kh"	"u"	"kʰ"	"u"			
"坷"	"坷"	"kʰu44"	"khu3"	"坎~。"	3	44		"kh"	"u"	"kʰ"	"u"			
"坷"	"坷"	"kʰəʔ5"	"kheq7"	"金~垃。"	7	5		"kh"	"eq"	"kʰ"	"əʔ"			
"抲"	"抲"	"kʰɑ53"	"kha1"		1	53		"kh"	"a"	"kʰ"	"ɑ"			
"滂"	"滂"	"pʰɒ̃53"	"phaon1"		1	53		"ph"	"aon"	"pʰ"	"ɒ̃"			
"蒡"	"蒡"	"ɓɒ̃35"	"paon5"		5	35		"p"	"aon"	"ɓ"	"ɒ̃"			
"傍"	"傍"	"bɒ̃13"	"baon6"		6	13		"b"	"aon"	"b"	"ɒ̃"			
"彷"	"彷"	"bɒ̃22"	"baon2"		2	22		"b"	"aon"	"b"	"ɒ̃"			
"膀"	"膀"	"ɓɒ̃44"	"paon3"	"肩~。"	3	44		"p"	"aon"	"ɓ"	"ɒ̃"			
"膀"	"膀"	"bɒ̃22"	"baon2"	"~胱。"	2	22		"b"	"aon"	"b"	"ɒ̃"			
"髈"	"髈"	"pʰɒ̃44"	"phaon3"	"蹄~。"	3	44		"ph"	"aon"	"pʰ"	"ɒ̃"			
"贓"	"赃"	"tsɒ̃53"	"tsaon1"		1	53		"ts"	"aon"	"ts"	"ɒ̃"			
"髒"	"脏"	"tsɒ̃53"	"tsaon1"	"肮~。"	1	53		"ts"	"aon"	"ts"	"ɒ̃"			
"臟"	"脏"	"zɒ̃13"	"zaon6"	"内~。"	6	13		"z"	"aon"	"z"	"ɒ̃"			
"妝"	"妆"	"tsɒ̃53"	"tsaon1"		1	53		"ts"	"aon"	"ts"	"ɒ̃"			
"蟑"	"蟑"	"tsɒ̃53"	"tsaon1"		1	53		"ts"	"aon"	"ts"	"ɒ̃"			
"璋"	"璋"	"tsɒ̃53"	"tsaon1"		1	53		"ts"	"aon"	"ts"	"ɒ̃"			
"彰"	"彰"	"tsɒ̃53"	"tsaon1"		1	53		"ts"	"aon"	"ts"	"ɒ̃"			
"嶂"	"嶂"	"tsɒ̃35"	"tsaon5"		5	35		"ts"	"aon"	"ts"	"ɒ̃"			
"葬"	"葬"	"tsɒ̃35"	"tsaon5"		5	35		"ts"	"aon"	"ts"	"ɒ̃"			
"莽"	"莽"	"mɒ̃213"	"maon4"		4	213		"m"	"aon"	"m"	"ɒ̃"			
"娼"	"娼"	"tsʰɒ̃53"	"tshaon1"		1	53		"tsh"	"aon"	"tsʰ"	"ɒ̃"			
"艙"	"舱"	"tsʰɒ̃53"	"tshaon1"		1	53		"tsh"	"aon"	"tsʰ"	"ɒ̃"			
"滄"	"沧"	"tsʰɒ̃53"	"tshaon1"		1	53		"tsh"	"aon"	"tsʰ"	"ɒ̃"			
"菖"	"菖"	"tsʰɒ̃53"	"tshaon1"		1	53		"tsh"	"aon"	"tsʰ"	"ɒ̃"			
"猖"	"猖"	"tsʰɒ̃53"	"tshaon1"		1	53		"tsh"	"aon"	"tsʰ"	"ɒ̃"			
"鯧"	"鲳"	"tsʰɒ̃53"	"tshaon1"		1	53		"tsh"	"aon"	"tsʰ"	"ɒ̃"			
"闖"	"闯"	"tsʰɒ̃44"	"tshaon3"		3	44		"tsh"	"aon"	"tsʰ"	"ɒ̃"			
"倡"	"倡"	"tsʰɒ̃35"	"tshaon5"		5	35		"tsh"	"aon"	"tsʰ"	"ɒ̃"			
"磉"	"磉"	"sɒ̃44"	"saon3"		3	44		"s"	"aon"	"s"	"ɒ̃"			
"嗓"	"嗓"	"sɒ̃44"	"saon3"		3	44		"s"	"aon"	"s"	"ɒ̃"			
"搡"	"搡"	"sɒ̃44"	"saon3"		3	44		"s"	"aon"	"s"	"ɒ̃"			
"豇"	"豇"	"kɒ̃53"	"kaon1"		1	53		"k"	"aon"	"k"	"ɒ̃"			
"崗"	"岗"	"kɒ̃53"	"kaon1"		1	53		"k"	"aon"	"k"	"ɒ̃"			
"肛"	"肛"	"kɒ̃53"	"kaon1"		1	53		"k"	"aon"	"k"	"ɒ̃"			
"炕"	"炕"	"kʰɒ̃35"	"khaon5"		5	35		"kh"	"aon"	"kʰ"	"ɒ̃"			
"骯"	"骯"	"ɒ̃53"	"aon1"	"~三（品质差，令人不快或失望）。"	1	53			"aon"		"ɒ̃"			
"肮"	"肮"	"ɒ̃53"	"aon1"		1	53			"aon"		"ɒ̃"			
"沆"	"沆"	"ɦɒ̃213"	"ghaon4"		4	213		"gh"	"aon"	"ɦ"	"ɒ̃"			
"夯"	"夯"	"hɒ̃53"	"haon1"		1	53		"h"	"aon"	"h"	"ɒ̃"			
"亢"	"亢"	"kʰɒ̃35"	"khaon5"		5	35		"kh"	"aon"	"kʰ"	"ɒ̃"			
"笐"	"笐"	"ɦɒ̃13"	"ghaon6"		6	13		"gh"	"aon"	"ɦ"	"ɒ̃"			
"胱"	"胱"	"kuɒ̃53"	"kuaon1"		1	53		"k"	"uaon"	"k"	"uɒ̃"			
"怳"	"恍"	"ɸɒ̃44"	"faon3"		3	44		"f"	"aon"	"ɸ"	"ɒ̃"			
"惚"	"惚"	"ɸəʔ5"	"feq7"		7	5		"f"	"eq"	"ɸ"	"əʔ"			
"煌"	"煌"	"βɒ̃22"	"vaon2"		2	22		"v"	"aon"	"β"	"ɒ̃"			
"璜"	"璜"	"βɒ̃22"	"vaon2"		2	22		"v"	"aon"	"β"	"ɒ̃"			
"磺"	"磺"	"βɒ̃22"	"vaon2"		2	22		"v"	"aon"	"β"	"ɒ̃"			
"潢"	"潢"	"βɒ̃22"	"vaon2"		2	22		"v"	"aon"	"β"	"ɒ̃"			
"徨"	"徨"	"βɒ̃22"	"vaon2"		2	22		"v"	"aon"	"β"	"ɒ̃"			
"遑"	"遑"	"βɒ̃22"	"vaon2"		2	22		"v"	"aon"	"β"	"ɒ̃"			
"惶"	"惶"	"βɒ̃22"	"vaon2"		2	22		"v"	"aon"	"β"	"ɒ̃"			
"幌"	"幌"	"βɒ̃213"	"vaon4"		4	213		"v"	"aon"	"β"	"ɒ̃"			
"篁"	"篁"	"βɒ̃22"	"vaon2"		2	22		"v"	"aon"	"β"	"ɒ̃"			
"蝗"	"蝗"	"βɒ̃22"	"vaon2"		2	22		"v"	"aon"	"β"	"ɒ̃"			
"隍"	"隍"	"βɒ̃22"	"vaon2"		2	22		"v"	"aon"	"β"	"ɒ̃"			
"凰"	"凰"	"βɒ̃22"	"vaon2"		2	22		"v"	"aon"	"β"	"ɒ̃"			
"枉"	"枉"	"βɒ̃44"	"vaon3"		3	44		"v"	"aon"	"β"	"ɒ̃"			
"魑"	"魑"	"tsʰy53"	"tshiu1"		1	53		"tsh"	"iu"	"tsʰ"	"y"			
"魅"	"魅"	"me13"	"me6"		6	13		"m"	"e"	"m"	"e"			
"魍"	"魍"	"mɒ̃213"	"maon4"		4	213		"m"	"aon"	"m"	"ɒ̃"			
"魎"	"魉"	"liã213"	"lian4"		4	213		"l"	"ian"	"l"	"iã"			
"迸"	"迸"	"ɓã35"	"pan5"		5	35		"p"	"an"	"ɓ"	"ã"			
"湓"	"湓"	"bəŋ22"	"ben2"		2	22		"b"	"en"	"b"	"əŋ"			
"芬"	"芬"	"ɸəŋ53"	"fen1"		1	53		"f"	"en"	"ɸ"	"əŋ"			
"汶"	"汶"	"βəŋ13"	"ven6"		6	13		"v"	"en"	"β"	"əŋ"			
"雯"	"雯"	"βəŋ22"	"ven2"		2	22		"v"	"en"	"β"	"əŋ"			
"紊"	"紊"	"βəŋ13"	"ven6"		6	13		"v"	"en"	"β"	"əŋ"			
"蘊"	"蕴"	"ɦioŋ13"	"yon6"		6	13		"y"	"on"	"ɦ"	"ioŋ"			
"戥"	"戥"	"ɗəŋ44"	"ten3"		3	44		"t"	"en"	"ɗ"	"əŋ"			
"绐"	"绐"	"de213"	"de4"		4	213		"d"	"e"	"d"	"e"			
"貽"	"贻"	"ɦi22"	"yi2"		2	22		"y"	"i"	"ɦ"	"i"			
"眙"	"眙"	"ɦi22"	"yi2"		2	22		"y"	"i"	"ɦ"	"i"			
"迤"	"迤"	"ɦi22"	"yi2"		2	22		"y"	"i"	"ɦ"	"i"			
"迤"	"迤"	"ɦi213"	"yi4"		4	213		"y"	"i"	"ɦ"	"i"			
"迆"	"迆"	"ɦi22"	"yi2"		2	22		"y"	"i"	"ɦ"	"i"			
"迆"	"迆"	"ɦi213"	"yi4"		4	213		"y"	"i"	"ɦ"	"i"			
"喝"	"喝"	"həʔ5"	"heq7"	"饮。口语中一般不用。"	7	5		"h"	"eq"	"h"	"əʔ"			
"褐"	"褐"	"ɦœʔ23"	"ghoeq8"		8	23		"gh"	"oeq"	"ɦ"	"œʔ"			
"邨"	"邨"	"tsʰəŋ53"	"tshen1"	"同“村”。常特指社区，区别传统意义的“村”。"	1	53		"tsh"	"en"	"tsʰ"	"əŋ"			
"膯"	"膯"	"ɗəŋ53"	"ten1"		1	53		"t"	"en"	"ɗ"	"əŋ"			
"憕"	"憕"	"ɗəŋ35"	"ten5"		5	35		"t"	"en"	"ɗ"	"əŋ"			
"謄"	"誊"	"dəŋ22"	"den2"		2	22		"d"	"en"	"d"	"əŋ"			
"瞪"	"瞪"	"ɗəŋ35"	"ten5"		5	35		"t"	"en"	"ɗ"	"əŋ"			
"瞠"	"瞠"	"tsã53"	"tsan1"	"【白读】"	1	53		"ts"	"an"	"ts"	"ã"			
"瞠"	"瞠"	"tsʰəŋ53"	"tshen1"	"【文读】"	1	53		"tsh"	"en"	"tsʰ"	"əŋ"			
"驐"	"驐"	"ɗəŋ53"	"ten1"		1	53		"t"	"en"	"ɗ"	"əŋ"			
"豚"	"豚"	"dəŋ22"	"den2"		2	22		"d"	"en"	"d"	"əŋ"			
"飩"	"饨"	"dəŋ22"	"den2"		2	22		"d"	"en"	"d"	"əŋ"			
"沌"	"沌"	"dəŋ22"	"den2"		2	22		"d"	"en"	"d"	"əŋ"			
"囤"	"囤"	"dəŋ22"	"den2"	"~积；~粮。"	2	22		"d"	"en"	"d"	"əŋ"			
"囤"	"囤"	"dəŋ213"	"den4"	"仓~。"	4	213		"d"	"en"	"d"	"əŋ"			
"盹"	"盹"	"ɗəŋ44"	"ten3"		3	44		"t"	"en"	"ɗ"	"əŋ"			
"砧"	"砧"	"tsəŋ53"	"tsen1"		1	53		"ts"	"en"	"ts"	"əŋ"			
"胗"	"胗"	"tsəŋ53"	"tsen1"		1	53		"ts"	"en"	"ts"	"əŋ"			
"肫"	"肫"	"tsəŋ53"	"tsen1"		1	53		"ts"	"en"	"ts"	"əŋ"			
"甄"	"甄"	"tsəŋ53"	"tsen1"		1	53		"ts"	"en"	"ts"	"əŋ"			
"疹"	"疹"	"tsəŋ35"	"tsen5"		5	35		"ts"	"en"	"ts"	"əŋ"			
"箏"	"筝"	"tsəŋ53"	"tsen1"		1	53		"ts"	"en"	"ts"	"əŋ"			
"甑"	"甑"	"tsəŋ35"	"tsen5"		5	35		"ts"	"en"	"ts"	"əŋ"			
"蟶"	"蛏"	"tsʰəŋ53"	"tshen1"		1	53		"tsh"	"en"	"tsʰ"	"əŋ"			
"忖"	"忖"	"tsʰəŋ44"	"tshen3"		3	44		"tsh"	"en"	"tsʰ"	"əŋ"			
"笙"	"笙"	"səŋ53"	"sen1"		1	53		"s"	"en"	"s"	"əŋ"			
"呻"	"呻"	"səŋ53"	"sen1"		1	53		"s"	"en"	"s"	"əŋ"			
"憎"	"憎"	"tsəŋ53"	"tsen1"		1	53		"ts"	"en"	"ts"	"əŋ"			
"盯"	"盯"	"ɗin53"	"tin1"		1	53		"t"	"in"	"ɗ"	"in"			
"叮"	"叮"	"ɗin53"	"tin1"		1	53		"t"	"in"	"ɗ"	"in"			
"酊"	"酊"	"ɗin53"	"tin1"	"~剂。"	1	53		"t"	"in"	"ɗ"	"in"			
"酊"	"酊"	"ɗin44"	"tin3"	"酩~。"	3	44		"t"	"in"	"ɗ"	"in"			
"烴"	"烃"	"tʰin53"	"thin1"		1	53		"th"	"in"	"tʰ"	"in"			
"汀"	"汀"	"tʰin53"	"thin1"		1	53		"th"	"in"	"tʰ"	"in"			
"町"	"町"	"tʰin44"	"thin3"		3	44		"th"	"in"	"tʰ"	"in"			
"酩"	"酩"	"min213"	"min4"		4	213		"m"	"in"	"m"	"in"			
"竈"	"灶"	"tsɔ35"	"tsau5"		5	35		"ts"	"au"	"ts"	"ɔ"			
"哨"	"哨"	"sɔ35"	"sau5"		5	35		"s"	"au"	"s"	"ɔ"			
"喃"	"喃"	"ne22"	"ne2"		2	22		"n"	"e"	"n"	"e"			
"腩"	"腩"	"ne22"	"ne2"		2	22		"n"	"e"	"n"	"e"			
"楠"	"楠"	"ne22"	"ne2"		2	22		"n"	"e"	"n"	"e"			
"炙"	"炙"	"tsɑk5"	"tsaq7"		7	5		"ts"	"aq"	"ts"	"ɑk"			
"熾"	"炽"	"tsʰɿ35"	"tshy5"		5	35		"tsh"	"y"	"tsʰ"	"ɿ"			
"幟"	"帜"	"tsʰɿ35"	"tshy5"		5	35		"tsh"	"y"	"tsʰ"	"ɿ"			
"叱"	"叱"	"tsʰəʔ5"	"tsheq7"		7	5		"tsh"	"eq"	"tsʰ"	"əʔ"			
"咤"	"咤"	"tsiɔ35"	"tsiau5"		5	35		"ts"	"iau"	"ts"	"iɔ"			
"煽"	"煽"	"se53"	"se1"		1	53		"s"	"e"	"s"	"e"			
"苫"	"苫"	"se53"	"se1"	"草~；~布。名词。"	1	53		"s"	"e"	"s"	"e"			
"苫"	"苫"	"se35"	"se5"	"遮，盖。动词。"	5	35		"s"	"e"	"s"	"e"			
"紝"	"紝"	"zəŋ13"	"zen6"		6	13		"z"	"en"	"z"	"əŋ"			
"韌"	"韧"	"ȵin13"	"gnin6"	"【白读】不脆，常指糕、饼等食物受潮。"	6	13		"gn"	"in"	"ȵ"	"in"			
"韌"	"韧"	"zəŋ13"	"zen6"	"【文读】~带。"	6	13		"z"	"en"	"z"	"əŋ"			
"恁"	"恁"	"nəŋ13"	"nen6"		6	13		"n"	"en"	"n"	"əŋ"			
"齦"	"啃"	"kʰəŋ35"	"khen5"		5	35		"kh"	"en"	"kʰ"	"əŋ"			
"哼"	"哼"	"hã53"	"han1"	"【白读】"	1	53		"h"	"an"	"h"	"ã"			
"哼"	"哼"	"həŋ53"	"hen1"	"【文读】"	1	53		"h"	"en"	"h"	"əŋ"			
"衡"	"衡"	"ɦəŋ22"	"ghen2"		2	22		"gh"	"en"	"ɦ"	"əŋ"			
"擤"	"擤"	"həŋ44"	"hen3"		3	44		"h"	"en"	"h"	"əŋ"			
"擤"	"擤"	"hŋ̍44"	"hng3"		3	44		"h"	"ng"	"h"	"ŋ̍"			
"嗯"	"嗯"	"n̩"	"n"						"n"		"n̩"			
"懲"	"惩"	"zəŋ22"	"zen2"		2	22		"z"	"en"	"z"	"əŋ"			
"筠"	"筠"	"tɕioŋ53"	"cion1"	"~连（四川地名）。"	1	53		"c"	"ion"	"tɕ"	"ioŋ"			
"筠"	"筠"	"ɦioŋ22"	"yon2"		2	22		"y"	"on"	"ɦ"	"ioŋ"			
"窘"	"窘"	"tɕioŋ44"	"cion3"		3	44		"c"	"ion"	"tɕ"	"ioŋ"			
"囧"	"囧"	"tɕioŋ44"	"cion3"		3	44		"c"	"ion"	"tɕ"	"ioŋ"			
"炯"	"炯"	"tɕioŋ44"	"cion3"		3	44		"c"	"ion"	"tɕ"	"ioŋ"			
"炅"	"炅"	"tɕioŋ44"	"cion3"		3	44		"c"	"ion"	"tɕ"	"ioŋ"			
