			中山石岐話			南蓢白話			珠海唐家話												
	莠		j	ɐu	213	j	ɐu	21	j	ɐu	21										
	搨		tʰ	ap	3	tʰ	ap	2	tʰ	ap	2										
	簪																				
	坍		tʰ	am	55	tʰ	am	45	tʰ	am	55										
	盍								h	ɐp	2										
	鑞		l	ap	3	l	ap	2	l	ap	2										
	鏨		ts	am	33	ts	am	33	ts	am	22										
	泔		k	ɔm	55	k	am	45	k	ɐm	55										
	蚶		h	ɔm	55	h	am	45	h	ɐm	55										
	邯		h	ɔn	51	h	ɔn	51	h	ɔn	51										
	劄																				
	讒		tsʰ	am	51	tsʰ	am	51	tsʰ	am	51										
	裌		k	ap	3	k	ap	2	k	ap	2										
	袷		k	ap	3	k	ap	2	k	ap	2										
	釤																				
	懺		tsʰ	am	33	tsʰ	am	33	tsʰ	am	22										
	胛		k	ap	3	k	ap	2	k	ap	2										
	狎		h	ap	3	h	ap	2	h	ap	2										
	鑷		n	ip	3	n	ip	2	n	ip	2										
	奩																				
	殲		tsʰ	im	55	tsʰ	im	45	tsʰ	im	55										
	僉		tsʰ	im	55	tsʰ	im	45	tsʰ	im	55										
	暹		tsʰ	im	33	tsʰ	im	33	tsʰ	im	22										
	贍		s	im	33	s	im	33	s	im	22										
	閹			im	55		im	45		im	55										
	魘			im	213		im	21		im	21										
	檐		s	im	51	s	im	51	s	im	51										
	檐			im	51		im	51		im	51	偷檐蛇									
	艷			im	33		im	33		im	22										
	釅		ŋ	im	51	ŋ	im	51	ŋ	im	51										
	鍁																				
	杴																				
	腌			ip	3		ip	2		ip	5										
	腌			im	55																
	崦																				
	掂		t	im	33	t	im	33	t	im	22										
	忝		tʰ	im	213																
	㮇																				
	簟																				
	牒		t	ip	3	t	ip	2	t	ip	2										
	諜		t	ip	3	t	ip	2	t	ip	2										
	鮎		n	im	51	n	im	51	n	im	51										
	苶																				
	蒹		k	im	55	k	im	45	k	im	55										
	搛																				
	僭		tsʰ	im	33	tsʰ	im	33	tsʰ	im	22										
	賃		j	ɐm	33	j	ɐm	33	j	ɐm	22										
	檁		l	ɐm	213																
	廪		l	ɐm	213	l	ɐm	21	l	ɐm	21										
	蕈		s	ɐn	33	s	ɐn	33	s	ɐn	22										
	琛		s	ɐm	55	s	ɐm	45	s	ɐm	55										
	簪		ts	am	55	ts	am	45	ts	am	55										
	岑		s	ɐm	51	s	ɐm	51	s	ɐm	51										
	妊		j	ɐm	33	j	ɐm	33	j	ɐm	22										
	紝		j	ɐm	33	j	ɐm	33	j	ɐm	22										
	撳		k	ɐm	33	k	ɐm	33	k	ɐm	22										
	妗		kʰ	ɐm	213	kʰ	ɐm	21	kʰ	ɐm	21										
	窨																				
	灒																				
	擀		k	ɔn	213	k	ɔn	21	k	ɔn	21										
	曷		h	ɔt	3	h	ɔt	2	h	ɔt	2										
	襇																				
	柬		k	an	213	k	an	21	k	an	21										
	閑		h	an	51	h	an	51	h	an	51										
	莧		h	in	33	h	in	33	h	in	22										
	莧		h	an	33	h	an	33	h	an	22	莧菜									
	扳		p	an	55	p	an	45	p	an	55										
	扳																				
	襻																				
	爿		pʰ	an	51	pʰ	an	51	pʰ	an	51										
	疝		s	an	33	s	an	33	s	an	22										
	鐧		k	an	213	k	an	21	k	an	21										
	鱉		p	it	3	p	it	2	p	it	5										
	憋		p	it	3	p	it	2	p	it	5										
	娩		m	in	213	m	in	21	m	in	21										
	澠																				
	輦		l	in	213	l	in	21	l	in	21										
	癬		s	in	213	s	in	21	s	in	21										
	褻		s	it	3	s	it	2	s	it	2										
	涎		s	in	51	s	in	51	s	in	51										
	蜇		ts	it	3	ts	it	2	ts	it	5										
	羶		ts	in	55	ts	in	45	ts	in	55										
	膻																				
	膳		s	in	33	s	in	33	s	in	22										
	孑		kʰ	it	3	kʰ	it	2	kʰ	it	2										
	掮		kʰ	in	55																
	掮		kʰ	in	51																
	犍		k	yn	55	k	in	45	k	yn	55										
	犍																				
	孽		ŋ	it	3	ŋ	it	2	ŋ	it	2										
	孽		ŋ	it	5																
	拽		j	ɐi	33	j	ɐi	33	j	ɐi	22										
	犍																				
	腱		k	yn	33	k	in	33	k	yn	22										
	蠍																				
	謁			it	3		it	2		it	2										
	蔫			yn	55		in	45		yn	55	不新鮮									
	憋																				
	駢		pʰ	in	51	pʰ	in	51	pʰ	in	51										
	撚		n	in	213	n	in	21	n	in	21										
	攆		n	in	213	n	in	21	n	in	21										
	楝		l	in	33	l	in	33	l	in	22										
	鈸																				
	掇		ts	yt	3	ts	it	2	ts	yt	2										
	掇																				
	疃																				
	椴		t	yn	33	t	in	33	t	yn	22										
	鸞		l	yn	51	l	in	51	l	yn	51										
	捋		l	yt	3	l	it	2	l	yt	2										
	纂		ts	yn	213	ts	in	21	ts	yn	21										
	攢		ts	an	213	ts	an	21	ts	an	21										
	汆																				
	紈			yn	51		in	51		yn	51										
	皖		kʰ	un	213	kʰ	un	21	kʰ	un	21										
	豌			un	213		un	21		un	21										
	剜			un	213		un	21		un	21										
	鰥		kʷ	an	55	kʷ	an	45	k	an	55										
	斡		w	at	3	w	at	2	w	at	2										
	篡		s	an	33	s	an	33	s	an	22										
	閂		s	an	55	s	an	45	s	an	55										
	涮																				
	宦		w	an	33	w	an	33	w	an	22										
	鏇		s	yn	51	s	in	51	s	yn	51										
	椽			yn	51		in	51		yn	51										
	篆		s	yn	33	s	in	33	s	yn	22										
	膞																				
	篅																				
	鬈		kʰ	yn	51	kʰ	in	51	kʰ	yn	51										
	顴		kʰ	yn	51	kʰ	in	51	kʰ	yn	51										
	兗			in	213		in	21		in	21										
	礬																				
	厥		kʰ	yt	3	kʰ	it	2	kʰ	yt	2										
	憠																				
	孓		kʰ	yt	3	kʰ	it	2	kʰ	yt	2										
	楦																				
	噦			œt	3																
	殯		p	ɐn	33	p	ɐn	33	p	ɐn	22										
	牝		pʰ	ɐn	213	pʰ	ɐn	21	pʰ	ɐn	21										
	弼		p	ɐt	3	p	ɐt	2	p	ɐt	2										
	泯		m	ɐn	213	m	ɐn	21	m	ɐn	21										
	抿		m	ɐn	213	m	ɐn	21	m	ɐn	21										
	燐		l	ɵn	51	l	ɐn	51	l	ɐn	51										
	昵		n	ɪk	5	n	ɐk	5	n	ɐk	5										
	侄		ts	ɐt	3	ts	ɐt	2	ts	ɐt	2										
	榛		ts	ɐn	55	ts	ɐn	45	ts	ɐn	55										
	臻		ts	ɐn	55	ts	ɐn	45	ts	ɐn	55										
	娠		s	ɐn	55	s	ɐn	45	s	ɐn	55										
	娠																				
	詰		kʰ	it	3	kʰ	it	2	kʰ	it	2										
	釁		j	ɐn	33	j	ɐn	33	j	ɐn	22										
	洇																				
	訖		ŋ	ɐt	5	ŋ	ɐt	2	ŋ	ɐt	2										
	錛																				
	逩																				
	𡋯																				
	餑																				
	扽		t	ɐn	33	t	ɐn	33	t	ɐn	22										
	飩		tʰ	ɐn	55	tʰ	ɐn	45	tʰ	ɐn	55										
	囤		tʰ	yn	51	tʰ	in	51	tʰ	yn	51										
	猝		tsʰ	yt	3	tsʰ	it	2	tsʰ	yt	5										
	杌		ŋ	ɐt	5	ŋ	ɐt	2	ŋ	ɐt	2										
	餛																				
	瘟		w	ɐn	55	w	ɐn	45	w	ɐn	55										
	皴																				
	荀																				
	榫		s	ɵn	213	s	ɐn	21	s	ɐn	21										
	浚		ts	ɐn	33	ts	ɐn	33	ts	ɐn	22										
	濬																				
	椿		tsʰ	ɵn	55	tsʰ	ɐn	45	tsʰ	ɐn	55										
	絀		ts	yt	3	ts	it	2	ts	yt	2										
	秫		s	ɵt	3	s	ɐt	2	s	ɐt	2										
	蒓																				
	豶																				
	璺																				
	熏		f	ɐn	55	f	ɐn	45	f	ɐn	55										
	勳		f	ɐn	55	f	ɐn	45	f	ɛn	55										
	葷		w	ɐn	51	w	ɐn	51	w	ɐn	51										
	謗		pʰ	ɔŋ	33	pʰ	ɔŋ	33	pʰ	ɔŋ	22										
	鐸		t	ɔk	3	t	ɔk	2	t	ɔk	2										
	曩		n	ɔŋ	213	n	ɔŋ	21	n	ɔŋ	21										
	臧		ts	ɔŋ	55	ts	ɔŋ	45	ts	ɔŋ	55										
	柞		ts	ɔk	3	ts	ɔk	2	ts	ɔk	2										
	搡		s	ɔŋ	213	s	ɔŋ	21	s	ɔŋ	21										
	杠		k	ɔŋ	33	k	ɔŋ	33	k	ɔŋ	22										
	糠		h	ɔŋ	55	h	ɔŋ	45	h	ɔŋ	55										
	囥																				
	鄂		ŋ	ɔk	3	ŋ	ɔk	2	ŋ	ɔk	2										
	鯗																				
	牀		tsʰ	ɔŋ	51	tsʰ	ɔŋ	51	tsʰ	ɔŋ	51										
	孀		s	œŋ	55	s	iɔŋ	45	s	œŋ	55										
	瘴		ts	œŋ	33	ts	iɔŋ	33	ts	œŋ	22										
	焯		tsʰ	œk	3	tsʰ	iɔk	2	tsʰ	œk	2										
	餉		h	œŋ	213	h	iɔŋ	21	h	œŋ	21										
	芍		s	œk	3	s	iɔk	2	s	œk	2										
	瓤		n	ɔŋ	51	n	ɔŋ	51	n	ɔŋ	51										
	礓																				
	鉻		l	ɔk	3	l	ɔk	2	l	ɔk	2										
	恙		j	ɔŋ	33	j	ɔŋ	33	j	œŋ	22										
	桄																				
	藿		kʰ	ɔk	3	kʰ	ɔk	2	kʰ	ɔk	2										
	劐																				
	蝗		w	ɔŋ	51	w	ɔŋ	51	w	ɔŋ	51										
	鑊		w	ɔk	3	w	ɔk	2	w	ɔk	2										
	倣																				
	輞																				
	钁																				
	匡		h	ɔŋ	55	h	ɔŋ	45	h	ɔŋ	55										
	籰																				
	肨		pʰ	ɔŋ	33	pʰ	ɔŋ	33	pʰ	ɔŋ	22										
	朴		pʰ	ɔk	3	pʰ	ɔk	2	pʰ	ɔk	2										
	攮																				
	涿		t	œk	3	t	iɔk	2	t	œk	2										
	噇																				
	豇		k	ɔŋ	55	k	ɔŋ	45	k	ɔŋ	55										
	耩																				
	搉																				
	夯																				
	鐙																				
	忒		tʰ	ɪk	5	tʰ	ɐk	5	tʰ	ɐk	5										
	謄		tʰ	ɐŋ	51	tʰ	ɐŋ	51	tʰ	ɐŋ	51										
	蹭		tsʰ	ɐŋ	33	tsʰ	ɐŋ	33	tsʰ	ɐŋ	22										
	鯽		ts	ɐk	5	ts	ɐk	5	ts	ɐk	5										
	稷		ts	ɪk	5	ts	ɐk	5	ts	ɐk	5										
	稙		ts	ɪk	3	ts	ɐk	2	ts	ɐk	2										
	飭		s	ɪk	5	s	ɐk	5	s	ɐk	5										
	塍		s	ɪŋ	33	s	ɐŋ	33	s	ɐŋ	22										
	弋			ɪk	3		ɐk	2		ɐk	2										
	虻		m	ɔŋ	51	m	ɔŋ	51	m	ɔŋ	51										
	牚		tsʰ	aŋ	33	tsʰ	aŋ	33	tsʰ	aŋ	22										
	㿭		tsʰ	ak	3	tsʰ	ak	2	tsʰ	ak	2										
	𨨌																				
	䂻																				
	粳		k	ɐŋ	55	k	ɐŋ	45	k	ɐŋ	55										
	浜																				
	擘		m	ak	3	m	ak	2	m	ak	2										
	檗																				
	覈		h	ɐt	3	h	ɐt	2	h	ɐt	2										
	軛			ɐk	5		ɐk	5		ɐk	5										
	戟		k	ɪk	5	k	ɐk	5	k	ɐk	5										
	屐		k	iak	3	k	iak	2	k	ɛk	2										
	旌		ts	ɪŋ	55	ts	ɐŋ	45	ts	ɐŋ	55										
	䝼																				
	蟶		s	ɪŋ	33	s	ɐŋ	33	s	ɐŋ	22										
	纓			ɪŋ	55		ɐŋ	45		ɐŋ	55										
	姘		pʰ	ɪŋ	33	pʰ	ɐŋ	33	pʰ	ɐŋ	22										
	靪																				
	疔		t	ɪŋ	55																
	嫡		t	ɪk	5	t	ɐk	5	t	ɐk	5										
	嫡																				
	錠		t	ɪŋ	33	t	ɐŋ	33	t	ɐŋ	22										
	糴		t	iak	3	t	iak	2	t	ɛk	2										
	佞		n	ɪŋ	33	n	ɐŋ	33	n	ɐŋ	22										
	磬		kʰ	ɪŋ	33	kʰ	ɐŋ	33	kʰ	ɐŋ	22										
	陘		h	ɪŋ	51	h	ɐŋ	51	h	ɐŋ	51										
	虢		kʷ	ɪk	5	kʷ	ɐk	5	k	ɐk	5										
	揈		f	ɪŋ	33	f	ɐŋ	33	f	ɐŋ	22										
	檾																				
	塋			ɪŋ	51		ɐŋ	51		ɐŋ	51										
	滎			ɪŋ	51		ɐŋ	51		ɐŋ	51										
	醭		pʰ	ɔk	3	pʰ	ɔk	2	pʰ	ɔk	2										
	蠓		m	ʊŋ	51	m	ʊŋ	51	m	ʊŋ	51										
	熥																				
	捅		tʰ	ʊŋ	213	tʰ	ʊŋ	21	tʰ	ʊŋ	21										
	瞳		tʰ	ʊŋ	51	tʰ	ʊŋ	51	tʰ	ʊŋ	51										
	牘		t	ʊk	3	t	ʊk	2	t	ʊk	2										
	椶																				
	糉																				
	汞		h	ʊŋ	33	h	ʊŋ	33	h	ʊŋ	22										
	鬨																				
	儂		n	ʊŋ	51	n	ʊŋ	51	n	ʊŋ	51										
	䝋																				
	戮		l	ʊk	3	l	ʊk	2	l	ʊk	2										
	衆		ts	ʊŋ	33	ts	ʊŋ	33	ts	ʊŋ	22										
	戎		j	ʊŋ	51	j	ʊŋ	51	j	ʊŋ	51										
	盅		ts	ʊŋ	55	ts	ʊŋ	45	ts	ʊŋ	55										
	冗		j	ʊŋ	213	j	ʊŋ	21	j	ʊŋ	21										
	鋦		k	ʊk	3	k	ʊk	2	k	ʊk	2										
	癰																				
	甬		j	ʊŋ	213	j	ʊŋ	21	j	ʊŋ	21										
	茬		tsʰ	i	51	tsʰ	i	51	tsʰ	i	51										
	鼬		j	ɐu	51	j	ɐu	51	j	ɐu	51										
	撣																				
	焊		h	ɔn	33	h	ɔn	33	h	ɔn	22										
	捻		n	ip	3	n	ip	2	n	ip	2										
	鉢		p	ut	3	p	ut	2	p	ut	2										
	黢		ts	ɵt	5	ts	ɐt	5	ts	ɐt	5										
	繮		k	œŋ	55	k	iɔŋ	45	k	œŋ	55										
	喫		j	ak	3	j	ak	2	j	ak	2										
	喫		h	ɪk	3	h	ɐk	2	h	ɐk	5	文讀									
	璦																				
	曖			ɔi	213		ɔi	21		ui	21										
	噯			ɔi	213																
	氨			ɔn	55		ɔn	45		ɔn	55										
	胺			at	3		at	2		at	2	胺臭									
	胺			ɔn	33		ɔn	33		ɔn	22	化合物									
	坂		p	an	213	p	an	21	p	an	21										
	舨		p	an	213	p	an	21	p	an	21										
	鎊		p	ɔŋ	33	p	ɔŋ	33	p	ɔŋ	22										
	鴇		p	ou	213	p	ɐu	21	p	ɐu	21										
	陂																				
	鋇		p	ui	33	p	ui	33	p	ui	22										
	唄																				
	泵		p	ɐm	55	p	ɐm	45	p	ɐm	55										
	匕		p	i	33	p	i	33	p	i	22										
	畀		p	i	213	p	i	21	p	i	21										
	愎		p	ɪk	5	p	ɐk	5	p	ɐk	5										
	髀		p	i	213	p	i	21	p	i	21										
	鏢		p	iu	55	p	iu	45	p	iu	55										
	婊		p	iu	213	p	iu	21	p	iu	21										
	裱		p	iu	213	p	iu	21	p	iu	21										
	邠																				
	斌		p	ɐn	55	p	ɐn	45	p	ɐn	55										
	鉑		p	ɔk	3	p	ɔk	2	p	ɔk	2										
	舶		p	ɔk	3	p	ɔk	2	p	ɔk	2										
	逋																				
	娼		tsʰ	œŋ	55	tsʰ	iɔŋ	45	tsʰ	œŋ	55										
	鯧		tsʰ	ɔŋ	55	tsʰ	ɔŋ	45	tsʰ	ɔŋ	55										
	搐		tsʰ	ʊk	5	tsʰ	ʊk	5	tsʰ	ʊk	5										
	黜		tsʰ	ɵt	5	tsʰ	ɐt	5	tsʰ	ɐt	5										
	捶		tsʰ	ɵy	51	tsʰ	ɐi	51	tsʰ	ui	51										
	齪		tsʰ	ʊk	5	tsʰ	ʊk	5	tsʰ	ʊk	5										
	啐																				
	啐																				
	啐																				
	耷		t	ɐp	5	t	ɐp	5	t	ɐp	5										
	傣		tʰ	ai	33	tʰ	ai	33	tʰ	ai	22										
	鄲		t	an	55	t	an	45	t	an	55										
	氮		t	am	33	t	am	33	t	am	22										
	詆		t	ɐi	213	t	ɐi	21	t	ɐi	21										
	娣																				
	娣		tʰ	ɐi	33	tʰ	ɐi	33	tʰ	ɐi	22										
	睇		tʰ	ɐi	213	tʰ	ɐi	21	tʰ	ɐi	21										
	碲																				
	鯛		t	iu	55	t	iu	45	t	iu	55										
	屌		t	iu	213	t	iu	21	t	iu	21										
	酊		t	ɪŋ	213																
	腚		t	ɪŋ	33	t	ɐŋ	33	t	ɐŋ	22										
	侗		tʰ	ʊŋ	51	tʰ	ʊŋ	51	tʰ	ʊŋ	51	倥侗									
	侗																				
	侗		t	ʊŋ	33	t	ʊŋ	33	t	ʊŋ	22	侗族									
	屙			ɔ	55		ɔ	45		ɔ	55										
	諤		ŋ	ɔk	3	ŋ	ɔk	2	ŋ	ɔk	2										
	齶																				
	魴		f	ɔŋ	51	f	ɔŋ	51	f	ɔŋ	51										
	舫		f	ɔŋ	213	f	ɔŋ	21	f	ɔŋ	21										
	緋		f	i	55	f	i	45	f	i	55										
	霏		f	i	55	f	i	45	f	i	55										
	誹		f	i	213	f	i	21	f	i	21										
	狒		f	ɐt	5	f	ɐt	5	f	ɐt	5										
	雰		f	ɐn	55	f	ɐn	45	f	ɐn	55										
	孚		h	u	55	h	u	45	h	u	55										
	氟		f	ɐt	5	f	ɐt	5	f	ɐt	5										
	鈣		kʰ	ɔi	33	kʰ	ɔi	33	kʰ	ui	22										
	贛		k	ʊŋ	33	k	ʊŋ	33	k	ʊŋ	22	賜予									
	贛		k	ɐm	33	k	ɐm	33	k	ɐm	22	江西省的簡稱									
	罡		k	ɔŋ	55	k	ɔŋ	45	k	ɔŋ	55										
	鎬		k	ou	213	k	ɐu	21	k	ɐu	21										
	艮		k	ɐn	33	k	ɐn	33	k	ɐn	22										
	肱		kʷ	ɐŋ	55	kʷ	ɐŋ	45	k	ɐŋ	55										
	詬		k	ɐu	33	k	ɐu	33	k	ɐu	22										
	鴣		k	u	55	k	u	45	k	u	55										
	轂		k	ʊk	5	k	ʊk	5	k	ʊk	5										
	汩		k	ut	5	k	ut	5	k	ut	5										
	瞽																				
	莞		k	un	213	k	un	21	k	un	21	東莞									
	莞			un	213		un	21		un	21	莞爾									
	皈		kʷ	ɐi	55	kʷ	ɐi	45	k	ɐi	55										
	珪		kʷ	ɐi	55	kʷ	ɐi	45	k	ɐi	55										
	硅		kʷ	ɐi	55	kʷ	ɐi	45	k	ɐi	55										
	袞		kʷʰ	ɐn	213	kʷʰ	ɐn	21	kʰ	ɐn	21										
	摑		kʷ	ak	3	kʷ	ak	2	k	ak	2										
	捍		h	ɔn	33	h	ɔn	33	h	ɔn	22										
	頷																				
	濠		h	ou	51	h	ɐu	51	h	ɐu	51										
	昊		h	ou	33	h	ɐu	33	h	ɐu	22										
	訶		kʰ	ɔ	55	kʰ	ɔ	45	kʰ	ɔ	55										
	龢		w	ɔ	51	w	ɔ	51	w	ɔ	51										
	訇		kʷ	ɐŋ	55	kʷ	ɐŋ	45	k	ɐŋ	55										
	薨		kʷ	ɐŋ	55	kʷ	ɐŋ	45	k	ɐŋ	55										
	鵠		k	ʊk	5	k	ʊk	5	k	ʊk	5										
	猢		h	u	51																
	鶘		h	u	51	h	u	51	h	u	51										
	醐		h	u	51	h	u	51	h	u	51										
	祜																				
	圜			yn	51		in	51		yn	51	同圓字									
	圜		w	an	51	w	an	51	w	an	51	環繞									
	豢		w	an	33	w	an	33	w	an	22										
	遑		w	ɔŋ	51	w	ɔŋ	51	w	ɔŋ	51										
	璜		w	ɔŋ	51	w	ɔŋ	51	w	ɔŋ	51										
	蟥		w	ɔŋ	51	w	ɔŋ	51	w	ɔŋ	51										
	琿																				
	蛔		h	ui	51	h	ui	51	h	ui	51										
	諢																				
	嵇		kʰ	ɐi	55	kʰ	ɐi	45	kʰ	ɐi	55										
	覬		k	i	33	k	i	33	k	i	22										
	偈		k	ɐi	33	k	ɐi	33	k	ɐi	22										
	笳																				
	瘕																				
	絳		k	ɔŋ	33	k	ɔŋ	33	k	ɔŋ	22										
	姣		k	au	213	k	au	21	k	au	21	姣好									
	姣		h	au	51	h	au	51	h	au	51	發姣									
	桀																				
	碣		kʰ	it	3	kʰ	it	2	kʰ	it	2										
	碣																				
	矜		k	ɪŋ	55	k	ɐŋ	45	k	ɐŋ	55										
	饉		k	ɐn	213	k	ɐn	21	k	ɐn	21										
	覲		k	ɐn	33	k	ɐn	33	k	ɐn	22										
	儆																				
	儆		k	ɪŋ	213	k	ɐŋ	21	k	ɐŋ	21										
	裾																				
	苣		k	y	33	k	i	33	k	y	22										
	颶		k	y	33	k	i	33	k	y	22										
	鐫		ts	yn	55	ts	in	45	ts	yn	55										
	譎		kʷ	ɐt	5	kʷ	ɐt	5	k	ɐt	5										
	鎧		h	ɔi	213	h	ɔi	21	h	ui	21										
	磡		h	ɔm	33	h	am	33	h	ɐm	22										
	錕																				
	鯤		kʷʰ	ɐn	55	kʷʰ	ɐn	45	kʰ	ɐn	55										
	邋		l	at	3	l	at	2	l	at	2										
	剌		l	at	3	l	at	2	l	at	2										
	瘌		l	at	3	l	at	2	l	at	2										
	瀨		l	ai	33	l	ai	33	l	ai	22										
	嶗																				
	佬		l	ou	213	l	ɐu	21	l	ɐu	21										
	姥		m	u	213	m	u	21	m	u	21	天姥									
	姥		l	ou	213	l	ɐu	21	l	ɐu	21	姥姥									
	羸		l	ui	51	l	ui	51	l	ui	51										
	磊		l	ɵy	213	l	ɐi	21	l	ui	21										
	棱		l	ɪŋ	51	l	ɐŋ	51	l	ɐŋ	51										
	喱		l	i	55	l	i	45	l	i	55										
	蠡		l	ɐi	213																
	鋰		l	i	213	l	i	21	l	i	21										
	醴		l	ɐi	213	l	ɐi	21	l	ɐi	21										
	鰱		l	in	51	l	in	51	l	in	51										
	踉																				
	獠		l	iu	51	l	iu	51	l	iu	51										
	鐐		l	iu	51	l	iu	51	l	iu	51										
	鬣		l	ip	3	l	ip	2	l	ip	2										
	粼		l	ɵn	51	l	ɐn	51	l	ɐn	51										
	嶙		l	ɵn	51	l	ɐn	51	l	ɐn	51										
	廩		l	ɐm	213	l	ɐm	21	l	ɐm	21										
	躪		l	ɵn	33	l	ɐn	33	l	ɐn	22										
	綾		l	ɪŋ	51	l	ɐŋ	51	l	ɐŋ	51										
	鯪		l	iaŋ	51	l	iaŋ	51	l	ɛŋ	51										
	遛		l	ɐu	51	l	ɐu	51	l	ɐu	51										
	瘻																				
	壚		l	u	51	l	u	51	l	u	51										
	瀘		l	u	51	l	u	51	l	u	51										
	轆		l	ʊk	5	l	ʊk	5	l	ʊk	5										
	璐		l	u	33	l	u	33	l	u	22										
	攣		l	yn	55	l	in	45	l	yn	55	頭髮捲曲									
	攣		l	yn	51	l	in	51	l	yn	51										
	侖		l	ɵn	51	l	ɐn	51	l	ɐn	51										
	嫲		m	a	213	m	a	21	m	a	21										
	獁		m	a	213	m	a	21	m	a	21										
	蟎		m	un	213	m	un	21	m	un	21										
	謾																				
	氓		m	ɐn	51	m	ɐn	51	m	ɐn	51										
	昴		m	au	213	m	au	21	m	au	21										
	袤		m	ɐu	33	m	ɐu	33	m	ɐu	22										
	瑁		m	ou	33							珪瑁									
	瑁		m	ui	33							玳瑁									
	嵋		m	i	51																
	湄		m	i	51																
	酶		m	ui	51																
	鎂		m	i	213																
	眯		m	i	55																
	醚		m	ɐi	51																
	弭																				
	汨																				
	冪		m	ɪk	3	m	ɐk	2	m	ɐk	2										
	沔																				
	緲		m	iu	213	m	iu	21	m	iu	21										
	邈																				
	暝		m	ɪŋ	51	m	ɐŋ	51	m	ɐŋ	51										
	瞑		m	ɪŋ	51	m	ɐŋ	51	m	ɐŋ	51										
	歿		m	ut	3	m	ut	2	m	ut	2										
	苜		m	ʊk	3	m	ʊk	2	m	ʊk	2										
	衲		n	ap	3	n	ap	2	n	ap	2										
	涅		n	ip	3	n	ip	2	n	ip	2										
	齧		ŋ	it	3	ŋ	it	2	ŋ	it	2										
	齧		ŋ	it	5																
	磐		pʰ	un	51	pʰ	un	51	pʰ	un	51										
	庖																				
	抨		pʰ	ɪŋ	51	pʰ	ɐŋ	51	pʰ	ɐŋ	51										
	怦		pʰ	ɪŋ	51	pʰ	ɐŋ	51	pʰ	ɐŋ	51										
	貔		pʰ	i	51	pʰ	i	51	pʰ	i	51										
	癖		pʰ	ɪk	5	pʰ	ɐk	5	pʰ	ɐk	5										
	癖																				
	縹																				
	顰		pʰ	ɐn	51	pʰ	ɐn	51	pʰ	ɐn	51										
	叵		pʰ	ɔ	213	pʰ	ɔ	21	pʰ	ɔ	21										
	莆		pʰ	u	51	pʰ	u	51	pʰ	u	51										
	溥		pʰ	u	213	pʰ	u	21	pʰ	u	21										
	蹊		kʰ	ɐi	55	kʰ	ɐi	45	kʰ	ɐi	55										
	蠐																				
	麒		kʰ	i	51	kʰ	i	51	kʰ	i	51										
	磧																				
	愆																				
	黔		kʰ	im	51	kʰ	im	51	kʰ	im	51										
	黔																				
	茜		s	in	33	s	in	33	s	in	22										
	撬		kʰ	iu	33	kʰ	iu	33	kʰ	iu	22										
	煢																				
	酋		j	ɐu	51	j	ɐu	51	j	ɐu	51										
	遒																				
	裘		kʰ	ɐu	51	kʰ	ɐu	51	kʰ	ɐu	51										
	髯		ŋ	im	51	ŋ	im	51	ŋ	im	51										
	苒		ŋ	im	213	ŋ	im	21	ŋ	im	21										
	軔																				
	衽		j	ɐm	33	j	ɐm	33	j	ɐm	22										
	糅		n	ɐu	33	n	ɐu	33	n	ɐu	22										
	蹂		j	ɐu	51	j	ɐu	51	j	ɐu	51										
	蹂																				
	蹂																				
	縟		j	ʊk	3	j	ʊk	2	j	ʊk	2										
	睿		j	ɵy	33	j	oi	33	j	ui	22										
	叄		s	am	55	s	am	45	s	am	55										
	汕		s	an	33	s	an	33	s	an	22										
	汕																				
	莘		s	ɐn	55	s	ɐn	45	s	ɐn	55										
	蜃		s	ɐn	51	s	ɐn	51	s	ɐn	51										
	蜃																				
	弒		s	i	33	s	i	33	s	i	22										
	藪		s	ɐu	213	s	ɐu	21	s	ɐu	21										
	愫		s	u	33																
	燧		s	ɵy	33	s	ɐi	33	s	ui	22										
	遢		tʰ	at	3	tʰ	at	2	tʰ	at	2										
	覃		tʰ	am	51	tʰ	am	51	tʰ	am	51	覃思									
	覃		tsʰ	ɐm	51	tsʰ	ɐm	51	tsʰ	ɐm	51	覃姓									
	滕		tʰ	ɐŋ	51	tʰ	ɐŋ	51	tʰ	ɐŋ	51										
	醍		tʰ	ɐi	51	tʰ	ɐi	51	tʰ	ɐi	51										
	倜		tʰ	ɪk	5	tʰ	ɐk	5	tʰ	ɐk	5										
	佟		tʰ	ʊŋ	51	tʰ	ʊŋ	51	tʰ	ʊŋ	51										
	骰		tʰ	ɐu	51	tʰ	ɐu	51	tʰ	ɐu	51										
	雯		m	ɐn	51																
	齷			ʊk	5																
	鄔																				
	覡																				
	檄		h	ɐt	3	h	ɐt	2	h	ɐt	2										
	銑		s	in	213	s	in	21	s	in	21										
	屣		s	ai	213																
	屣																				
	罅		l	a	33	l	a	33	l	a	22										
	冼		s	in	213	s	in	21	s	in	21										
	霰		s	in	33	s	in	33	s	in	22										
	筱		s	iu	213	s	iu	21	s	iu	21										
	鑫		j	ɐm	55	j	ɐm	45	j	ɐm	55										
	邢			ɪŋ	51		ɐŋ	51		ɐŋ	51										
	詡		h	y	213	h	i	21	h	y	21										
	酗		h	y	33	h	i	33	h	y	22										
	萱		h	yn	55	h	in	45	h	yn	55										
	璇		s	yn	51	s	in	51	s	yn	51										
