繁	簡	IPA	IPA無調	拼音	調值	解釋													
䂸	䂸	kuɑʔ³⁴	kuɑʔ	kuaq7	34	破裂													
鴰	鸹	kuɑʔ³⁴	kuɑʔ	kuaq7	34														
□		kuɑʔ³⁴	kuɑʔ	kuaq7	34	~到（瞥見；不經意聽到）													
□		kʰuɑʔ³⁴	kʰuɑʔ	khuaq7	34	~辣子（塊狀物，大致相當於『疙瘩』）													
□		ɡuɑʔ²³	ɡuɑʔ	guaq8A	23	分隔：~開來；被卡住：~住作													
□		ɡuɑʔ²³	ɡuɑʔ	guaq8A	23	絆：他~我一腳													
豁	豁	xuɑʔ³⁴	xuɑʔ	huaq7	34	~虎跳													
搳	搳	xuɑʔ³⁴	xuɑʔ	huaq7	34	~拳													
𨐶	𨐶	xuɑʔ³⁴	xuɑʔ	huaq7	34	辣~~（灼痛）													
笏	笏	xuɑʔ³⁴	xuɑʔ	huaq7	34	一~椽子（一檔椽子）													
□		xuɑʔ³⁴	xuɑʔ	huaq7	34	~溝（撐竿越過小河）													
㩇	㩇	xuɑʔ³⁴	xuɑʔ	huaq7	34	裂開：~嘴													
掝	掝	xuɑʔ³⁴	xuɑʔ	huaq7	34	裂開：~嘴													
奯	奯	xuɑʔ³⁴	xuɑʔ	huaq7	34	野~~													
甩	甩	xuɑʔ³⁴	xuɑʔ	huaq7	34	甩：東溝~到西溝													
砉	砉	xuɑʔ³⁴	xuɑʔ	huaq7	34														
挖	挖	ʔuɑʔ³⁴	ʔuɑʔ	uaq7	34														
斡	斡	ʔuɑʔ³⁴	ʔuɑʔ	uaq7	34														
穵	穵	ʔuɑʔ³⁴	ʔuɑʔ	uaq7	34	同挖													
滑	滑	ʔuɑʔ⁵	ʔuɑʔ	uaq8B	5	單字音													
劃	划	ʔuɑʔ⁵	ʔuɑʔ	uaq8B	5	單字音，字又作畫													
畫	画	ʔuɑʔ⁵	ʔuɑʔ	uaq8B	5	單字音，字又作劃													
滑	滑	ɦuɑʔ²³	ɦuɑʔ	waq8A	23														
猾	猾	ɦuɑʔ²³	ɦuɑʔ	waq8A	23														
劃	划	ɦuɑʔ²³	ɦuɑʔ	waq8A	23	~分，字又作畫													
畫	画	ɦuɑʔ²³	ɦuɑʔ	waq8A	23														
𣁳		ɦuɑʔ²³	ɦuɑʔ	waq8A	23	傾：~水，本字暂作𣁳													
曰	曰	ɦyɑʔ²³	ɦyɑʔ	yuaq8A	23	子~													
博	博	poʔ³⁴	poʔ	poq7	34														
北	北	poʔ³⁴	poʔ	poq7	34														
鉳	鉳	poʔ³⁴	poʔ	poq7	34														
剝	剥	poʔ³⁴	poʔ	poq7	34														
膊	膊	poʔ³⁴	poʔ	poq7	34														
駁	驳	poʔ³⁴	poʔ	poq7	34														
卜	卜	poʔ³⁴	poʔ	poq7	34														
擘	擘	poʔ³⁴	poʔ	poq7	34														
搏	搏	poʔ³⁴	poʔ	poq7	34														
撥	拨	poʔ³⁴	poʔ	poq7	34	挑~，提~													
缽	缽	poʔ³⁴	poʔ	poq7	34														
般	般	poʔ³⁴	poʔ	poq7	34	~若													
鉢	钵	poʔ³⁴	poʔ	poq7	34														
趵	趵	poʔ³⁴	poʔ	poq7	34														
濮	濮	poʔ³⁴	poʔ	poq7	34														
襆	襆	poʔ³⁴	poʔ	poq7	34														
纀	纀	poʔ³⁴	poʔ	poq7	34														
泊	泊	pʰoʔ³⁴	pʰoʔ	phoq7	34	湖~，字本作濼													
濼	泺	pʰoʔ³⁴	pʰoʔ	phoq7	34														
撲	扑	pʰoʔ³⁴	pʰoʔ	phoq7	34	~克牌													
樸	朴	pʰoʔ³⁴	pʰoʔ	phoq7	34	~素													
扑	扑	pʰoʔ³⁴	pʰoʔ	phoq7	34														
釙	钋	pʰoʔ³⁴	pʰoʔ	phoq7	34														
朴	朴	pʰoʔ³⁴	pʰoʔ	phoq7	34	~樹													
仆	仆	pʰoʔ³⁴	pʰoʔ	phoq7	34	前~後繼；~倒													
曝	曝	pʰoʔ³⁴	pʰoʔ	phoq7	34	又													
𩔈	𩔈	pʰoʔ³⁴	pʰoʔ	phoq7	34														
粕	粕	pʰoʔ³⁴	pʰoʔ	phoq7	34														
潑	泼	pʰoʔ³⁴	pʰoʔ	phoq7	34	活~；液體因搖動而晃出													
蹼	蹼	pʰoʔ³⁴	pʰoʔ	phoq7	34														
璞	璞	pʰoʔ³⁴	pʰoʔ	phoq7	34														
醭	醭	pʰoʔ³⁴	pʰoʔ	phoq7	34														
珀	珀	pʰoʔ³⁴	pʰoʔ	phoq7	34														
箔	箔	boʔ²³	boʔ	boq8A	23														
泊	泊	boʔ²³	boʔ	boq8A	23	停~，淡~													
鉑	铂	boʔ²³	boʔ	boq8A	23														
薄	薄	boʔ²³	boʔ	boq8A	23														
亳	亳	boʔ²³	boʔ	boq8A	23														
礴	礴	boʔ²³	boʔ	boq8A	23														
䭦	䭦	boʔ²³	boʔ	boq8A	23														
𪎄	𪎄	boʔ²³	boʔ	boq8A	23														
蔔	卜	boʔ²³	boʔ	boq8A	23	蘿~（又音）													
僕	仆	boʔ²³	boʔ	boq8A	23	~人													
鏷	镤	boʔ²³	boʔ	boq8A	23														
䑑	仆	boʔ²³	boʔ	boq8A	23	~人													
縛	缚	boʔ²³	boʔ	boq8A	23														
瀑	瀑	boʔ²³	boʔ	boq8A	23														
曝	曝	boʔ²³	boʔ	boq8A	23														
□		boʔ²³	boʔ	boq8A	23	用力使物上下或內外變換位置													
巴	巴	boʔ²³	boʔ	boq8A	23	下~													
撲	扑	boʔ²³	boʔ	boq8A	23	~跤（摔跤）													
樸	朴	boʔ²³	boʔ	boq8A	23	~刀（菜刀）													
鈸	钹	boʔ²³	boʔ	boq8A	23	鐃~													
□		boʔ²³	boʔ	boq8A	23	撥弄；撥弄是非：~淡話													
□		boʔ²³	boʔ	boq8A	23	搞：~菜飯													
莫	莫	ʔmoʔ⁵	ʔmoʔ	moq8B	5														
鏌	镆	ʔmoʔ⁵	ʔmoʔ	moq8B	5														
膜	膜	ʔmoʔ⁵	ʔmoʔ	moq8B	5	保鮮~													
寞	寞	ʔmoʔ⁵	ʔmoʔ	moq8B	5														
摸	摸	ʔmoʔ⁵	ʔmoʔ	moq8B	5														
木	木	ʔmoʔ⁵	ʔmoʔ	moq8B	5														
目	目	ʔmoʔ⁵	ʔmoʔ	moq8B	5														
鉬	钼	ʔmoʔ⁵	ʔmoʔ	moq8B	5														
穆	穆	ʔmoʔ⁵	ʔmoʔ	moq8B	5														
牧	牧	ʔmoʔ⁵	ʔmoʔ	moq8B	5														
末	末	ʔmoʔ⁵	ʔmoʔ	moq8B	5	煙~子													
睦	睦	ʔmoʔ⁵	ʔmoʔ	moq8B	5														
□		ʔmoʔ⁵	ʔmoʔ	moq8B	5	疣													
麼	么	ʔmoʔ⁵	ʔmoʔ	moq8B	5	甚~													
沐	沐	ʔmoʔ⁵	ʔmoʔ	moq8B	5														
沫	沫	ʔmoʔ⁵	ʔmoʔ	moq8B	5														
茉	茉	ʔmoʔ⁵	ʔmoʔ	moq8B	5														
抹	抹	ʔmoʔ⁵	ʔmoʔ	moq8B	5	文													
秣	秣	ʔmoʔ⁵	ʔmoʔ	moq8B	5														
苜	苜	ʔmoʔ⁵	ʔmoʔ	moq8B	5	~蓿													
𦱒	𦱒	ʔmoʔ⁵	ʔmoʔ	moq8B	5	苜又作此													
漠	漠	ʔmoʔ⁵	ʔmoʔ	moq8B	5														
幕	幕	ʔmoʔ⁵	ʔmoʔ	moq8B	5	開~式													
貌	貌	ʔmoʔ⁵	ʔmoʔ	moq8B	5	一~一樣													
皃	皃	ʔmoʔ⁵	ʔmoʔ	moq8B	5	一~一樣													
瘼	瘼	ʔmoʔ⁵	ʔmoʔ	moq8B	5														
无	无	ʔmoʔ⁵	ʔmoʔ	moq8B	5	南~													
無	无	ʔmoʔ⁵	ʔmoʔ	moq8B	5	南~													
福	福	foʔ³⁴	foʔ	foq7	34														
蝠	蝠	foʔ³⁴	foʔ	foq7	34	蝙~													
複	复	foʔ³⁴	foʔ	foq7	34	緟~；~雜													
覆	覆	foʔ³⁴	foʔ	foq7	34	反~													
腹	腹	foʔ³⁴	foʔ	foq7	34														
幅	幅	foʔ³⁴	foʔ	foq7	34														
蝮	蝮	foʔ³⁴	foʔ	foq7	34														
輻	辐	foʔ³⁴	foʔ	foq7	34														
霍	霍	foʔ³⁴	foʔ	foq7	34	又音													
藿	藿	foʔ³⁴	foʔ	foq7	34	又音													
豁	豁	foʔ³⁴	foʔ	foq7	34	又音													
喝	喝	foʔ³⁴	foʔ	foq7	34	又音													
馥	馥	voʔ²³	voʔ	voq8A	23														
伏	伏	voʔ²³	voʔ	voq8A	23														
茯	茯	voʔ²³	voʔ	voq8A	23														
袱	袱	voʔ²³	voʔ	voq8A	23														
服	服	voʔ²³	voʔ	voq8A	23														
𦨈	服	voʔ²³	voʔ	voq8A	23	同服													
菔	菔	voʔ²³	voʔ	voq8A	23														
匐	匐	voʔ²³	voʔ	voq8A	23														
縛	缚	voʔ²³	voʔ	voq8A	23														
合	合	voʔ²³	voʔ	voq8A	23														
闔	阖	voʔ²³	voʔ	voq8A	23														
蠖	蠖	voʔ²³	voʔ	voq8A	23														
復	复	voʔ²³	voʔ	voq8A	23	光~													
复	复	voʔ²³	voʔ	voq8A	23	同復													
穫	获	voʔ²³	voʔ	voq8A	23	收~													
篤	笃	toʔ³⁴	toʔ	toq7	34														
督	督	toʔ³⁴	toʔ	toq7	34														
綴	缀	toʔ³⁴	toʔ	toq7	34	舊時作文叫~文													
掇	掇	toʔ³⁴	toʔ	toq7	34	~櫈跑													
𡰪	𡰪	toʔ³⁴	toʔ	toq7	34	~底													
厾	厾	toʔ³⁴	toʔ	toq7	34	擲、投、丟、拋													
𧝴	𧝴	toʔ³⁴	toʔ	toq7	34	一種縫紉方法													
剟	剟	toʔ³⁴	toʔ	toq7	34														
涿	涿	toʔ³⁴	toʔ	toq7	34	淋；滴													
沰	沰	toʔ³⁴	toʔ	toq7	34	（量詞）一~（小攤）痰													
□		toʔ³⁴	toʔ	toq7	34	咬舌兒、口吃的人：~子；啞口無言：嘴~作													
□		toʔ³⁴	toʔ	toq7	34	睡時將衣服蓋在身上													
□		toʔ³⁴	toʔ	toq7	34	（眼皮）下垂													
掇	掇	toʔ³⁴	toʔ	toq7	34	臨時小項借貸：~點錢													
□		toʔ³⁴	toʔ	toq7	34	萎縮：萎頭~頸													
㾑	㾑	toʔ³⁴	toʔ	toq7	34	浮腫：臉~作													
𤒘		toʔ³⁴	toʔ	toq7	34	熬、燉、煨													
□		toʔ³⁴	toʔ	toq7	34	熬、燉、煨，俗字作𤒘													
禿	秃	tʰoʔ³⁴	tʰoʔ	thoq7	34														
托	托	tʰoʔ³⁴	tʰoʔ	thoq7	34	襯~													
託	托	tʰoʔ³⁴	tʰoʔ	thoq7	34	~付													
拓	拓	tʰoʔ³⁴	tʰoʔ	thoq7	34	開~													
庹	庹	tʰoʔ³⁴	tʰoʔ	thoq7	34	一~長													
脫	脱	tʰoʔ³⁴	tʰoʔ	thoq7	34	~衣；~離、~脫													
魄	魄	tʰoʔ³⁴	tʰoʔ	thoq7	34	落~													
挩	捝	tʰoʔ³⁴	tʰoʔ	thoq7	34	~草													
毒	毒	doʔ²³	doʔ	doq8A	23														
碡	碡	doʔ²³	doʔ	doq8A	23														
讀	读	doʔ²³	doʔ	doq8A	23														
犢	犊	doʔ²³	doʔ	doq8A	23														
牘	牍	doʔ²³	doʔ	doq8A	23														
櫝	椟	doʔ²³	doʔ	doq8A	23														
瀆	渎	doʔ²³	doʔ	doq8A	23														
黷	黩	doʔ²³	doʔ	doq8A	23														
髑	髑	doʔ²³	doʔ	doq8A	23														
凙	凙	doʔ²³	doʔ	doq8A	23														
度	度	doʔ²³	doʔ	doq8A	23	忖~													
踱	踱	doʔ²³	doʔ	doq8A	23														
奪	夺	doʔ²³	doʔ	doq8A	23														
鐸	铎	doʔ²³	doʔ	doq8A	23														
喥	喥	doʔ²³	doʔ	doq8A	23	~頭~腦													
獨	独	doʔ²³	doʔ	doq8A	23														
□		doʔ²³	doʔ	doq8A	23	沸													
諾	诺	ʔnoʔ⁵	ʔnoʔ	noq8B	5														
鍩	锘	ʔnoʔ⁵	ʔnoʔ	noq8B	5														
衲	衲	ʔnoʔ⁵	ʔnoʔ	noq8B	5	~子，尿布													
落	落	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
笿	笿	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
碌	碌	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
𩂣	𩂣	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
錄	录	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
彔	彔	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
樂	乐	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5	快~													
陸	陆	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
六	六	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
綠	绿	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
祿	禄	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
氯	氯	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
戮	戮	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
鹿	鹿	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
漉	漉	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5	~水													
轆	辘	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
騄	𫘧	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5	人名用字													
麓	麓	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
洛	洛	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
烙	烙	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
絡	络	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
駱	骆	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
珞	珞	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
酪	酪	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
捋	捋	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
□		ʔɭoʔ⁵	ʔɭoʔ	loq8B	5	摞：拏碗~起來；一~碗													
螺	螺	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5	泥~（又讀如字）													
淥	渌	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
籙	箓	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5														
𦌟	𦌟	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5	~子，漁具													
踛	踛	ʔɭoʔ⁵	ʔɭoʔ	loq8B	5	雙手抓着杆往上爬，本字亦可寫作陸													
咯	咯	ʔɭoʔ	ʔɭoʔ	loq0	輕聲	助詞，相當於助詞「了2」													
作	作	tsoʔ³⁴	tsoʔ	tsoq7	34														
桌	桌	tsoʔ³⁴	tsoʔ	tsoq7	34														
卓	卓	tsoʔ³⁴	tsoʔ	tsoq7	34														
啄	啄	tsoʔ³⁴	tsoʔ	tsoq7	34														
足	足	tsoʔ³⁴	tsoʔ	tsoq7	34														
捉	捉	tsoʔ³⁴	tsoʔ	tsoq7	34														
粥	粥	tsoʔ³⁴	tsoʔ	tsoq7	34														
竹	竹	tsoʔ³⁴	tsoʔ	tsoq7	34														
築	筑	tsoʔ³⁴	tsoʔ	tsoq7	34	建~													
筑	筑	tsoʔ³⁴	tsoʔ	tsoq7	34	古樂器													
竺	竺	tsoʔ³⁴	tsoʔ	tsoq7	34														
琢	琢	tsoʔ³⁴	tsoʔ	tsoq7	34														
諑	诼	tsoʔ³⁴	tsoʔ	tsoq7	34														
瘃	瘃	tsoʔ³⁴	tsoʔ	tsoq7	34	凍~													
燭	烛	tsoʔ³⁴	tsoʔ	tsoq7	34														
囑	嘱	tsoʔ³⁴	tsoʔ	tsoq7	34	叮~													
矚	瞩	tsoʔ³⁴	tsoʔ	tsoq7	34														
祝	祝	tsoʔ³⁴	tsoʔ	tsoq7	34														
鏃	镞	tsoʔ³⁴	tsoʔ	tsoq7	34														
蹙	蹙	tsoʔ³⁴	tsoʔ	tsoq7	34	~眉頭													
鑿	凿	tsoʔ³⁴	tsoʔ	tsoq7	34	確~													
𡎺	𡎺	tsoʔ³⁴	tsoʔ	tsoq7	34	~瓦，~漏													
喌	喌	tsoʔ³⁴	tsoʔ	tsoq7	34														
亍	亍	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34	彳~													
促	促	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34														
畜	畜	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34	~牲													
觸	触	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34														
矗	矗	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34														
戳	戳	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34														
齪	龊	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34	齷~													
蹴	蹴	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34	~鞠													
簇	簇	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34														
錯	错	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34	交~，~雜													
蔟	蔟	tsʰoʔ³⁴	tsʰoʔ	tshoq7	34														
族	族	dzoʔ²³	dzoʔ	dzoq8A	23														
濁	浊	dzoʔ²³	dzoʔ	dzoq8A	23														
鐲	镯	dzoʔ²³	dzoʔ	dzoq8A	23	手~													
逐	逐	dzoʔ²³	dzoʔ	dzoq8A	23														
軸	轴	dzoʔ²³	dzoʔ	dzoq8A	23														
妯	妯	dzoʔ²³	dzoʔ	dzoq8A	23	~娌													
濯	濯	dzoʔ²³	dzoʔ	dzoq8A	23														
擢	擢	dzoʔ²³	dzoʔ	dzoq8A	23														
躅	躅	dzoʔ²³	dzoʔ	dzoq8A	23														
□		dzoʔ²³	dzoʔ	dzoq8A	23	把一把或一捆條狀物在平面上撞擊使一端整齊：~~齊													
□		dzoʔ²³	dzoʔ	dzoq8A	23	投入：蒼蠅~來湯裏													
索	索	soʔ³⁴	soʔ	soq7	34														
速	速	soʔ³⁴	soʔ	soq7	34														
肅	肃	soʔ³⁴	soʔ	soq7	34														
宿	宿	soʔ³⁴	soʔ	soq7	34														
縮	缩	soʔ³⁴	soʔ	soq7	34														
粟	粟	soʔ³⁴	soʔ	soq7	34														
朔	朔	soʔ³⁴	soʔ	soq7	34														
叔	叔	soʔ³⁴	soʔ	soq7	34														
束	束	soʔ³⁴	soʔ	soq7	34														
欶	欶	soʔ³⁴	soʔ	soq7	34	吸入													
倏	倏	soʔ³⁴	soʔ	soq7	34														
簌	簌	soʔ³⁴	soʔ	soq7	34	~索粉													
嗍	嗍	soʔ³⁴	soʔ	soq7	34	同欶													
夙	夙	soʔ³⁴	soʔ	soq7	34														
菽	菽	soʔ³⁴	soʔ	soq7	34														
蓿	蓿	soʔ³⁴	soʔ	soq7	34														
肉	肉	zoʔ²³	zoʔ	zoq8A	23														
孰	孰	zoʔ²³	zoʔ	zoq8A	23														
塾	塾	zoʔ²³	zoʔ	zoq8A	23														
熟	熟	zoʔ²³	zoʔ	zoq8A	23														
續	续	zoʔ²³	zoʔ	zoq8A	23														
俗	俗	zoʔ²³	zoʔ	zoq8A	23														
蜀	蜀	zoʔ²³	zoʔ	zoq8A	23														
屬	属	zoʔ²³	zoʔ	zoq8A	23														
辱	辱	zoʔ²³	zoʔ	zoq8A	23														
蓐	蓐	zoʔ²³	zoʔ	zoq8A	23														
溽	溽	zoʔ²³	zoʔ	zoq8A	23														
褥	褥	zoʔ²³	zoʔ	zoq8A	23														
縟	缛	zoʔ²³	zoʔ	zoq8A	23														
𨷙	塾	zoʔ²³	zoʔ	zoq8A	23	塾異體													
璹	璹	zoʔ²³	zoʔ	zoq8A	23														
婌	婌	zoʔ²³	zoʔ	zoq8A	23														
䃞	䃞	zoʔ²³	zoʔ	zoq8A	23														
贖	赎	zoʔ²³	zoʔ	zoq8A	23														
昨	昨	zoʔ²³	zoʔ	zoq8A	23	~日													
啄	啄	zoʔ²³	zoʔ	zoq8A	23														
鑿	凿	zoʔ²³	zoʔ	zoq8A	23														
淑	淑	zoʔ²³	zoʔ	zoq8A	23														
□		zoʔ²³	zoʔ	zoq8A	23	（車子）顛簸													
各	各	koʔ³⁴	koʔ	koq7	34														
閣	阁	koʔ³⁴	koʔ	koq7	34														
擱	搁	koʔ³⁴	koʔ	koq7	34														
角	角	koʔ³⁴	koʔ	koq7	34														
谷	谷	koʔ³⁴	koʔ	koq7	34	山~													
穀	谷	koʔ³⁴	koʔ	koq7	34	稻~													
覺	觉	koʔ³⁴	koʔ	koq7	34	~觸													
桷	桷	koʔ³⁴	koʔ	koq7	34	竹~子													
鉻	铬	koʔ³⁴	koʔ	koq7	34														
梏	梏	koʔ³⁴	koʔ	koq7	34														
鵠	鹄	koʔ³⁴	koʔ	koq7	34	~的													
轂	毂	koʔ³⁴	koʔ	koq7	34														
榖	榖	koʔ³⁴	koʔ	koq7	34														
傕	傕	koʔ³⁴	koʔ	koq7	34														
斠	斠	koʔ³⁴	koʔ	koq7	34														
唂	唂	koʔ³⁴	koʔ	koq7	34	擬聲詞													
唃	唂	koʔ³⁴	koʔ	koq7	34	同唂													
哭	哭	kʰoʔ³⁴	kʰoʔ	khoq7	34														
殼	壳	kʰoʔ³⁴	kʰoʔ	khoq7	34														
㱿	壳	kʰoʔ³⁴	kʰoʔ	khoq7	34														
酷	酷	kʰoʔ³⁴	kʰoʔ	khoq7	34														
確	确	kʰoʔ³⁴	kʰoʔ	khoq7	34														
愨	悫	kʰoʔ³⁴	kʰoʔ	khoq7	34	愿~													
觳	觳	kʰoʔ³⁴	kʰoʔ	khoq7	34														
㲉	㲉	kʰoʔ³⁴	kʰoʔ	khoq7	34														
𡇱	𡇱	kʰoʔ³⁴	kʰoʔ	khoq7	34	擬聲詞													
㲄	㲄	kʰoʔ³⁴	kʰoʔ	khoq7	34														
䍍	䍍	kʰoʔ³⁴	kʰoʔ	khoq7	34														
恪	恪	kʰoʔ³⁴	kʰoʔ	khoq7	34														
㤩	恪	kʰoʔ³⁴	kʰoʔ	khoq7	34	恪異體													
愙	恪	kʰoʔ³⁴	kʰoʔ	khoq7	34	恪異體													
榷	榷	kʰoʔ³⁴	kʰoʔ	khoq7	34														
𤿩	𤿩	kʰoʔ³⁴	kʰoʔ	khoq7	34	皮殼因乾裂而突起													
□		ɡoʔ²³	ɡoʔ	goq8A	23	木型木~，遲鈍													
惡	恶	ʔŋoʔ³⁴	ʔŋoʔ	ngoq7	34	善~													
噁	恶	ʔŋoʔ³⁴	ʔŋoʔ	ngoq7	34	~心													
堊	垩	ʔŋoʔ³⁴	ʔŋoʔ	ngoq7	34														
遏	遏	ʔŋoʔ³⁴	ʔŋoʔ	ngoq7	34	又音													
愕	愕	ʔŋoʔ⁵	ʔŋoʔ	ngoq8B	5														
顎	颚	ʔŋoʔ⁵	ʔŋoʔ	ngoq8B	5														
齶	腭	ʔŋoʔ⁵	ʔŋoʔ	ngoq8B	5														
鰐	鳄	ʔŋoʔ⁵	ʔŋoʔ	ngoq8B	5														
鄂	鄂	ʔŋoʔ⁵	ʔŋoʔ	ngoq8B	5														
諤	谔	ʔŋoʔ⁵	ʔŋoʔ	ngoq8B	5														
萼	萼	ʔŋoʔ⁵	ʔŋoʔ	ngoq8B	5														
噩	噩	ʔŋoʔ⁵	ʔŋoʔ	ngoq8B	5														
鱷	鳄	ʔŋoʔ⁵	ʔŋoʔ	ngoq8B	5														
嶽	岳	ʔŋoʔ⁵	ʔŋoʔ	ngoq8B	5	五~													
岳	岳	ʔŋoʔ⁵	ʔŋoʔ	ngoq8B	5	~丈													
樂	乐	ʔŋoʔ⁵	ʔŋoʔ	ngoq8B	5	音樂，又姓氏													
嗀	嗀	xoʔ³⁴	xoʔ	hoq7	34	用力~出來													
郝	郝	xoʔ³⁴	xoʔ	hoq7	34	姓氏													
壑	壑	xoʔ³⁴	xoʔ	hoq7	34														
㕡	壑	xoʔ³⁴	xoʔ	hoq7	34	同壑													
□		xoʔ³⁴	xoʔ	hoq7	34	靠													
鶴	鹤	ɣoʔ²³	ɣoʔ	roq8A	23														
涸	涸	ɣoʔ²³	ɣoʔ	roq8A	23	枯~													
貉	貉	ɣoʔ²³	ɣoʔ	roq8A	23	一丘之~													
貈	貉	ɣoʔ²³	ɣoʔ	roq8A	23	貉異體													
狢	貉	ɣoʔ²³	ɣoʔ	roq8A	23	貉異體													
斛	斛	ɣoʔ²³	ɣoʔ	roq8A	23														
蔛	蔛	ɣoʔ²³	ɣoʔ	roq8A	23	石~													
槲	槲	ɣoʔ²³	ɣoʔ	roq8A	23														
學	学	ɣoʔ²³	ɣoʔ	roq8A	23														
鑊	镬	ɣoʔ²³	ɣoʔ	roq8A	23														
下	下	ɣoʔ²³	ɣoʔ	roq8A	23	~巴													
鵠	鹄	ɣoʔ²³	ɣoʔ	roq8A	23	鴻~													
頜	颌	ɣoʔ²³	ɣoʔ	roq8A	23	上~													
觳	觳	ɣoʔ²³	ɣoʔ	roq8A	23														
屋	屋	ʔoʔ³⁴	ʔoʔ	oq7	34	~子													
握	握	ʔoʔ³⁴	ʔoʔ	oq7	34	~手，~筆													
齷	龌	ʔoʔ³⁴	ʔoʔ	oq7	34	~齪													
喔	喔	ʔoʔ³⁴	ʔoʔ	oq7	34														
沃	沃	ʔoʔ³⁴	ʔoʔ	oq7	34														
渥	渥	ʔoʔ³⁴	ʔoʔ	oq7	34														
幄	幄	ʔoʔ³⁴	ʔoʔ	oq7	34	運籌~幄													
割	割	kuoʔ³⁴	kuoʔ	kuoq7	34														
郭	郭	kuoʔ³⁴	kuoʔ	kuoq7	34														
蛤	蛤	kuoʔ³⁴	kuoʔ	kuoq7	34	~蜊													
合	合	kuoʔ³⁴	kuoʔ	kuoq7	34	一升十~													
頜	颌	kuoʔ³⁴	kuoʔ	kuoq7	34	~腮，腮幫子													
葛	葛	kuoʔ³⁴	kuoʔ	kuoq7	34														
蓋	盖	kuoʔ³⁴	kuoʔ	kuoq7	34	姓氏													
鴿	鸽	kuoʔ³⁴	kuoʔ	kuoq7	34														
佮	佮	kuoʔ³⁴	kuoʔ	kuoq7	34	~伙，~湊；~繩；~縫													
□		kuoʔ³⁴	kuoʔ	kuoq7	34	~桶（做木桶）													
□		kuoʔ³⁴	kuoʔ	kuoq7	34	屋頂上有幾根檁條叫幾~；五~頭房子													
閤	合/閤	kuoʔ³⁴	kuoʔ	kuoq7	34														
渴	渴	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34														
磕	磕	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34	~頭													
瞌	瞌	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34	~睏，~睡													
闊	阔	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34														
适	适	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34	古人名用字													
廓	廓	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34														
擴	扩	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34														
嗑	嗑	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34	~瓜子													
彉	彍	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34														
彍	彍	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34														
㕎	㕎	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34														
𨍰	𨍰	kʰuoʔ³⁴	kʰuoʔ	khuoq7	34	擬聲詞													
□		kʰuoʔ³⁴	kʰuoʔ	khuoq7	34	器物口朝下放置： ~下來													
喝	喝	xuoʔ³⁴	xuoʔ	huoq7	34	~采													
