"ID"	"繁体"	"简体"	"拼音"	"注释"	""	"调值"
"5086"	"慫"	"怂"	"sioŋ阴上"	""	""	""
"5087"	"松"	"松"	"sioŋ阳平"	"文"	""	""
"5088"	"松"	"松"	"seŋ阳平"	"白"	""	""
"5089"	"誦"	"诵"	"sioŋ阳上"	""	""	""
"5090"	"頌"	"颂"	"sioŋ阳上"	""	""	""
"5091"	"訟"	"讼"	"sioŋ阳上"	""	""	""
"5092"	"冢"	"冢"	"tʰioŋ阴上"	""	""	""
"5093"	"寵"	"宠"	"tʰioŋ阴上"	""	""	""
"5094"	"重"	"重"	"toŋ阳上"	"文"	""	""
"5095"	"重"	"重"	"toŋ阳平"	"文"	""	""
"5096"	"重"	"重"	"tioŋ阳上"	"文"	""	""
"5097"	"重"	"重"	"tioŋ阳平"	"文"	""	""
"5098"	"重"	"重"	"tsʰioŋ阳平"	"文"	""	""
"5099"	"重"	"重"	"taŋ阳上"	"白"	""	""
"5100"	"重"	"重"	"teŋ阳平"	"白"	""	""
"5101"	"鐘"	"钟"	"tsioŋ阴平"	"文"	""	""
"5102"	"鐘"	"钟"	"tseŋ阴平"	"白"	""	""
"5103"	"盅"	"盅"	"tsioŋ阴平"	"文"	""	""
"5104"	"盅"	"盅"	"tseŋ阴平"	"白"	""	""
"5105"	"種"	"种"	"tsioŋ阴上"	"文"	""	""
"5106"	"種"	"种"	"tsioŋ去声"	"文"	""	""
"5107"	"種"	"种"	"tseŋ阴上"	"白"	""	""
"5108"	"種"	"种"	"tseŋ去声"	"白"	""	""
"5109"	"腫"	"肿"	"tsioŋ阴上"	"文"	""	""
"5110"	"腫"	"肿"	"tseŋ阴上"	"白"	""	""
"5111"	"衝"	"冲"	"̃tsʰoŋ阴平"	""	""	""
"5112"	"衝"	"冲"	"tsʰioŋ阴平"	""	""	""
"5113"	"衝"	"冲"	"tsʰoŋ去声"	""	""	""
"5114"	"舂"	"舂"	"tseŋ阴平"	""	""	""
"5115"	"茸"	"茸"	"dzioŋ阳平"	""	""	""
"5116"	"冗"	"冗"	"dzioŋ阴上"	""	""	""
"5117"	"恭"	"恭"	"kioŋ阴平"	""	""	""
"5118"	"供"	"供"	"kioŋ阴平"	"文"	""	""
"5119"	"供"	"供"	"keŋ阴平"	"白"	""	""
"5120"	"供"	"供"	"kioŋ去声"	"文"	""	""
"5121"	"供"	"供"	"keŋ去声"	"白"	""	""
"5122"	"拱"	"拱"	"kioŋ阴上"	""	""	""
"5123"	"鞏"	"巩"	"kioŋ阴上"	""	""	""
"5124"	"恐"	"恐"	"kʰioŋ阴上"	""	""	""
"5125"	"共"	"共"	"kioŋ去声"	"文"	""	""
"5126"	"共"	"共"	"kaŋ去声"	"白"	""	""
"5127"	"胸"	"胸"	"hioŋ阴平"	"文"	""	""
"5128"	"胸"	"胸"	"heŋ阴平"	"白"	""	""
"5129"	"兇"	"凶"	"hioŋ阴平"	""	""	""
"5130"	"凶"	"凶"	"hioŋ阴平"	""	""	""
"5131"	"雍"	"雍"	"ioŋ阴平"	""	""	""
"5132"	"擁"	"拥"	"ioŋ阳平"	""	""	""
"5133"	"擁"	"拥"	"ioŋ阴上"	""	""	""
"5134"	"容"	"容"	"ioŋ阳平"	"文"	""	""
"5135"	"容"	"容"	"eŋ阳平"	"白"	""	""
"5136"	"熔"	"熔"	"ioŋ阳平"	"文"	""	""
"5137"	"熔"	"熔"	"iõ阳平"	"俗"	""	""
"5138"	"庸"	"庸"	"ioŋ阳平"	""	""	""
"5139"	"甬"	"甬"	"ioŋ阴上"	""	""	""
"5140"	"勇"	"勇"	"ioŋ阴上"	""	""	""
"5141"	"湧"	"涌"	"ioŋ阴上"	"文"	""	""
"5142"	"湧"	"涌"	"eŋ阴上"	"白"	""	""
"5143"	"用"	"用"	"ioŋ去声"	"文"	""	""
"5144"	"用"	"用"	"eŋ去声"	"白"	""	""
"5145"	"卜"	"卜"	"pok阴入"	""	""	""
"5146"	"撲"	"扑"	"pʰok阴入"	""	""	""
"5147"	"撲"	"扑"	"pʰuk阴入"	""	""	""
"5148"	"僕"	"仆"	"pʰok阴入"	""	""	""
"5149"	"僕"	"仆"	"pok阳入"	""	""	""
"5150"	"曝"	"曝"	"pʰak阳入"	"白"	""	""
"5151"	"曝"	"曝"	"pau阳上"	"文"	""	""
"5152"	"瀑"	"瀑"	"pʰak阳入"	"白"	""	""
"5153"	"瀑"	"瀑"	"pau阳上"	"文"	""	""
"5154"	"木"	"木"	"mok阳入"	"文"	""	""
"5155"	"木"	"木"	"bak阳入"	"白"	""	""
"5156"	"沐"	"沐"	"mok阳入"	""	""	""
"5157"	"禿"	"秃"	"tʰok阴入"	"文"	""	""
"5158"	"禿"	"秃"	"tʰuk阴入"	"又"	""	""
"5159"	"禿"	"秃"	"tʰek阴入"	"白"	""	""
"5160"	"獨"	"独"	"tok阳入"	"文"	""	""
"5161"	"獨"	"独"	"tak阳入"	"白"	""	""
"5162"	"讀"	"读"	"tʰak阳入"	"白"	""	""
"5163"	"讀"	"读"	"tau去声"	"白"	""	""
"5164"	"牘"	"牍"	"tok阳入"	""	""	""
"5165"	"鹿"	"鹿"	"lok阳入"	"文"	""	""
"5166"	"鹿"	"鹿"	"tek阳入"	"白"	""	""
"5167"	"禄"	"禄"	"lok阳入"	""	""	""
"5168"	"族"	"族"	"tsok阳入"	"文"	""	""
"5169"	"族"	"族"	"tsak阳入"	"白"	""	""
"5170"	"速"	"速"	"sok阴入"	""	""	""
"5171"	"穀"	"谷"	"kok阴入"	"文"	""	""
"5172"	"穀"	"谷"	"kak阴入"	"白"	""	""
"5173"	"谷"	"谷"	"kok阴入"	"文"	""	""
"5174"	"谷"	"谷"	"kak阴入"	"白"	""	""
"5175"	"谷"	"谷"	"iok阳入"	"文"	""	""
"5176"	"哭"	"哭"	"kʰok阴入"	"文"	""	""
"5177"	"哭"	"哭"	"kʰau去声"	"俗"	""	""
"5178"	"斛"	"斛"	"hok阳入"	""	""	""
"5179"	"屋"	"屋"	"ok阴入"	""	""	""
"5180"	"篤"	"笃"	"tok阴入"	""	""	""
"5181"	"督"	"督"	"tok阴入"	""	""	""
"5182"	"毒"	"毒"	"tak阳入"	""	""	""
"5183"	"酷"	"酷"	"kʰok阴入"	""	""	""
"5184"	"沃"	"沃"	"ok阴入"	"文"	""	""
"5185"	"沃"	"沃"	"ak阴入"	"白"	""	""
"5186"	"福"	"福"	"hok阴入"	""	""	""
"5187"	"幅"	"幅"	"hok阴入"	"文"	""	""
"5188"	"幅"	"幅"	"pak阴入"	"白"	""	""
"5189"	"蝠"	"蝠"	"hok阴入"	""	""	""
"5190"	"復"	"复"	"hiu去声"	"文"	""	""
"5191"	"腹"	"腹"	"hok阴入"	"文"	""	""
"5192"	"腹"	"腹"	"pak阴入"	"白"	""	""
"5193"	"服"	"服"	"hok阳入"	""	""	""
"5194"	"伏"	"伏"	"hok阳入"	"文"	""	""
"5195"	"伏"	"伏"	"pʰak阳入"	"白"	""	""
"5196"	"伏"	"伏"	"pu去声"	"白"	""	""
"5197"	"袱"	"袱"	"hok阳入"	""	""	""
"5198"	"目"	"目"	"mok阳入"	"文"	""	""
"5199"	"目"	"目"	"mak阳入"	"白"	""	""
"5200"	"穆"	"穆"	"mok阳入"	""	""	""
"5201"	"牧"	"牧"	"mok阳入"	""	""	""
"5202"	"六"	"六"	"liok阳入"	"文"	""	""
"5203"	"六"	"六"	"lak阳入"	"白"	""	""
"5204"	"陸"	"陆"	"liok阳入"	"文"	""	""
"5205"	"陸"	"陆"	"lok阳入"	"文"	""	""
"5206"	"陸"	"陆"	"lek阳入"	"白"	""	""
"5207"	"陸"	"陆"	"lak阳入"	"白"	""	""
"5208"	"戮"	"戮"	"liok阳入"	""	""	""
"5209"	"戮"	"戮"	"lok阳入"	""	""	""
"5210"	"肅"	"肃"	"siok阴入"	""	""	""
"5211"	"夙"	"夙"	"siok阴入"	""	""	""
"5212"	"竹"	"竹"	"tiok阴入"	"文"	""	""
"5213"	"竹"	"竹"	"tek阴入"	"白"	""	""
"5214"	"築"	"筑"	"tiok阴入"	"白"	""	""
"5215"	"築"	"筑"	"tsiok阴入"	"文"	""	""
"5216"	"畜"	"畜"	"tʰiok阴入"	"文"	""	""
"5217"	"畜"	"畜"	"tʰek阴入"	"白"	""	""
"5218"	"逐"	"逐"	"tiok阳入"	"文"	""	""
"5219"	"逐"	"逐"	"tsiok阳入"	"文"	""	""
"5220"	"逐"	"逐"	"tok阳入"	"文"	""	""
"5221"	"逐"	"逐"	"tak阳入"	"白"	""	""
"5222"	"軸"	"轴"	"tiok阳入"	"文"	""	""
"5223"	"軸"	"轴"	"tek阳入"	"白"	""	""
"5224"	"縮"	"缩"	"sok阴入"	""	""	""
"5225"	"縮"	"缩"	"siok阴入"	""	""	""
"5226"	"祝"	"祝"	"tsiok阴入"	""	""	""
"5227"	"粥"	"粥"	"tsiok阴入"	""	""	""
"5228"	"叔"	"叔"	"siok阴入"	"文"	""	""
"5229"	"叔"	"叔"	"tsek阴入"	"白"	""	""
"5230"	"熟"	"熟"	"siok阳入"	"文"	""	""
"5231"	"熟"	"熟"	"sek阳入"	"白"	""	""
"5232"	"淑"	"淑"	"siok阴入"	""	""	""
"5233"	"肉"	"肉"	"dziok阳入"	"文"	""	""
"5234"	"肉"	"肉"	"nek阳入"	"白"	""	""
"5235"	"菊"	"菊"	"kiok阴入"	"文"	""	""
"5236"	"菊"	"菊"	"kek阴入"	"白"	""	""
"5237"	"麴"	"曲"	"kʰiok阴入"	"文"	""	""
"5238"	"麴"	"曲"	"kʰek阴入"	""	""	""
"5239"	"蓄"	"蓄"	"tʰiok阴入"	""	""	""
"5240"	"郁"	"郁"	"iok阴入"	""	""	""
"5241"	"育"	"育"	"iok阳入"	""	""	""
"5242"	"綠"	"绿"	"liok阳入"	"文"	""	""
"5243"	"綠"	"绿"	"lek阳入"	"白"	""	""
"5244"	"錄"	"录"	"liok阳入"	""	""	""
"5245"	"錄"	"录"	"lok阳入"	""	""	""
"5246"	"足"	"足"	"tsiok阴入"	""	""	""
"5247"	"足"	"足"	"tsok阴入"	""	""	""
"5248"	"促"	"促"	"tsʰiok阴入"	""	""	""
"5249"	"粟"	"粟"	"siok阴入"	"文"	""	""
"5250"	"粟"	"粟"	"tsʰek阴入"	"白"	""	""
"5251"	"俗"	"俗"	"siok阳入"	""	""	""
"5252"	"燭"	"烛"	"tsiok阴入"	"文"	""	""
"5253"	"燭"	"烛"	"tsek阴入"	"白"	""	""
"5254"	"囑"	"嘱"	"tsiok阴入"	""	""	""
"5255"	"觸"	"触"	"tsʰiok阴入"	""	""	""
"5256"	"觸"	"触"	"tsʰok阴入"	""	""	""
"5257"	"贖"	"赎"	"siok阳入"	""	""	""
"5258"	"束"	"束"	"siok阴入"	""	""	""
"5259"	"束"	"束"	"sok阴入"	""	""	""
"5260"	"蜀"	"蜀"	"siok阳入"	"文"	""	""
"5261"	"蜀"	"蜀"	"dzuak阳入"	"白"	""	""
"5262"	"屬"	"属"	"siok阳入"	""	""	""
"5263"	"辱"	"辱"	"dziok阳入"	""	""	""
"5264"	"褥"	"褥"	"dziok阳入"	""	""	""
"5265"	"鋦"	"锔"	"kiok阴入"	"文"	""	""
"5266"	"鋦"	"锔"	"kek阴入"	"白"	""	""
"5267"	"曲"	"曲"	"kʰiok阴入"	"文"	""	""
"5268"	"曲"	"曲"	"kʰek阴入"	"白"	""	""
"5269"	"曲"	"曲"	"kʰak阴入"	"白"	""	""
"5270"	"局"	"局"	"kiok阳入"	"文"	""	""
"5271"	"局"	"局"	"kek阳入"	"白"	""	""
"5272"	"玉"	"玉"	"ŋiok阳入"	"文"	""	""
"5273"	"玉"	"玉"	"gek阳入"	"白"	""	""
"5274"	"獄"	"狱"	"gek阳入"	""	""	""
"5275"	"旭"	"旭"	"hiok阴入"	""	""	""
"5276"	"欲"	"欲"	"iok阳入"	"文"	""	""
"5277"	"欲"	"欲"	"beʔ阴入"	"替"	""	""
"5278"	"浴"	"浴"	"iok阳入"	"文"	""	""
"5279"	"浴"	"浴"	"ek阳入"	"白"	""	""
"5280"	"慾"	"欲"	"iok阳入"	""	""	""
"5281"	"滸"	"浒"	"kʰou阴上"	"白,用于浒苔一词"	""	""
"5282"	"傅"	"傅"	"pou去声"	"白,姓氏音"	""	""
"5283"	"解"	"解"	"oi阳上"	"白,口语会的本字"	""	""
"5284"	"黎"	"黎"	"loi阳平"	"白,姓氏音"	""	""
"5285"	"倪"	"倪"	"goi阳平"	"白,姓氏音。"	""	""
"5286"	"奚"	"奚"	"kʰi阳平"	"白,姓氏音。"	""	""
"5287"	"史"	"史"	"sai阴上"	"白,姓氏音"	""	""
"5288"	"費"	"费"	"pi去声"	"白,姓氏音。"	""	""
"5289"	"召"	"召"	"siau去声"	"文,姓氏音"	""	""
"5290"	"藍"	"蓝"	"na阳平"	"白,姓氏音"	""	""
"5291"	"單"	"单"	"siaŋ阳平"	"文,姓氏。"	""	""
"5292"	"連"	"连"	"liaŋ阳平"	"文,姓氏音"	""	""
"5293"	"仙"	"仙"	"siŋ阴平"	"地名,惠来仙庵"	""	""
"5294"	"鮮"	"鲜"	"siaŋ阴上"	"文,朝鲜"	""	""
"5295"	"捏"	"捏"	"niap阴入"	"文,训本字捻"	""	""
"5296"	"捏"	"捏"	"nueʔ阴入"	"白,训本字捻"	""	""
"5297"	"萬"	"万"	"mok阳入"	"姓氏,复姓万俟"	""	""
"5298"	"元"	"元"	"ŋaŋ阳平"	"又,开元寺。"	""	""
"5299"	"元"	"元"	"uaŋ阳平"	"文,元宝"	""	""
"5300"	"陳"	"陈"	"taŋ阳平"	"白,姓氏音"	""	""
"5301"	"孫"	"孙"	"sŋ阴平"	"白,姓氏音"	""	""
"5302"	"康"	"康"	"kʰŋ阴平"	"白,姓氏音"	""	""
"5303"	"黃"	"黄"	"ŋ阳平"	"白,姓氏"	""	""
"5304"	"方"	"方"	"pŋ阴平"	"白,姓氏"	""	""
"5305"	"霍"	"霍"	"kʰak阴入"	"白,姓氏"	""	""
"5306"	"曾"	"曾"	"tsaŋ阴平"	"白,姓氏"	""	""
"5307"	"喫"	"吃"	"kʰoi去声"	"白,啃"	""	""
"5308"	"紅"	"红"	"kaŋ阴平"	"又,女红"	""	""
"5309"	"洪"	"洪"	"aŋ阳平"	"白,姓氏"	""	""
"5310"	"翁"	"翁"	"eŋ阴平"	"白,姓氏"	""	""
"5311"	"屄"	"屄"	"bai阴平"	"替"	""	""
"5312"	"屄"	"屄"	"pi阴平"	""	""	""
"5313"	"搒"	"搒"	"peŋ阳平"	""	""	""
"5314"	"斑"	"斑"	"paŋ阴平"	"文"	""	""
"5315"	"斑"	"斑"	"paĩ阴平"	"白"	""	""
"5316"	"膘"	"膘"	"piau阴平"	"文"	""	""
"5317"	"膘"	"膘"	"pio阴平"	"白"	""	""
"5318"	"菠"	"菠"	"po阴平"	"文"	""	""
"5319"	"菠"	"菠"	"pue阴平"	"白"	""	""
"5320"	"鬢"	"鬓"	"piŋ去声"	""	""	""
"5321"	"枹"	"枹"	"pau阴平"	""	""	""
"5322"	"喷"	"喷"	"pʰuŋ去声"	""	""	""
"5323"	"拋"	"抛"	"pʰau阴平"	"文"	""	""
"5324"	"拋"	"抛"	"pʰa阴平"	"白"	""	""
"5325"	"丟"	"丢"	"tiu阴平"	""	""	""
"5326"	"燉"	"炖"	"tuŋ阳平"	""	""	""
"5327"	"疔"	"疔"	"teŋ阴平"	""	""	""
"5328"	"癲"	"癫"	"tiaŋ阴平"	""	""	""
"5329"	"盯"	"盯"	"teŋ阳平"	""	""	""
"5330"	"篼"	"篼"	"tau阴平"	""	""	""
"5331"	"胝"	"胝"	"ti阴平"	""	""	""
"5332"	"踮"	"踮"	"tiam阴上"	"替"	""	""
"5333"	"踮"	"踮"	"tiam去声"	"替"	""	""
"5334"	"屜"	"屉"	"tʰi去声"	""	""	""
"5335"	"棺"	"棺"	"kuaŋ阴平"	"文"	""	""
"5336"	"棺"	"棺"	"kuã阴平"	"白"	""	""
"5337"	"痂"	"痂"	"kia阴平"	""	""	""
"5338"	"篙"	"篙"	"kau阴平"	"文"	""	""
"5339"	"篙"	"篙"	"ko阴平"	"白"	""	""
"5340"	"粳"	"粳"	"keŋ阴平"	"文"	""	""
"5341"	"粳"	"粳"	"kẽ阴平"	"白"	""	""
"5342"	"蚣"	"蚣"	"koŋ阴平"	"文"	""	""
"5343"	"蚣"	"蚣"	"kaŋ阴平"	"白"	""	""
"5344"	"豇"	"豇"	"kaŋ阴平"	""	""	""
"5345"	"寛"	"寛"	"kʰuaŋ阴平"	"文"	""	""
"5346"	"寛"	"寛"	"kʰuã阴平"	"白"	""	""
"5347"	"眶"	"眶"	"kʰuaŋ阴平"	""	""	""
"5348"	"誇"	"夸"	"kʰua阴平"	""	""	""
"5349"	"鄺"	"邝"	"kuaŋ阴上"	""	""	""
"5350"	"骹"	"骹"	"kʰa阴平"	""	""	""
"5351"	"楓"	"枫"	"hoŋ阴平"	"文"	""	""
"5352"	"楓"	"枫"	"paŋ阴平"	"白"	""	""
"5353"	"舫"	"舫"	"huaŋ去声"	""	""	""
"5354"	"蕃"	"蕃"	"pʰuaŋ阴平"	""	""	""
"5355"	"蕃"	"蕃"	"huaŋ阴平"	"~薯"	""	""
"5356"	"蕃"	"蕃"	"haŋ阴平"	"~薯"	""	""
"5357"	"麩"	"麸"	"hu阴平"	"文"	""	""
"5358"	"麩"	"麸"	"pʰou阴平"	"白"	""	""
"5359"	"甑"	"甑"	"tseŋ去声"	""	""	""
"5360"	"楂"	"楂"	"tsa阴平"	""	""	""
"5361"	"淙"	"淙"	"tsoŋ阴平"	""	""	""
"5362"	"綜"	"综"	"tsoŋ去声"	""	""	""
"5363"	"綜"	"综"	"tsoŋ阴平"	""	""	""
"5364"	"茲"	"兹"	"tsu阴平"	""	""	""
"5365"	"茲"	"兹"	"tsʰu阳平"	""	""	""
"5366"	"囪"	"囱"	"tsʰoŋ阴平"	""	""	""
"5367"	"汆"	"汆"	"suaŋ阳平"	""	""	""
"5368"	"癡"	"痴"	"tsʰi阴平"	""	""	""
"5369"	"蔥"	"葱"	"tsʰoŋ阴平"	"文"	""	""
"5370"	"蔥"	"葱"	"tsʰaŋ阴平"	"白"	""	""
"5371"	"刪"	"删"	"saŋ阴平"	""	""	""
"5372"	"姍"	"姗"	"saŋ阴平"	""	""	""
"5373"	"屍"	"尸"	"si阴平"	""	""	""
"5374"	"痧"	"痧"	"sa阴平"	"文"	""	""
"5375"	"痧"	"痧"	"sua阴平"	"白"	""	""
"5376"	"砂"	"砂"	"sa阴平"	"文"	""	""
"5377"	"砂"	"砂"	"sua阴平"	"白"	""	""
"5378"	"衫"	"衫"	"sam阴平"	"文"	""	""
"5379"	"衫"	"衫"	"sã阴平"	"白"	""	""
"5380"	"鰓"	"鳃"	"sai阴平"	"文"	""	""
"5381"	"鰓"	"鳃"	"tsʰi阴平"	"白"	""	""
"5382"	"妆"	"妆"	"tsuaŋ阴平"	"文"	""	""
"5383"	"妆"	"妆"	"tsŋ阴平"	"白"	""	""
"5384"	"喌"	"喌"	"tsiok阴入"	""	""	""
"5385"	"梔"	"栀"	"tsi阴平"	""	""	""
"5386"	"澗"	"涧"	"kaŋ去声"	""	""	""
"5387"	"礓"	"礓"	"kiaŋ阴平"	""	""	""
"5388"	"荊"	"荆"	"keŋ阴平"	""	""	""
"5389"	"蕉"	"蕉"	"tsiau阴平"	"文"	""	""
"5390"	"蕉"	"蕉"	"tsio阴平"	"白"	""	""
"5391"	"蟑"	"蟑"	"tsiaŋ阴平"	""	""	""
"5392"	"鍾"	"钟"	"tsioŋ阴平"	"文"	""	""
"5393"	"鍾"	"钟"	"tseŋ阴平"	"白"	""	""
"5394"	"韁"	"缰"	"kiaŋ阴平"	""	""	""
"5395"	"沖"	"冲"	"tsʰoŋ阴平"	"文"	""	""
"5396"	"沖"	"冲"	"tsaŋ阴平"	"白"	""	""
"5397"	"菖"	"菖"	"tsʰiaŋ阴平"	""	""	""
"5398"	"蹺"	"跷"	"kʰiau阴平"	""	""	""
"5399"	"邱"	"邱"	"kʰiu阴平"	"文"	""	""
"5400"	"邱"	"邱"	"kʰu阴平"	"白"	""	""
"5401"	"廂"	"厢"	"siaŋ阴平"	"文"	""	""
"5402"	"廂"	"厢"	"siõ阴平"	"白"	""	""
"5403"	"樨"	"樨"	"si阴平"	"文"	""	""
"5404"	"樨"	"樨"	"sai阴平"	"白"	""	""
"5405"	"洶"	"汹"	"hioŋ阴平"	""	""	""
"5406"	"湘"	"湘"	"siaŋ阴平"	""	""	""
"5407"	"猻"	"狲"	"suŋ阴平"	""	""	""
"5408"	"瓖"	"瓖"	"siaŋ阴平"	""	""	""
"5409"	"芯"	"芯"	"sim阴平"	""	""	""
"5410"	"莘"	"莘"	"siŋ阴平"	""	""	""
"5411"	"螄"	"蛳"	"si阴平"	"文"	""	""
"5412"	"螄"	"蛳"	"sai阴平"	"白"	""	""
"5413"	"哈"	"哈"	"ha阴平"	""	""	""
"5414"	"哈"	"哈"	"haʔ阴入"	""	""	""
"5415"	"夯"	"夯"	"haŋ阳平"	""	""	""
"5416"	"獾"	"獾"	"huaŋ阴平"	""	""	""
"5417"	"啰"	"啰"	"lo阴平"	""	""	""
"5418"	"拎"	"拎"	"leŋ阴平"	""	""	""
"5419"	"窿"	"窿"	"loŋ阳平"	""	""	""
"5420"	"俺"	"俺"	"am阴上"	"训"	""	""
"5421"	"凹"	"凹"	"au阴平"	""	""	""
"5422"	"吆"	"吆"	"iau阴平"	""	""	""
"5423"	"垵"	"埯"	"aŋ阴平"	""	""	""
"5424"	"椏"	"桠"	"a阴平"	""	""	""
"5425"	"汙"	"污"	"hu阴平"	""	""	""
"5426"	"溫"	"温"	"uŋ阴平"	""	""	""
"5427"	"甌"	"瓯"	"ou阴平"	"文"	""	""
"5428"	"甌"	"瓯"	"au阴平"	"白"	""	""
"5429"	"甕"	"瓮"	"aŋ去声"	""	""	""
"5430"	"癰"	"痈"	"ioŋ阴平"	"文"	""	""
"5431"	"癰"	"痈"	"eŋ阴平"	"白"	""	""
"5432"	"箕"	"箕"	"ki阴平"	""	""	""
"5433"	"肮"	"肮"	"aŋ阴平"	""	""	""
"5434"	"胭"	"胭"	"iaŋ阴平"	""	""	""
"5435"	"萁"	"萁"	"ki阴平"	""	""	""
"5436"	"醃"	"腌"	"iam阴平"	"文"	""	""
"5437"	"醃"	"腌"	"am阴平"	"白"	""	""
"5438"	"坪"	"坪"	"pʰeŋ阳平"	"文"	""	""
"5439"	"坪"	"坪"	"pẽ阳平"	"白"	""	""
"5440"	"坪"	"坪"	"pʰiã阳平"	"白"	""	""
"5441"	"杷"	"杷"	"pʰa阳平"	"文"	""	""
"5442"	"杷"	"杷"	"pe阳平"	"白"	""	""
"5443"	"枇"	"枇"	"pi阳平"	""	""	""
"5444"	"爿"	"丬"	"puaŋ阳平"	"文"	""	""
"5445"	"爿"	"丬"	"paĩ阳平"	"白"	""	""
"5446"	"簰"	"簰"	"pai阳平"	""	""	""
"5447"	"荸"	"荸"	"puak阳入"	""	""	""
"5448"	"萍"	"萍"	"pʰeŋ阳平"	"文"	""	""
"5449"	"萍"	"萍"	"pʰio阳平"	"训"	""	""
"5450"	"葡"	"葡"	"pʰu阳平"	""	""	""
"5451"	"薸"	"薸"	"pʰiau阳平"	"文"	""	""
"5452"	"薸"	"薸"	"pʰio阳平"	"白"	""	""
"5453"	"螃"	"螃"	"pʰaŋ阳平"	""	""	""
"5454"	"裴"	"裴"	"pue阳平"	""	""	""
"5455"	"僮"	"僮"	"tʰoŋ阳平"	"文"	""	""
"5456"	"僮"	"僮"	"taŋ阳平"	"白"	""	""
"5457"	"塗"	"涂"	"tʰu阳平"	"文"	""	""
"5458"	"塗"	"涂"	"tʰou阳平"	"白"	""	""
"5459"	"婷"	"婷"	"tʰeŋ阳平"	""	""	""
"5460"	"棠"	"棠"	"tʰaŋ阳平"	""	""	""
"5461"	"淘"	"淘"	"tʰau阳平"	"文"	""	""
"5462"	"淘"	"淘"	"to阳平"	"白"	""	""
"5463"	"鈿"	"钿"	"tʰiaŋ阳平"	""	""	""
"5464"	"樊"	"樊"	"huaŋ阳平"	"文"	""	""
"5465"	"樊"	"樊"	"pʰuaŋ阳平"	"白"	""	""
"5466"	"芙"	"芙"	"hu阳平"	"文"	""	""
"5467"	"芙"	"芙"	"pu阳平"	"白"	""	""
"5468"	"歧"	"歧"	"kʰi阳平"	""	""	""
"5469"	"祁"	"祁"	"ki阳平"	""	""	""
"5470"	"蘄"	"蕲"	"ki阳平"	""	""	""
"5471"	"床"	"床"	"tsʰŋ阴平"	""	""	""
"5472"	"床"	"床"	"sŋ阴平"	""	""	""
"5473"	"槽"	"槽"	"tsau阳平"	"文"	""	""
"5474"	"槽"	"槽"	"tso阳平"	"白"	""	""
"5475"	"羣"	"羣"	"kuŋ阳平"	""	""	""
"5476"	"羣"	"羣"	"kʰuŋ阳平"	""	""	""
"5477"	"羣"	"羣"	"kiŋ阳平"	"又"	""	""
"5478"	"廚"	"厨"	"tou阳平"	""	""	""
"5479"	"捶"	"捶"	"tui阳平"	"替"	""	""
"5480"	"泅"	"泅"	"siu阳平"	""	""	""
"5481"	"蕎"	"荞"	"kiau阴平"	""	""	""
"5482"	"衢"	"衢"	"ku阳平"	""	""	""
"5483"	"佘"	"畲"	"sia阳平"	""	""	""
"5484"	"塍"	"塍"	"tsʰaŋ阳平"	"，田"	""	""
"5485"	"蟾"	"蟾"	"siam阳平"	""	""	""
"5486"	"摹"	"摹"	"mo阳平"	""	""	""
"5487"	"棉"	"棉"	"miaŋ阳平"	"文"	""	""
"5488"	"棉"	"棉"	"mi阳平"	"白"	""	""
"5489"	"煤"	"煤"	"bue阳平"	""	""	""
"5490"	"縻"	"縻"	"mi阳平"	""	""	""
"5491"	"虻"	"虻"	"maŋ阳平"	""	""	""
"5492"	"饃"	"馍"	"mo阴平"	""	""	""
"5493"	"鰻"	"鳗"	"mua阳平"	""	""	""
"5494"	"黴"	"霉"	"bue去声"	""	""	""
"5495"	"捼"	"捼"	"dzue阳平"	""	""	""
"5496"	"芫"	"芫"	"ŋuaŋ阳平"	"文"	""	""
"5497"	"芫"	"芫"	"uaŋ阳平"	"俗"	""	""
"5498"	"蜈"	"蜈"	"gou阳平"	"文"	""	""
"5499"	"蜈"	"蜈"	"ge阳平"	"白"	""	""
"5500"	"顔"	"颜"	"ŋuaŋ阳平"	""	""	""
"5501"	"顔"	"颜"	"ŋaŋ阳平"	"，姓氏"	""	""
"5502"	"顔"	"颜"	"hiã阳平"	"，姓氏"	""	""
"5503"	"鼇"	"鳌"	"ŋau阳平"	""	""	""
"5504"	"侖"	"仑"	"luŋ阳平"	""	""	""
"5505"	"僚"	"僚"	"liau阳平"	""	""	""
"5506"	"嚨"	"咙"	"loŋ阳平"	"文"	""	""
"5507"	"嚨"	"咙"	"laŋ阳平"	"白"	""	""
"5508"	"嚨"	"咙"	"la阳平"	"训"	""	""
"5509"	"寮"	"寮"	"liau阳平"	""	""	""
"5510"	"涼"	"凉"	"liaŋ阳平"	""	""	""
"5511"	"淩"	"凌"	"leŋ阳平"	""	""	""
"5512"	"澇"	"涝"	"lau阳平"	""	""	""
"5513"	"澇"	"涝"	"lau去声"	""	""	""
"5514"	"療"	"疗"	"liau阳平"	""	""	""
"5515"	"礱"	"砻"	"laŋ阳平"	""	""	""
"5516"	"翎"	"翎"	"leŋ阳平"	""	""	""
"5517"	"薐"	"薐"	"leŋ阳平"	""	""	""
"5518"	"蘆"	"芦"	"lu阳平"	"文"	""	""
"5519"	"蘆"	"芦"	"lou阳平"	"白"	""	""
"5520"	"蘿"	"萝"	"lo阳平"	""	""	""
