單字	粵拼	聲母_定	韻母_定	聲調_定	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	備註
絕		d	it	8		d	it	8		t	it	31	
睫		d	it	8		d	it	8		t	it	31	
截		d	it	8		d	it	8		t	it	31	
捷		d	it	8		d	it	8		t	it	31	
節		d	it	7A		d	it	6		t	it	35	
癤		d	it	7B		d	it	7		t	it	23	
節		d	it	7B		d	it	7		t	it	23	
啜		z	waat	7B		z	uat	7		ʦ	uat	23	
輟		z	waat	7B		z	uat	7		ʦ	uat	23	
綴		z	waat	7B		z	uat	7		ʦ	uat	23	綴足
拙		z	it	7B		z	it	7		ʦ	it	23	骨折
折		z	it	7B		z	it	7		ʦ	it	23	
浙		z	it	7B		z	it	7		ʦ	it	23	
哲		z	it	7B		z	it	7		ʦ	it	23	
茁		z	it	7B		z	it	7		ʦ	it	23	
櫛		z	it	7B		z	it	7		ʦ	it	23	
叕		z	it	7B		z	it	7		ʦ	it	23	
椒		d	iaau	1		d	iau	1		t	iau	23	
焦		d	iaau	1		d	iau	1		t	iau	23	
蕉		d	iaau	1		d	iau	1		t	iau	23	
招		z	iaau	1		z	iau	1		ʦ	iau	23	
照		z	iaau	1		z	iau	1		ʦ	iau	23	
朝		z	iaau	1		z	iau	1		ʦ	iau	23	朝夕
礁		z	iaau	1		z	iau	1		ʦ	iau	23	
沼		z	iaau	2		z	iau	3		ʦ	iau	35	
朝		z	iaau	4		z	iau	2		ʦ	iau	22	朝早
召		z	iaau	6		z	iau	4		ʦ	iau	31	召喚
趙		z	iaau	6		z	iau	4		ʦ	iau	31	
佐		d	o	1		d	o	1		t	ɔ	23	
左		d	o	2		d	o	3		t	ɔ	35	
阻		z	o	2		z	o	3		ʦ	ɔ	35	
俎		z	o	2		z	o	3		ʦ	ɔ	35	
助		z	o	6		z	o	4		ʦ	ɔ	31	
座		d	o	6		d	o	4		t	ɔ	31	
坐		d	o	6		d	o	4		t	ɔ	31	
災		d	oi	1		d	oi	1		t	ɔi	23	
哉		d	oi	1		d	oi	1		t	ɔi	23	
栽		d	oi	1		d	oi	1		t	ɔi	23	
載		d	oi	1		d	oi	1		t	ɔi	23	記載
再		d	oi	1		d	oi	1		t	ɔi	23	
宰		d	oi	2		d	oi	3		t	ɔi	35	
載		d	oi	2		d	oi	3		t	ɔi	35	一年半載
在		d	oi	6		d	oi	4		t	ɔi	31	
擢		z	ok	8		z	ok	8		ʦ	ɔk	31	
浞		z	ok	8		z	ok	8		ʦ	ɔk	31	
濯		z	ok	8		z	ok	8		ʦ	ɔk	31	
鑿		d	ok	8		d	ok	8		t	ɔk	31	
昨		d	ok	8		d	ok	8		t	ɔk	31	
作		d	ok	7A		d	ok	6		t	ɔk	35	
捉		z	ok	7A		z	ok	6		ʦ	ɔk	35	
作		d	ok	7B		d	ok	7		t	ɔk	23	
贓		d	ong	1		d	ong	1		t	ɔŋ	23	
葬		d	ong	1		d	ong	1		t	ɔŋ	23	
髒		d	ong	1		d	ong	1		t	ɔŋ	23	
妝		z	ong	1		z	ong	1		ʦ	ɔŋ	23	
莊		z	ong	1		z	ong	1		ʦ	ɔŋ	23	
裝		z	ong	1		z	ong	1		ʦ	ɔŋ	23	
壯		z	ong	1		z	ong	1		ʦ	ɔŋ	23	
庄		z	ong	1		z	ong	1		ʦ	ɔŋ	23	
樁		z	ong	1		z	ong	1		ʦ	ɔŋ	23	
狀		z	ong	6		z	ong	4		ʦ	ɔŋ	31	
撞		z	ong	6		z	ong	4		ʦ	ɔŋ	31	
藏		d	ong	6		d	ong	4		t	ɔŋ	31	寶藏
奘		d	ong	6		d	ong	4		t	ɔŋ	31	
僮		z	ong	6		z	ong	4		ʦ	ɔŋ	31	僮族
臟		d	ong	6		d	ong	4		t	ɔŋ	31	
租		d	ou	1		d	ou	1		t	ou	23	
遭		d	aau	1		d	au	1		t	au	23	
糟		d	aau	1		d	au	1		t	au	23	
蹧		z	aau	1		z	au	1		ʦ	au	23	
灶		d	aau	1		d	au	1		t	au	23	
祖		d	ou	2		d	ou	3		t	ou	35	
組		d	ou	2		d	ou	3		t	ou	35	
早		d	aau	2		d	au	3		t	au	35	
蚤		d	aau	2		d	au	3		t	au	35	
棗		d	aau	2		d	au	3		t	au	35	
藻		d	aau	2		d	au	3		t	au	35	
做		d	ou	6		d	ou	4		t	ou	31	
造		d	aau	6		d	au	4		t	au	31	製造
皂		d	aau	6		d	au	4		t	au	31	
醉		d	ui	1		d	ui	1		t	ui	23	
沮		d	ui	1		d	ui	1		t	ui	23	沮水，水名
足		d	ui	1		d	ui	1		t	ui	23	足恭
最		d	ui	1		d	ui	1		t	ui	23	
惴		z	ui	1		z	ui	1		ʦ	ui	23	
錐		z	ui	1		z	ui	1		ʦ	ui	23	
椎		z	ui	1		z	ui	1		ʦ	ui	23	脊椎
追		z	ui	1		z	ui	1		ʦ	ui	23	
沮		d	ui	1		d	ui	1		t	ui	23	沮洳
咀		d	ui	2		d	ui	3		t	ui	35	
沮		d	ui	2		d	ui	3		t	ui	35	沮喪
嘴		d	ui	2		d	ui	3		t	ui	35	
序		d	ui	6		d	ui	4		t	ui	31	
敘		d	ui	6		d	ui	4		t	ui	31	
嶼		d	ui	6		d	ui	4		t	ui	31	島嶼
贅		z	ui	6		z	ui	4		ʦ	ui	31	
綴		z	ui	6		z	ui	4		ʦ	ui	31	點綴
墜		z	ui	6		z	ui	4		ʦ	ui	31	
聚		d	ui	6		d	ui	4		t	ui	31	
罪		d	ui	6		d	ui	4		t	ui	31	
俗		d	uk	8		d	uk	8		t	ʊk	31	
續		d	uk	8		d	uk	8		t	ʊk	31	
軸		z	uk	8		z	uk	8		ʦ	ʊk	31	
逐		z	uk	8		z	uk	8		ʦ	ʊk	31	
屬		z	uk	8		z	uk	8		ʦ	ʊk	31	屬文
濁		z	uk	8		z	uk	8		ʦ	ʊk	31	
族		d	uk	8		d	uk	8		t	ʊk	31	
足		d	uk	7A		d	uk	6		t	ʊk	35	足跡
筑		z	uk	7A		z	uk	6		ʦ	ʊk	35	
竹		z	uk	7A		z	uk	6		ʦ	ʊk	35	
築		z	uk	7A		z	uk	6		ʦ	ʊk	35	
粥		z	uk	7A		z	uk	6		ʦ	ʊk	35	
燭		z	uk	7A		z	uk	6		ʦ	ʊk	35	
囑		z	uk	7A		z	uk	6		ʦ	ʊk	35	
矚		z	uk	7A		z	uk	6		ʦ	ʊk	35	
觸		z	uk	7A		z	uk	6		ʦ	ʊk	35	
鐲		z	uk	7A		z	uk	6		ʦ	ʊk	35	
祝		z	uk	7A		z	uk	6		ʦ	ʊk	35	
捉		z	uk	7A		z	uk	6		ʦ	ʊk	35	
竺		z	uk	7A		z	uk	6		ʦ	ʊk	35	
樅		d	ung	1		d	ung	1		t	ʊŋ	23	
蹤		d	ung	1		d	ung	1		t	ʊŋ	23	
縱		d	ung	1		d	ung	1		t	ʊŋ	23	縱橫
宗		d	ung	1		d	ung	1		t	ʊŋ	23	
綜		d	ung	1		d	ung	1		t	ʊŋ	23	
中		z	ung	1		z	ung	1		ʦ	ʊŋ	23	
忠		z	ung	1		z	ung	1		ʦ	ʊŋ	23	
終		z	ung	1		z	ung	1		ʦ	ʊŋ	23	
螽		z	ung	1		z	ung	1		ʦ	ʊŋ	23	
眾		z	ung	1		z	ung	1		ʦ	ʊŋ	23	
忪		z	ung	1		z	ung	1		ʦ	ʊŋ	23	怔忪
鍾		z	ung	1		z	ung	1		ʦ	ʊŋ	23	
鐘		z	ung	1		z	ung	1		ʦ	ʊŋ	23	
種		z	ung	1		z	ung	1		ʦ	ʊŋ	23	種植
淙		d	ung	1		d	ung	1		t	ʊŋ	23	
鬃		d	ung	1		d	ung	1		t	ʊŋ	23	
棕		z	ung	1		z	ung	1		ʦ	ʊŋ	23	
粽		d	ung	2		d	ung	3		t	ʊŋ	35	
總		d	ung	2		d	ung	3		t	ʊŋ	35	
腫		z	ung	2		z	ung	3		ʦ	ʊŋ	35	
種		z	ung	2		z	ung	3		ʦ	ʊŋ	35	種子
踵		z	ung	2		z	ung	3		ʦ	ʊŋ	35	
舂		z	ung	2		z	ung	3		ʦ	ʊŋ	35	
粽		d	ung	5		d	ung	5		t	ʊŋ	21	
訟		d	ung	6		d	ung	4		t	ʊŋ	31	
誦		d	ung	6		d	ung	4		t	ʊŋ	31	
仲		z	ung	6		z	ung	4		ʦ	ʊŋ	31	
重		z	ung	6		z	ung	4		ʦ	ʊŋ	31	重要
從		d	ung	6		d	ung	4		t	ʊŋ	31	
頌		z	ung	6		z	ung	4		ʦ	ʊŋ	31	
就			aa	2			a	3		ʔ	a	35	
矣			aa	2			a	3		ʔ	a	35	
哦			o	4			o	2		ʔ	ɔ	22	
翡		f	i	2		f	i	3		f	i	35	又音
肥		f	i	4		f	i	2		f	i	22	又音
翡		f	ie	2		f	ie	3		f	iɛ	35	又音
肥		f	ie	4		f	ie	2		f	iɛ	22	又音
憩		h	i	1		h	i	1		h	i	23	又音
欺		h	i	1		h	i	1		h	i	23	又音
熙		h	i	1		h	i	1		h	i	23	又音
嘻		h	i	1		h	i	1		h	i	23	又音
嬉		h	i	1		h	i	1		h	i	23	又音
熹		h	i	1		h	i	1		h	i	23	又音
禧		h	i	1		h	i	1		h	i	23	又音
羲		h	i	1		h	i	1		h	i	23	又音
曦		h	i	1		h	i	1		h	i	23	又音
犧		h	i	1		h	i	1		h	i	23	又音
戲		h	i	1		h	i	1		h	i	23	又音
棄		h	i	1		h	i	1		h	i	23	又音
器		h	i	1		h	i	1		h	i	23	又音
氣		h	i	1		h	i	1		h	i	23	又音
希		h	i	1		h	i	1		h	i	23	又音
稀		h	i	1		h	i	1		h	i	23	又音
汽		h	i	1		h	i	1		h	i	23	又音
烯		h	i	1		h	i	1		h	i	23	又音
釐		h	i	1		h	i	1		h	i	23	恭賀新釐，又音
起		h	i	2		h	i	3		h	i	35	又音
喜		h	i	2		h	i	3		h	i	35	又音
豈		h	i	2		h	i	3		h	i	35	又音
憩		h	ie	1		h	ie	1		h	iɛ	23	又音
欺		h	ie	1		h	ie	1		h	iɛ	23	又音
熙		h	ie	1		h	ie	1		h	iɛ	23	又音
嘻		h	ie	1		h	ie	1		h	iɛ	23	又音
嬉		h	ie	1		h	ie	1		h	iɛ	23	又音
熹		h	ie	1		h	ie	1		h	iɛ	23	又音
禧		h	ie	1		h	ie	1		h	iɛ	23	又音
羲		h	ie	1		h	ie	1		h	iɛ	23	又音
曦		h	ie	1		h	ie	1		h	iɛ	23	又音
犧		h	ie	1		h	ie	1		h	iɛ	23	又音
戲		h	ie	1		h	ie	1		h	iɛ	23	又音
棄		h	ie	1		h	ie	1		h	iɛ	23	又音
器		h	ie	1		h	ie	1		h	iɛ	23	又音
氣		h	ie	1		h	ie	1		h	iɛ	23	又音
希		h	ie	1		h	ie	1		h	iɛ	23	又音
稀		h	ie	1		h	ie	1		h	iɛ	23	又音
汽		h	ie	1		h	ie	1		h	iɛ	23	又音
烯		h	ie	1		h	ie	1		h	iɛ	23	又音
釐		h	ie	1		h	ie	1		h	iɛ	23	恭賀新釐，又音
起		h	ie	2		h	ie	3		h	iɛ	35	又音
喜		h	ie	2		h	ie	3		h	iɛ	35	又音
豈		h	ie	2		h	ie	3		h	iɛ	35	又音
菟		h	uo	1		h	uo	1		h	uɔ	23	又音
兔		h	uo	1		h	uo	1		h	uɔ	23	又音
吐		h	uo	1		h	uo	1		h	uɔ	23	又音
娶		t	uo	2		t	uo	3		tʰ	uɔ	35	娶老婆、娶新婦，又音
土		h	uo	2		h	uo	3		h	uɔ	35	又音
荼		h	uo	4		h	uo	2		h	uɔ	22	如火如荼，又音
徒		h	uo	4		h	uo	2		h	uɔ	22	又音
途		h	uo	4		h	uo	2		h	uɔ	22	又音
塗		h	uo	4		h	uo	2		h	uɔ	22	又音
圖		h	uo	4		h	uo	2		h	uɔ	22	又音
菟		h	u	1		h	u	1		h	u	23	又音
兔		h	u	1		h	u	1		h	u	23	又音
吐		h	u	1		h	u	1		h	u	23	又音
娶		t	u	2		t	u	3		tʰ	u	35	娶老婆、娶新婦，又音
土		h	u	2		h	u	3		h	u	35	又音
荼		h	u	4		h	u	2		h	u	22	如火如荼，又音
徒		h	u	4		h	u	2		h	u	22	又音
途		h	u	4		h	u	2		h	u	22	又音
塗		h	u	4		h	u	2		h	u	22	又音
圖		h	u	4		h	u	2		h	u	22	又音
個		g	aai	1		g	ai	1		k	ai	23	
均		g	un	1		g	un	1		k	un	23	又音
鈞		g	un	1		g	un	1		k	un	23	又音
君		g	un	1		g	un	1		k	un	23	又音
軍		g	un	1		g	un	1		k	un	23	又音
棍		g	un	1		g	un	1		k	un	23	又音
龜		g	un	1		g	un	1		k	un	23	又音
滾		g	un	2		g	un	3		k	un	35	又音
郡		g	un	6		g	un	4		k	un	31	又音
倔		g	ut	8		g	ut	8		k	ut	31	又音
掘		g	ut	8		g	ut	8		k	ut	31	又音
崛		g	ut	8		g	ut	8		k	ut	31	又音
骨		g	ut	7A		g	ut	6		k	ut	35	又音
滑		g	ut	7A		g	ut	6		k	ut	35	滑稽，又音
基		g	i	1		g	i	1		k	i	23	又音
箕		g	i	1		g	i	1		k	i	23	又音
記		g	i	1		g	i	1		k	i	23	又音
期		g	i	1		g	i	1		k	i	23	期年，又音
姬		g	i	1		g	i	1		k	i	23	又音
奇		g	i	1		g	i	1		k	i	23	奇數，又音
寄		g	i	1		g	i	1		k	i	23	又音
騎		g	i	1		g	i	1		k	i	23	鐵騎，又音
犄		g	i	1		g	i	1		k	i	23	又音
肌		g	i	1		g	i	1		k	i	23	又音
飢		g	i	1		g	i	1		k	i	23	又音
几		g	i	1		g	i	1		k	i	23	又音
嘰		g	i	1		g	i	1		k	i	23	又音
機		g	i	1		g	i	1		k	i	23	又音
磯		g	i	1		g	i	1		k	i	23	又音
譏		g	i	1		g	i	1		k	i	23	又音
饑		g	i	1		g	i	1		k	i	23	又音
幾		g	i	1		g	i	1		k	i	23	幾乎，又音
既		g	i	1		g	i	1		k	i	23	又音
己		g	i	2		g	i	3		k	i	35	又音
紀		g	i	2		g	i	3		k	i	35	又音
杞		g	i	2		g	i	3		k	i	35	又音
幾		g	i	2		g	i	3		k	i	35	幾個，又音
忌		g	i	6		g	i	4		k	i	31	又音
妓		g	i	6		g	i	4		k	i	31	又音
技		g	i	6		g	i	4		k	i	31	又音
基		g	ie	1		g	ie	1		k	iɛ	23	又音
箕		g	ie	1		g	ie	1		k	iɛ	23	又音
記		g	ie	1		g	ie	1		k	iɛ	23	又音
期		g	ie	1		g	ie	1		k	iɛ	23	期年，又音
姬		g	ie	1		g	ie	1		k	iɛ	23	又音
奇		g	ie	1		g	ie	1		k	iɛ	23	奇數，又音
寄		g	ie	1		g	ie	1		k	iɛ	23	又音
騎		g	ie	1		g	ie	1		k	iɛ	23	鐵騎，又音
犄		g	ie	1		g	ie	1		k	iɛ	23	又音
肌		g	ie	1		g	ie	1		k	iɛ	23	又音
飢		g	ie	1		g	ie	1		k	iɛ	23	又音
几		g	ie	1		g	ie	1		k	iɛ	23	又音
嘰		g	ie	1		g	ie	1		k	iɛ	23	又音
機		g	ie	1		g	ie	1		k	iɛ	23	又音
磯		g	ie	1		g	ie	1		k	iɛ	23	又音
譏		g	ie	1		g	ie	1		k	iɛ	23	又音
饑		g	ie	1		g	ie	1		k	iɛ	23	又音
幾		g	ie	1		g	ie	1		k	iɛ	23	幾乎，又音
既		g	ie	1		g	ie	1		k	iɛ	23	又音
己		g	ie	2		g	ie	3		k	iɛ	35	又音
紀		g	ie	2		g	ie	3		k	iɛ	35	又音
杞		g	ie	2		g	ie	3		k	iɛ	35	又音
幾		g	ie	2		g	ie	3		k	iɛ	35	幾個，又音
忌		g	ie	6		g	ie	4		k	iɛ	31	又音
妓		g	ie	6		g	ie	4		k	iɛ	31	又音
技		g	ie	6		g	ie	4		k	iɛ	31	又音
該		k	aai	5		k	ai	5		kʰ	ai	21	這
窘		k	un	1		k	un	1		kʰ	un	23	又音
昆		k	un	1		k	un	1		kʰ	un	23	又音
坤		k	un	1		k	un	1		kʰ	un	23	又音
困		k	un	1		k	un	1		kʰ	un	23	又音
崑		k	un	1		k	un	1		kʰ	un	23	又音
睏		k	un	1		k	un	1		kʰ	un	23	又音
菌		k	un	2		k	un	3		kʰ	un	35	又音
壼		k	un	2		k	un	3		kʰ	un	35	又音
捆		k	un	2		k	un	3		kʰ	un	35	又音
綑		k	un	2		k	un	3		kʰ	un	35	又音
裙		k	un	4		k	un	2		kʰ	un	22	又音
群		k	un	4		k	un	2		kʰ	un	22	又音
亟		k	i	1		k	i	1		kʰ	i	23	亟請，又音
企		k	i	1		k	i	1		kʰ	i	23	又音
畸		k	i	1		k	i	1		kʰ	i	23	又音
崎		k	i	1		k	i	1		kʰ	i	23	崎嶇，又音
冀		k	i	1		k	i	1		kʰ	i	23	又音
暨		k	i	1		k	i	1		kʰ	i	23	又音
企		k	i	2		k	i	3		kʰ	i	35	屋企，家
期		k	i	4		k	i	2		kʰ	i	22	日期，又音
其		k	i	4		k	i	2		kʰ	i	22	又音
淇		k	i	4		k	i	2		kʰ	i	22	又音
琪		k	i	4		k	i	2		kʰ	i	22	又音
旗		k	i	4		k	i	2		kʰ	i	22	又音
企		k	i	5		k	i	2		kʰ	i	21	又音
歧		k	i	4		k	i	2		kʰ	i	22	又音
祇		k	i	4		k	i	2		kʰ	i	22	神祇，又音
奇		k	i	4		k	i	2		kʰ	i	22	奇怪，又音
琦		k	i	4		k	i	2		kʰ	i	22	又音
鰭		k	i	4		k	i	2		kʰ	i	22	又音
祈		k	i	4		k	i	2		kʰ	i	22	又音
崎		k	i	4		k	i	2		kʰ	i	22	長崎，又音
棋		k	i	4		k	i	2		kʰ	i	22	又音
亟		k	ie	1		k	ie	1		kʰ	iɛ	23	亟請，又音
企		k	ie	1		k	ie	1		kʰ	iɛ	23	又音
畸		k	ie	1		k	ie	1		kʰ	iɛ	23	又音
崎		k	ie	1		k	ie	1		kʰ	iɛ	23	崎嶇，又音
冀		k	ie	1		k	ie	1		kʰ	iɛ	23	又音
暨		k	ie	1		k	ie	1		kʰ	iɛ	23	又音
企		k	ie	2		k	ie	3		kʰ	iɛ	35	又音
期		k	ie	4		k	ie	2		kʰ	iɛ	22	日期，又音
其		k	ie	4		k	ie	2		kʰ	iɛ	22	又音
淇		k	ie	4		k	ie	2		kʰ	iɛ	22	又音
琪		k	ie	4		k	ie	2		kʰ	iɛ	22	又音
旗		k	ie	4		k	ie	2		kʰ	iɛ	22	又音
企		k	ie	5		k	ie	2		kʰ	iɛ	21	又音
歧		k	ie	4		k	ie	2		kʰ	iɛ	22	又音
祇		k	ie	4		k	ie	2		kʰ	iɛ	22	神祇，又音
奇		k	ie	4		k	ie	2		kʰ	iɛ	22	奇怪，又音
琦		k	ie	4		k	ie	2		kʰ	iɛ	22	又音
鰭		k	ie	4		k	ie	2		kʰ	iɛ	22	又音
祈		k	ie	4		k	ie	2		kʰ	iɛ	22	又音
崎		k	ie	4		k	ie	2		kʰ	iɛ	22	長崎，又音
棋		k	ie	4		k	ie	2		kʰ	iɛ	22	又音
璃		l	i	1		l	i	1		l	i	23	玻璃，又音
哩		l	i	1		l	i	1		l	i	23	哩嚕，又音
李		l	i	2		l	i	3		l	i	35	又音
狸		l	i	4		l	i	2		l	i	22	又音
釐		l	i	4		l	i	2		l	i	22	釐定，又音
里		l	i	5		l	i	2		l	i	21	又音
理		l	i	5		l	i	2		l	i	21	又音
裏		l	i	5		l	i	2		l	i	21	衣裏，又音
鯉		l	i	5		l	i	2		l	i	21	又音
漓		l	i	4		l	i	2		l	i	22	又音
璃		l	i	4		l	i	2		l	i	22	琉璃，又音
罹		l	i	4		l	i	2		l	i	22	又音
離		l	i	4		l	i	2		l	i	22	又音
籬		l	i	4		l	i	2		l	i	22	又音
驪		l	i	4		l	i	2		l	i	22	又音
鸝		l	i	4		l	i	2		l	i	22	又音
梨		l	i	4		l	i	2		l	i	22	又音
哩		l	i	4		l	i	2		l	i	22	又音
厘		l	i	4		l	i	2		l	i	22	又音
嚟		l	i	4		l	i	2		l	i	22	又音
裡		l	i	5		l	i	2		l	i	21	衣裡，又音
吏		l	i	6		l	i	4		l	i	31	又音
利		l	i	6		l	i	4		l	i	31	又音
痢		l	i	6		l	i	4		l	i	31	又音
莉		l	i	6		l	i	4		l	i	31	又音
俐		l	i	6		l	i	4		l	i	31	又音
璃		l	ie	1		l	ie	1		l	iɛ	23	玻璃，又音
哩		l	ie	1		l	ie	1		l	iɛ	23	哩嚕，又音
李		l	ie	2		l	ie	3		l	iɛ	35	又音
狸		l	ie	4		l	ie	2		l	iɛ	22	又音
釐		l	ie	4		l	ie	2		l	iɛ	22	釐定，又音
里		l	ie	5		l	ie	2		l	iɛ	21	又音
理		l	ie	5		l	ie	2		l	iɛ	21	又音
裏		l	ie	5		l	ie	2		l	iɛ	21	衣裏，又音
鯉		l	ie	5		l	ie	2		l	iɛ	21	又音
漓		l	ie	4		l	ie	2		l	iɛ	22	又音
璃		l	ie	4		l	ie	2		l	iɛ	22	琉璃，又音
罹		l	ie	4		l	ie	2		l	iɛ	22	又音
離		l	ie	4		l	ie	2		l	iɛ	22	又音
籬		l	ie	4		l	ie	2		l	iɛ	22	又音
驪		l	ie	4		l	ie	2		l	iɛ	22	又音
鸝		l	ie	4		l	ie	2		l	iɛ	22	又音
梨		l	ie	4		l	ie	2		l	iɛ	22	又音
哩		l	ie	4		l	ie	2		l	iɛ	22	又音
厘		l	ie	4		l	ie	2		l	iɛ	22	又音
嚟		l	ie	4		l	ie	2		l	iɛ	22	又音
裡		l	ie	5		l	ie	2		l	iɛ	21	衣裡，又音
吏		l	ie	6		l	ie	4		l	iɛ	31	又音
利		l	ie	6		l	ie	4		l	iɛ	31	又音
痢		l	ie	6		l	ie	4		l	iɛ	31	又音
莉		l	ie	6		l	ie	4		l	iɛ	31	又音
俐		l	ie	6		l	ie	4		l	iɛ	31	又音
虜		l	uo	1		l	uo	1		l	uɔ	23	又音
滷		l	uo	1		l	uo	1		l	uɔ	23	又音
魯		l	uo	1		l	uo	1		l	uɔ	23	又音
擄		l	uo	1		l	uo	1		l	uɔ	23	又音
櫓		l	uo	1		l	uo	1		l	uɔ	23	又音
嚕		l	uo	1		l	uo	1		l	uɔ	23	又音
蘆		l	uo	4		l	uo	2		l	uɔ	22	又音
廬		l	uo	4		l	uo	2		l	uɔ	22	又音
驢		l	uo	4		l	uo	2		l	uɔ	22	又音
盧		l	uo	4		l	uo	2		l	uɔ	22	又音
爐		l	uo	4		l	uo	2		l	uɔ	22	又音
顱		l	uo	4		l	uo	2		l	uɔ	22	又音
賂		l	uo	6		l	uo	4		l	uɔ	31	又音
路		l	uo	6		l	uo	4		l	uɔ	31	又音
露		l	uo	6		l	uo	4		l	uɔ	31	又音
鷺		l	uo	6		l	uo	4		l	uɔ	31	又音
虜		l	u	1		l	u	1		l	u	23	又音
滷		l	u	1		l	u	1		l	u	23	又音
魯		l	u	1		l	u	1		l	u	23	又音
擄		l	u	1		l	u	1		l	u	23	又音
櫓		l	u	1		l	u	1		l	u	23	又音
嚕		l	u	1		l	u	1		l	u	23	又音
蘆		l	u	4		l	u	2		l	u	22	又音
廬		l	u	4		l	u	2		l	u	22	又音
驢		l	u	4		l	u	2		l	u	22	又音
盧		l	u	4		l	u	2		l	u	22	又音
爐		l	u	4		l	u	2		l	u	22	又音
顱		l	u	4		l	u	2		l	u	22	又音
賂		l	u	6		l	u	4		l	u	31	又音
路		l	u	6		l	u	4		l	u	31	又音
露		l	u	6		l	u	4		l	u	31	又音
鷺		l	u	6		l	u	4		l	u	31	又音
咪		m	i	1		m	i	1		m	i	23	又音
瞇		m	i	1		m	i	1		m	i	23	又音
美		m	i	2		m	i	3		m	i	35	又音
尾		m	i	2		m	i	3		m	i	35	又音
娓		m	i	2		m	i	3		m	i	35	又音
獼		m	i	4		m	i	2		m	i	22	又音
瀰		m	i	4		m	i	2		m	i	22	又音
糜		m	i	4		m	i	2		m	i	22	又音
靡		m	i	5		m	i	2		m	i	21	又音
眉		m	i	4		m	i	2		m	i	22	又音
楣		m	i	4		m	i	2		m	i	22	又音
麋		m	i	4		m	i	2		m	i	22	又音
薇		m	i	4		m	i	2		m	i	22	又音
美		m	i	5		m	i	2		m	i	21	又音
微		m	i	4		m	i	2		m	i	22	又音
彌		m	i	4		m	i	2		m	i	22	又音
寐		m	i	6		m	i	4		m	i	31	又音
媚		m	i	6		m	i	4		m	i	31	又音
魅		m	i	6		m	i	4		m	i	31	又音
未		m	i	6		m	i	4		m	i	31	又音
味		m	i	6		m	i	4		m	i	31	又音
咪		m	ie	1		m	ie	1		m	iɛ	23	又音
瞇		m	ie	1		m	ie	1		m	iɛ	23	又音
美		m	ie	2		m	ie	3		m	iɛ	35	又音
尾		m	ie	2		m	ie	3		m	iɛ	35	又音
娓		m	ie	2		m	ie	3		m	iɛ	35	又音
獼		m	ie	4		m	ie	2		m	iɛ	22	又音
瀰		m	ie	4		m	ie	2		m	iɛ	22	又音
糜		m	ie	4		m	ie	2		m	iɛ	22	又音
靡		m	ie	5		m	ie	2		m	iɛ	21	又音
眉		m	ie	4		m	ie	2		m	iɛ	22	又音
楣		m	ie	4		m	ie	2		m	iɛ	22	又音
麋		m	ie	4		m	ie	2		m	iɛ	22	又音
薇		m	ie	4		m	ie	2		m	iɛ	22	又音
美		m	ie	5		m	ie	2		m	iɛ	21	又音
微		m	ie	4		m	ie	2		m	iɛ	22	又音
彌		m	ie	4		m	ie	2		m	iɛ	22	又音
寐		m	ie	6		m	ie	4		m	iɛ	31	又音
媚		m	ie	6		m	ie	4		m	iɛ	31	又音
魅		m	ie	6		m	ie	4		m	iɛ	31	又音
未		m	ie	6		m	ie	4		m	iɛ	31	又音
味		m	ie	6		m	ie	4		m	iɛ	31	又音
舞		m	uo	2		m	uo	3		m	uɔ	35	又音
母		m	uo	2		m	uo	3		m	uɔ	35	又音
巫		m	uo	4		m	uo	2		m	uɔ	22	又音
誣		m	uo	4		m	uo	2		m	uɔ	22	又音
毋		m	uo	4		m	uo	2		m	uɔ	22	又音
無		m	uo	4		m	uo	2		m	uɔ	22	又音
蕪		m	uo	4		m	uo	2		m	uɔ	22	又音
武		m	uo	5		m	uo	2		m	uɔ	21	又音
侮		m	uo	5		m	uo	2		m	uɔ	21	又音
舞		m	uo	5		m	uo	2		m	uɔ	21	又音
鵡		m	uo	5		m	uo	2		m	uɔ	21	又音
模		m	uo	4		m	uo	2		m	uɔ	22	又音
膜		m	uo	4		m	uo	2		m	uɔ	22	膜拜，又音
姆		m	uo	5		m	uo	2		m	uɔ	21	又音
母		m	uo	5		m	uo	2		m	uɔ	21	又音
拇		m	uo	5		m	uo	2		m	uɔ	21	又音
摹		m	uo	4		m	uo	2		m	uɔ	22	又音
務		m	uo	6		m	uo	4		m	uɔ	31	又音
婺		m	uo	6		m	uo	4		m	uɔ	31	又音
霧		m	uo	6		m	uo	4		m	uɔ	31	又音
募		m	uo	6		m	uo	4		m	uɔ	31	又音
墓		m	uo	6		m	uo	4		m	uɔ	31	又音
慕		m	uo	6		m	uo	4		m	uɔ	31	又音
暮		m	uo	6		m	uo	4		m	uɔ	31	又音
戊		m	uo	6		m	uo	4		m	uɔ	31	又音
舞		m	u	2		m	u	3		m	u	35	又音
母		m	u	2		m	u	3		m	u	35	又音
巫		m	u	4		m	u	2		m	u	22	又音
誣		m	u	4		m	u	2		m	u	22	又音
毋		m	u	4		m	u	2		m	u	22	又音
無		m	u	4		m	u	2		m	u	22	又音
蕪		m	u	4		m	u	2		m	u	22	又音
武		m	u	5		m	u	2		m	u	21	又音
侮		m	u	5		m	u	2		m	u	21	又音
