正體	簡體	聲母	韻母	聲調	詞例	声母音标	韵母音标	調值	拼音	
仟	仟	q	in	1		tɕʰ	ĩ	21	qin1	
芊	芊	q	in	1		tɕʰ	ĩ	21	qin1	
遷	迁	q	in	1		tɕʰ	ĩ	21	qin1	
僉	佥	q	in	1		tɕʰ	ĩ	21	qin1	
牽	牵	q	in	1		tɕʰ	ĩ	21	qin1	
謙	谦	q	in	1		tɕʰ	ĩ	21	qin1	
簽	签	q	in	1		tɕʰ	ĩ	21	qin1	
籤	签	q	in	1		tɕʰ	ĩ	21	qin1	
前	前	q	in	2		tɕʰ	ĩ	24	qin2	
虔	虔	q	in	2		tɕʰ	ĩ	24	qin2	
錢	钱	q	in	2		tɕʰ	ĩ	24	qin2	
鉗	钳	q	in	2		tɕʰ	ĩ	24	qin2	
乾	乾	q	in	2	乾坤	tɕʰ	ĩ	24	qin2	
潛	潜	q	in	2		tɕʰ	ĩ	24	qin2	
黔	黔	q	in	2		tɕʰ	ĩ	24	qin2	
撏	挦	q	in	2	撏毛（拔毛）	ʨʰ	ĩ	24	qin2	
蕁	荨	q	in	2		tɕʰ	ĩ	24	qin2	
淺	浅	q	in	3		tɕʰ	ĩ	31	qin3	
遣	遣	q	in	3		tɕʰ	ĩ	31	qin3	
譴	谴	q	in	3		tɕʰ	ĩ	31	qin3	
欠	欠	q	in	5		tɕʰ	ĩ	44	qin5	
芡	芡	q	in	5		tɕʰ	ĩ	44	qin5	
茜	茜	q	in	5		tɕʰ	ĩ	44	qin5	
倩	倩	q	in	5		tɕʰ	ĩ	44	qin5	
歉	歉	q	in	5		tɕʰ	ĩ	44	qin5	
縴	纤	q	in	5	縴夫，縴繩	tɕʰ	ĩ	44	qin5	
件	件	q	in	6		tɕʰ	ĩ	33	qin6	
賤	贱	q	in	6		tɕʰ	ĩ	33	qin6	
漸	渐	q	in	6		tɕʰ	ĩ	33	qin6	
踐	践	q	in	6		tɕʰ	ĩ	33	qin6	
悄	悄	q	io	1		tɕʰ	iɔ	21	qio1	
蹺	跷	q	io	1		tɕʰ	iɔ	21	qio1	
鍬	锹	q	io	1		tɕʰ	iɔ	21	qio1	
橇	橇	q	io	1		tɕʰ	iɔ	21	qio1	
轎	轿	q	io	2	轎車	tɕʰ	iɔ	24	qio2	
喬	乔	q	io	2		tɕʰ	iɔ	24	qio2	
僑	侨	q	io	2		tɕʰ	iɔ	24	qio2	
蕎	荞	q	io	2		tɕʰ	iɔ	24	qio2	
橋	桥	q	io	2		tɕʰ	iɔ	24	qio2	
憔	憔	q	io	2		tɕʰ	iɔ	24	qio2	
樵	樵	q	io	2		tɕʰ	iɔ	24	qio2	
翹	翘	q	io	2		tɕʰ	iɔ	24	qio2	
巧	巧	q	io	3		tɕʰ	iɔ	31	qio3	
俏	俏	q	io	5		tɕʰ	iɔ	44	qio5	
峭	峭	q	io	5		tɕʰ	iɔ	44	qio5	
竅	窍	q	io	5		tɕʰ	iɔ	44	qio5	
翹	翘	q	io	5	翹起來	tɕʰ	iɔ	44	qio5	
撬	撬	q	io	5		tɕʰ	iɔ	44	qio5	
鞘	鞘	q	io	5		tɕʰ	iɔ	44	qio5	
轎	轿	q	io	6	轎子	tɕʰ	iɔ	33	qio6	
曲	曲	q	ioh	7		tɕʰ	iɔʔ	4	qioh7	
麴	曲	q	ioh	7		tɕʰ	iɔʔ	4	qioh7	
蛐	蛐	q	ioh	7		tɕʰ	iɔʔ	4	qioh7	
局	局	q	ioh	8	局長	tɕʰ	iɔʔ	3	qioh8	
侷	局	q	ioh	8	侷促	tɕʰ	iɔʔ	3	qioh8	
焗	焗	q	ioh	8		tɕʰ	iɔʔ	3	qioh8	
窮	穷	q	ion	2		tɕʰ	iɔŋ	24	qion2	
穹	穹	q	ion	2		tɕʰ	iɔŋ	24	qion2	
瓊	琼	q	ion	2		tɕʰ	iɔŋ	24	qion2	
傾	倾	q	ion	3		tɕʰ	iɔŋ	31	qion3	
炔	炔	q	iuh	7		tɕʰ	iʊ?	4	qiuh7	
缺	缺	q	iuh	7		tɕʰ	iʊ?	4	qiuh7	
闕	阙	q	iuh	7		tɕʰ	iʊ?	4	qiuh7	
絕	绝	q	iuh	8		tɕʰ	iʊ?	3	qiuh8	
掘	掘	q	iuh	8	掘港	tɕʰ	iʊ?	3	qiuh8	
圈	圈	q	iun	1	圓圈	tɕʰ	iʊ̃	21	qiun1	
權	权	q	iun	2		tɕʰ	iʊ̃	24	qiun2	
全	全	q	iun	2		tɕʰ	iʊ̃	24	qiun2	
詮	诠	q	iun	2		tɕʰ	iʊ̃	24	qiun2	
泉	泉	q	iun	2		tɕʰ	iʊ̃	24	qiun2	
拳	拳	q	iun	2		tɕʰ	iʊ̃	24	qiun2	
痊	痊	q	iun	2		tɕʰ	iʊ̃	24	qiun2	
蜷	蜷	q	iun	2		tɕʰ	iʊ̃	24	qiun2	
醛	醛	q	iun	2		tɕʰ	iʊ̃	24	qiun2	
鬈	鬈	q	iun	2		tɕʰ	iʊ̃	24	qiun2	
顴	颧	q	iun	2		tɕʰ	iʊ̃	24	qiun2	
犬	犬	q	iun	3		tɕʰ	iʊ̃	31	qiun3	
勸	劝	q	iun	5		tɕʰ	iʊ̃	44	qiun5	
券	券	q	iun	5		tɕʰ	iʊ̃	44	qiun5	
圈	圈	q	iun	6	豬圈	tɕʰ	iʊ̃	33	qiun6	
旋	旋	q	iun	6	旋旋儿风，旋网	tɕʰ	iʊ̃	33	qiun6	
催	催	q	y	1		tɕʰ	yᶨ	21	qy1	
區	区	q	y	1		tɕʰ	yᶨ	21	qy1	
嶇	岖	q	y	1		tɕʰ	yᶨ	21	qy1	
驅	驱	q	y	1		tɕʰ	yᶨ	21	qy1	
蛆	蛆	q	y	1		tɕʰ	yᶨ	21	qy1	
軀	躯	q	y	1		tɕʰ	yᶨ	21	qy1	
趨	趋	q	y	1		tɕʰ	yᶨ	21	qy1	
渠	渠	q	y	2		tɕʰ	yᶨ	24	qy2	
瞿	瞿	q	y	2		tɕʰ	yᶨ	24	qy2	
衢	衢	q	y	2		tɕʰ	yᶨ	24	qy2	
隨	随	q	y	2		tɕʰ	yᶨ	24	qy2	
徐	徐	q	y	2		tɕʰ	yᶨ	24	qy2	
取	取	q	y	3		tɕʰ	yᶨ	31	qy3	
娶	娶	q	y	3		tɕʰ	yᶨ	31	qy3	
脆	脆	q	y	5		tɕʰ	yᶨ	44	qy5	
去	去	q	y	5	去年	tɕʰ	yᶨ	44	qy5	
趣	趣	q	y	5		tɕʰ	yᶨ	44	qy5	
巨	巨	q	y	6		tɕʰ	yᶨ	33	qy6	
拒	拒	q	y	6		tɕʰ	yᶨ	33	qy6	
具	具	q	y	6		tɕʰ	yᶨ	33	qy6	
炬	炬	q	y	6		tɕʰ	yᶨ	33	qy6	
距	距	q	y	6		tɕʰ	yᶨ	33	qy6	
聚	聚	q	y	6		tɕʰ	yᶨ	33	qy6	
遂	遂	q	y	6		tɕʰ	yᶨ	33	qy6	
穗	穗	q	y	6		tɕʰ	yᶨ	33	qy6	
序	序	q	y	6		tɕʰ	yᶨ	33	qy6	
敍	叙	q	y	6		tɕʰ	yᶨ	33	qy6	
敘	叙	q	y	6		tɕʰ	yᶨ	33	qy6	
緒	绪	q	y	6		tɕʰ	yᶨ	33	qy6	
罪	罪	q	y	6		tɕʰ	yᶨ	33	qy6	
瘸	瘸	q	ya	2		tɕʰ	ya	24	qya2	
屈	屈	q	yeh	7		tɕʰ	yəʔ	4	qyeh7	
芹	芹	q	yen	2	蒲芹	tɕʰ	yəŋ	24	qyen2	
秦	秦	q	yen	2		tɕʰ	yəŋ	24	qyen2	
裙	裙	q	yen	2		tɕʰ	yəŋ	24	qyen2	
羣	群	q	yen	2		tɕʰ	yəŋ	24	qyen2	
群	群	q	yen	2		tɕʰ	yəŋ	24	qyen2	
旬	旬	q	yen	2		tɕʰ	yəŋ	24	qyen2	
巡	巡	q	yen	2		tɕʰ	yəŋ	24	qyen2	
循	循	q	yen	2		tɕʰ	yəŋ	24	qyen2	
㘃	㘃	r	a	3		ɻ	a	31	ra3	
惹	惹	r	a	3		ɻ	a	31	ra3	
偌	偌	r	a	6		ɻ	a	33	ra6	
若	若	r	ah	8		ɻ	aʔ	3	rah8	
弱	弱	r	ah	8		ɻ	aʔ	3	rah8	
箬	箬	r	ah	8		ɻ	aʔ	3	rah8	
蘘	蘘	r	an	2		ɻ	ã	24	ran2	
穰	穰	r	an	2	稻麥的莖	ɻ	ã	24	ran2	
壤	壤	r	an	3		ɻ	ã	31	ran3	
攘	攘	r	an	3		ɻ	ã	31	ran3	
嚷	嚷	r	an	3		ɻ	ã	31	ran3	
讓	让	r	an	6		ɻ	ã	33	ran6	
肏	肏	r	eh	8		ɻ	əʔ	3	reh8	
入	入	r	eh	8		ɻ	əʔ	3	reh8	
人	人	r	en	2		ɻ	əŋ	24	ren2	
壬	壬	r	en	2		ɻ	əŋ	24	ren2	
仁	仁	r	en	2		ɻ	əŋ	24	ren2	
任	任	r	en	2		ɻ	əŋ	24	ren2	
仍	仍	r	en	2		ɻ	əŋ	24	ren2	
忍	忍	r	en	3		ɻ	əŋ	31	ren3	
賃	赁	r	en	6		ɻ	əŋ	33	ren6	
䵑	䵑	r	en	6		ɻ	əŋ	33	ren6	
刃	刃	r	en	6		ɻ	əŋ	33	ren6	
認	认	r	en	6		ɻ	əŋ	33	ren6	
仞	仞	r	en	6		ɻ	əŋ	33	ren6	
任	任	r	en	6		ɻ	əŋ	33	ren6	
紉	纫	r	en	6		ɻ	əŋ	33	ren6	
韌	韧	r	en	6		ɻ	əŋ	33	ren6	
飪	饪	r	en	6		ɻ	əŋ	33	ren6	
妊	妊	r	en	6		ɻ	əŋ	33	ren6	
柔	柔	r	eu	2		ɻ	ɤɯ	24	reu2	
揉	揉	r	eu	2		ɻ	ɤɯ	24	reu2	
熱	热	r	ih	8		ɻ	ɯʔ	3	rih8	
日	日	r	ih	8		ɻ	ɯʔ	3	rih8	
然	然	r	in	2		ɻ	ɯ̃	24	rin2	
髯	髯	r	in	2		ɻ	ɯ̃	24	rin2	
燃	燃	r	in	2		ɻ	ɯ̃	24	rin2	
冉	冉	r	in	3		ɻ	ɯ̃	31	rin3	
染	染	r	in	3		ɻ	ɯ̃	31	rin3	
饒	饶	r	o	2		ɻ	ɔ	24	ro2	
嬈	娆	r	o	2		ɻ	ɔ	24	ro2	
橈	桡	r	o	2		ɻ	ɔ	24	ro2	
擾	扰	r	o	3		ɻ	ɔ	31	ro3	
繞	绕	r	o	6		ɻ	ɔ	33	ro6	
肉	肉	r	oh	8		ɻ	ɔʔ	3	roh8	
辱	辱	r	oh	8		ɻ	ɔʔ	3	roh8	
縟	缛	r	oh	8		ɻ	ɔʔ	3	roh8	
褥	褥	r	oh	8		ɻ	ɔʔ	3	roh8	
戎	戎	r	on	2		ɻ	ɔŋ	24	ron2	
茸	茸	r	on	2		ɻ	ɔŋ	24	ron2	
狨	狨	r	on	2		ɻ	ɔŋ	24	ron2	
絨	绒	r	on	2		ɻ	ɔŋ	24	ron2	
冗	冗	r	on	3		ɻ	ɔŋ	31	ron3	
蕊	蕊	r	uei	3		ɻ	uəi	31	ruei3	
銳	锐	r	uei	6		ɻ	uəi	33	ruei6	
睿	睿	r	uei	6		ɻ	uəi	33	ruei6	
叡	叡	r	uei	6		ɻ	uəi	33	ruei6	
閏	闰	r	uen	6		ɻ	uəŋ	33	ruen6	
潤	润	r	uen	6		ɻ	uəŋ	33	ruen6	
阮	阮	r	un	3		ɻ	ʊ̃	31	run3	
軟	软	r	un	3		ɻ	ʊ̃	31	run3	
如	如	r	v	2		ɻ	ʋ	24	rv2	
茹	茹	r	v	2		ɻ	ʋ	24	rv2	
儒	儒	r	v	2		ɻ	ʋ	24	rv2	
濡	濡	r	v	2		ɻ	ʋ	24	rv2	
孺	孺	r	v	2		ɻ	ʋ	24	rv2	
蠕	蠕	r	v	2		ɻ	ʋ	24	rv2	
汝	汝	r	v	3		ɻ	ʋ	31	rv3	
乳	乳	r	v	3		ɻ	ʋ	31	rv3	
洒	洒	s	a	3		s	a	31	sa3	
灑	洒	s	a	3		s	a	31	sa3	
揌	揌	s	ae	1	填滿	s	ɛ	21	sae1	
腮	腮	s	ae	1		s	ɛ	21	sae1	
鰓	鳃	s	ae	1		s	ɛ	21	sae1	
塞	塞	s	ae	5	邊塞	s	ɛ	44	sae5	
賽	赛	s	ae	5		s	ɛ	44	sae5	
撒	撒	s	aeh	7		s	iaʔ	4	saeh7	
卅	卅	s	aeh	7		s	iaʔ	4	saeh7	
颯	飒	s	aeh	7		s	iaʔ	4	saeh7	
薩	萨	s	aeh	7		s	iaʔ	4	saeh7	
楔	楔	s	aeh	7		ɕ	iaʔ	4	saeh7	
參	参	s	aen	1		s	ɛ̃	21	saen1	
三	三	s	aen	1		s	ɛ̃	21	saen1	
叄	叁	s	aen	1		s	ɛ̃	21	saen1	
涎	涎	s	aen	2		s	ɛ̃	24	saen2	
傘	伞	s	aen	3		s	ɛ̃	31	saen3	
散	散	s	aen	3	散文，散漫	s	ɛ̃	31	saen3	
散	散	s	aen	5	分散	s	ɛ̃	44	saen5	
索	索	s	ah	7		s	aʔ	4	sah7	
桑	桑	s	an	1		s	ã	21	san1	
喪	丧	s	an	1	喪事	s	ã	21	san1	
嗓	嗓	s	an	3		s	ã	31	san3	
喪	丧	s	an	5	喪失	s	ã	44	san5	
塞	塞	s	eh	7	堵塞	s	əʔ	4	seh7	
色	色	s	eh	7	顏色	s	əʔ	4	seh7	
澀	涩	s	eh	7		s	əʔ	4	seh7	
瑟	瑟	s	eh	7		s	əʔ	4	seh7	
索	索	s	eh	7		s	əʔ	4	seh7	
僧	僧	s	en	1		s	əŋ	21	sen1	
搜	搜	s	eu	1		s	ɤɯ	21	seu1	
蒐	搜	s	eu	1		s	ɤɯ	21	seu1	
嗖	嗖	s	eu	1		s	ɤɯ	21	seu1	
餿	馊	s	eu	1		s	ɤɯ	21	seu1	
颼	飕	s	eu	1		s	ɤɯ	21	seu1	
艘	艘	s	eu	1		s	ɤɯ	21	seu1	
叟	叟	s	eu	3		s	ɤɯ	31	seu3	
擻	擞	s	eu	3		s	ɤɯ	31	seu3	
嗽	嗽	s	eu	5		s	ɤɯ	44	seu5	
沙	沙	sh	a	1		ʂ	a	21	sha1	
紗	纱	sh	a	1		ʂ	a	21	sha1	
砂	砂	sh	a	1		ʂ	a	21	sha1	
莎	莎	sh	a	1		ʂ	a	21	sha1	
痧	痧	sh	a	1		ʂ	a	21	sha1	
裟	裟	sh	a	1		ʂ	a	21	sha1	
鯊	鲨	sh	a	1		ʂ	a	21	sha1	
奢	奢	sh	a	1		ʂ	a	21	sha1	
賒	赊	sh	a	1		ʂ	a	21	sha1	
佘	佘	sh	a	2		ʂ	a	24	sha2	
蛇	蛇	sh	a	2		ʂ	a	24	sha2	
傻	傻	sh	a	3		ʂ	a	31	sha3	
捨	舍	sh	a	3	捨得	ʂ	a	31	sha3	
嗄	嗄	sh	a	5	聲音嘶啞	ʂ	a	44	sha5	
廈	厦	sh	a	5	大廈	ʂ	a	44	sha5	
舍	舍	sh	a	5	蟹舍	ʂ	a	44	sha5	
赦	赦	sh	a	5		ʂ	a	44	sha5	
社	社	sh	a	6		ʂ	a	33	sha6	
射	射	sh	a	6		ʂ	a	33	sha6	
篩	筛	sh	ae	1		ʂ	ɛ	21	shae1	
柴	柴	sh	ae	2		ʂ	ɛ	24	shae2	
曬	晒	sh	ae	5		ʂ	ɛ	44	shae5	
舍	舍	sh	ae	5	宿舍	ʂ	ɛ	44	shae5	
社	社	sh	ae	6		ʂ	ɛ	33	shae6	
殺	杀	sh	aeh	7		ʂ	iaʔ	4	shaeh7	
煞	煞	sh	aeh	7		ʂ	iaʔ	4	shaeh7	
霎	霎	sh	aeh	7		ʂ	iaʔ	4	shaeh7	
剎	刹	sh	aeh	8	剎車	ʂ	iaʔ	3	shaeh8	
山	山	sh	aen	1		ʂ	ɛ̃	21	shaen1	
杉	杉	sh	aen	1		ʂ	ɛ̃	21	shaen1	
刪	删	sh	aen	1		ʂ	ɛ̃	21	shaen1	
衫	衫	sh	aen	1		ʂ	ɛ̃	21	shaen1	
姍	姗	sh	aen	1		ʂ	ɛ̃	21	shaen1	
珊	珊	sh	aen	1		ʂ	ɛ̃	21	shaen1	
舢	舢	sh	aen	1		ʂ	ɛ̃	21	shaen1	
跚	跚	sh	aen	1		ʂ	ɛ̃	21	shaen1	
饞	馋	sh	aen	2		ʂ	ɛ̃	24	shaen2	
訕	讪	sh	aen	5		ʂ	ɛ̃	44	shaen5	
汕	汕	sh	aen	5		ʂ	ɛ̃	44	shaen5	
疝	疝	sh	aen	5		ʂ	ɛ̃	44	shaen5	
爍	烁	sh	ah	7		ʂ	aʔ	4	shah7	
碩	硕	sh	ah	7		ʂ	aʔ	4	shah7	
勺	勺	sh	ah	8		ʂ	aʔ	3	shah8	
芍	芍	sh	ah	8		ʂ	aʔ	3	shah8	
傷	伤	sh	an	1		ʂ	ã	21	shan1	
殤	殇	sh	an	1		ʂ	ã	21	shan1	
商	商	sh	an	1		ʂ	ã	21	shan1	
熵	熵	sh	an	1		ʂ	ã	21	shan1	
嘗	尝	sh	an	2		ʂ	ã	24	shan2	
嚐	尝	sh	an	2		ʂ	ã	24	shan2	
償	偿	sh	an	2		ʂ	ã	24	shan2	
裳	裳	sh	an	2		ʂ	ã	24	shan2	
晌	晌	sh	an	3		ʂ	ã	31	shan3	
賞	赏	sh	an	3		ʂ	ã	31	shan3	
上	上	sh	an	6		ʂ	ã	33	shan6	
尚	尚	sh	an	6		ʂ	ã	33	shan6	
色	色	sh	eh	7	色儿（骰子）	ʂ	əʔ	4	sheh7	
失	失	sh	eh	7		ʂ	əʔ	4	sheh7	
蝨	虱	sh	eh	7		ʂ	əʔ	4	sheh7	
溼	湿	sh	eh	7		ʂ	əʔ	4	sheh7	
濕	湿	sh	eh	7		ʂ	əʔ	4	sheh7	
識	识	sh	eh	7		ʂ	əʔ	4	sheh7	
式	式	sh	eh	7		ʂ	əʔ	4	sheh7	
飾	饰	sh	eh	7		ʂ	əʔ	4	sheh7	
拭	拭	sh	eh	7		ʂ	əʔ	4	sheh7	
適	适	sh	eh	7		ʂ	əʔ	4	sheh7	
室	室	sh	eh	7		ʂ	əʔ	4	sheh7	
軾	轼	sh	eh	7		ʂ	əʔ	4	sheh7	
釋	释	sh	eh	7		ʂ	əʔ	4	sheh7	
什	什	sh	eh	8	什錦	ʂ	əʔ	3	sheh8	
十	十	sh	eh	8		ʂ	əʔ	3	sheh8	
石	石	sh	eh	8		ʂ	əʔ	3	sheh8	
實	实	sh	eh	8		ʂ	əʔ	3	sheh8	
拾	拾	sh	eh	8		ʂ	əʔ	3	sheh8	
食	食	sh	eh	8		ʂ	əʔ	3	sheh8	
蝕	蚀	sh	eh	8		ʂ	əʔ	3	sheh8	
殖	殖	sh	eh	8	骨殖	ʂ	əʔ	3	sheh8	
參	参	sh	en	1	參星	ʂ	əŋ	21	shen1	
蔘	参	sh	en	1	人蔘	ʂ	əŋ	21	shen1	
曑	参	sh	en	1		ʂ	əŋ	21	shen1	
森	森	sh	en	1		ʂ	əŋ	21	shen1	
申	申	sh	en	1		ʂ	əŋ	21	shen1	
伸	伸	sh	en	1		ʂ	əŋ	21	shen1	
身	身	sh	en	1		ʂ	əŋ	21	shen1	
呻	呻	sh	en	1		ʂ	əŋ	21	shen1	
紳	绅	sh	en	1		ʂ	əŋ	21	shen1	
珅	珅	sh	en	1		ʂ	əŋ	21	shen1	
砷	砷	sh	en	1		ʂ	əŋ	21	shen1	
娠	娠	sh	en	1		ʂ	əŋ	21	shen1	
深	深	sh	en	1		ʂ	əŋ	21	shen1	
胂	胂	sh	en	1		ʂ	əŋ	21	shen1	
升	升	sh	en	1		ʂ	əŋ	21	shen1	
昇	升	sh	en	1		ʂ	əŋ	21	shen1	
生	生	sh	en	1		ʂ	əŋ	21	shen1	
聲	声	sh	en	1		ʂ	əŋ	21	shen1	
牲	牲	sh	en	1		ʂ	əŋ	21	shen1	
陞	陞	sh	en	1		ʂ	əŋ	21	shen1	
笙	笙	sh	en	1		ʂ	əŋ	21	shen1	
甥	甥	sh	en	1		ʂ	əŋ	21	shen1	
神	神	sh	en	2		ʂ	əŋ	24	shen2	
甚	甚	sh	en	2	甚的	ʂ	əŋ	24	shen2	
繩	绳	sh	en	2		ʂ	əŋ	24	shen2	
盛	盛	sh	en	2	盛飯	ʂ	əŋ	24	shen2	
沈	沈	sh	en	3		ʂ	əŋ	31	shen3	
瀋	沈	sh	en	3	瀋陽	ʂ	əŋ	31	shen3	
審	审	sh	en	3		ʂ	əŋ	31	shen3	
嬸	婶	sh	en	3		ʂ	əŋ	31	shen3	
省	省	sh	en	3	省略	ʂ	əŋ	31	shen3	
抻	抻	sh	en	5		ʂ	əŋ	44	shen5	
腎	肾	sh	en	5		ʂ	əŋ	44	shen5	
滲	渗	sh	en	5		ʂ	əŋ	44	shen5	
瘮	瘮	sh	en	5	瘮人	ʂ	əŋ	44	shen5	
聖	圣	sh	en	5		ʂ	əŋ	44	shen5	
勝	胜	sh	en	5		ʂ	əŋ	44	shen5	
甚	甚	sh	en	6	甚至	ʂ	əŋ	33	shen6	
蜃	蜃	sh	en	6		ʂ	əŋ	33	shen6	
慎	慎	sh	en	6		ʂ	əŋ	33	shen6	
盛	盛	sh	en	6	盛開	ʂ	əŋ	33	shen6	
收	收	sh	eu	1		ʂ	ɤɯ	21	sheu1	
手	手	sh	eu	3		ʂ	ɤɯ	31	sheu3	
守	守	sh	eu	3		ʂ	ɤɯ	31	sheu3	
首	首	sh	eu	3		ʂ	ɤɯ	31	sheu3	
獸	兽	sh	eu	5		ʂ	ɤɯ	44	sheu5	
瘦	瘦	sh	eu	5		ʂ	ɤɯ	44	sheu5	
壽	寿	sh	eu	6		ʂ	ɤɯ	33	sheu6	
受	受	sh	eu	6		ʂ	ɤɯ	33	sheu6	
授	授	sh	eu	6		ʂ	ɤɯ	33	sheu6	
售	售	sh	eu	6		ʂ	ɤɯ	33	sheu6	
綬	绶	sh	eu	6		ʂ	ɤɯ	33	sheu6	
設	设	sh	ih	7		ɕ	iʔ	4	shih7	
攝	摄	sh	ih	7		ɕ	iʔ	4	shih7	
舌	舌	sh	ih	8		ɕ	iʔ	3	shih8	
折	折	sh	ih	8	折本	ɕ	iʔ	3	shih8	
苫	苫	sh	in	1	草苫，名詞	ɕ	ĩ	21	shin1	
搧	搧	sh	in	1		ɕ	ĩ	21	shin1	
煽	煽	sh	in	1		ɕ	ĩ	21	shin1	
扇	扇	sh	in	1	扇風，動詞	ɕ	ĩ	21	shin1	
閃	闪	sh	in	3		ɕ	ĩ	31	shin3	
陝	陕	sh	in	3		ɕ	ĩ	31	shin3	
睒	睒	sh	in	3		ɕ	ĩ	31	shin3	
苫	苫	sh	in	5	遮蓋，動詞	ɕ	ĩ	44	shin5	
扇	扇	sh	in	5	扇子，名詞	ɕ	ĩ	44	shin5	
騸	骟	sh	in	5		ɕ	ĩ	44	shin5	
禪	禅	sh	in	6	禪讓	ɕ	ĩ	33	shin6	
單	单	sh	in	6	姓氏	ɕ	ĩ	33	shin6	
善	善	sh	in	6		ɕ	ĩ	33	shin6	
繕	缮	sh	in	6		ɕ	ĩ	33	shin6	
擅	擅	sh	in	6		ɕ	ĩ	33	shin6	
膳	膳	sh	in	6		ɕ	ĩ	33	shin6	
贍	赡	sh	in	6		ɕ	ĩ	33	shin6	
捎	捎	sh	o	1		ʂ	ɔ	21	sho1	
燒	烧	sh	o	1		ʂ	ɔ	21	sho1	
梢	梢	sh	o	1		ʂ	ɔ	21	sho1	
稍	稍	sh	o	1		ʂ	ɔ	21	sho1	
艄	艄	sh	o	1		ʂ	ɔ	21	sho1	
韶	韶	sh	o	2		ʂ	ɔ	24	sho2	
紹	绍	sh	o	2		ʂ	ɔ	24	sho2	
少	少	sh	o	3	多少	ʂ	ɔ	31	sho3	
稍	稍	sh	o	5		ʂ	ɔ	44	sho5	
少	少	sh	o	5	少年	ʂ	ɔ	44	sho5	
哨	哨	sh	o	5		ʂ	ɔ	44	sho5	
肖	肖	sh	o	5	肖屬（生肖），一肖（12年）	ʂ	ɔ	44	sho5	
邵	邵	sh	o	6		ʂ	ɔ	33	sho6	
紹	绍	sh	o	6		ʂ	ɔ	33	sho6	
叔	叔	sh	oh	7		ʂ	ɔʔ	4	shoh7	
淑	淑	sh	oh	7		ʂ	ɔʔ	4	shoh7	
屬	属	sh	oh	7	属猪	ʂ	ɔʔ	4	shoh7	
孰	孰	sh	oh	8		ʂ	ɔʔ	3	shoh8	
贖	赎	sh	oh	8		ʂ	ɔʔ	3	shoh8	
塾	塾	sh	oh	8		ʂ	ɔʔ	3	shoh8	
熟	熟	sh	oh	8		ʂ	ɔʔ	3	shoh8	
屬	属	sh	oh	8	白讀	ʂ	ɔʔ	3	shoh8	
蜀	蜀	sh	oh	8		ʂ	ɔʔ	3	shoh8	
舂	舂	sh	on	1		ʂ	ɔŋ	21	shon1	
尸	尸	sh	r	1		s	ɿ	21	shr1	
屍	尸	sh	r	1		s	ɿ	21	shr1	
師	师	sh	r	1		s	ɿ	21	shr1	
詩	诗	sh	r	1		s	ɿ	21	shr1	
獅	狮	sh	r	1		s	ɿ	21	shr1	
施	施	sh	r	1		s	ɿ	21	shr1	
螄	蛳	sh	r	1		s	ɿ	21	shr1	
時	时	sh	r	2		s	ɿ	24	shr2	
史	史	sh	r	3		s	ɿ	31	shr3	
矢	矢	sh	r	3		s	ɿ	31	shr3	
使	使	sh	r	3		s	ɿ	31	shr3	
始	始	sh	r	3		s	ɿ	31	shr3	
駛	驶	sh	r	3		s	ɿ	31	shr3	
屎	屎	sh	r	3		s	ɿ	31	shr3	
世	世	sh	r	5		s	ɿ	44	shr5	
勢	势	sh	r	5		s	ɿ	44	shr5	
試	试	sh	r	5		s	ɿ	44	shr5	
誓	誓	sh	r	5		s	ɿ	44	shr5	
士	士	sh	r	6		s	ɿ	33	shr6	
氏	氏	sh	r	6		s	ɿ	33	shr6	
示	示	sh	r	6	表示	s	ɿ	33	shr6	
仕	仕	sh	r	6		s	ɿ	33	shr6	
市	市	sh	r	6		s	ɿ	33	shr6	
事	事	sh	r	6		s	ɿ	33	shr6	
侍	侍	sh	r	6		s	ɿ	33	shr6	
視	视	sh	r	6		s	ɿ	33	shr6	
是	是	sh	r	6		s	ɿ	33	shr6	
逝	逝	sh	r	6		s	ɿ	33	shr6	
舐	舐	sh	r	6		s	ɿ	33	shr6	
耍	耍	sh	ua	3		ʂ	ua	31	shua3	
衰	衰	sh	uae	1		ʂ	uɛ	21	shuae1	
摔	摔	sh	uae	1		ʂ	uɛ	21	shuae1	
甩	甩	sh	uae	3		ʂ	uɛ	31	shuae3	
率	率	sh	uae	5		ʂ	uɛ	44	shuae5	
帥	帅	sh	uae	5		ʂ	uɛ	44	shuae5	
刷	刷	sh	uaeh	7	刷牙	ʂ	yaʔ	4	shuaeh7	
唰	唰	sh	uaeh	7		ʂ	yaʔ	4	shuaeh7	
刪	删	sh	uaen	1		ʂ	uɛ̃	21	shuaen1	
赸	赸	sh	uaen	1		ʂ	uɛ̃	21	shuaen1	
閂	闩	sh	uaen	1		ʂ	uɛ̃	21	shuaen1	
拴	拴	sh	uaen	1		ʂ	uɛ̃	21	shuaen1	
栓	栓	sh	uaen	1		ʂ	uɛ̃	21	shuaen1	
涮	涮	sh	uaen	5		ʂ	uɛ̃	44	shuaen5	
朔	朔	sh	uah	7		ʂ	uaʔ	4	shuah7	
嗍	嗍	sh	uah	7		ʂ	uaʔ	4	shuah7	
雙	双	sh	uan	1		ʂ	uã	21	shuan1	
