字目	读音	注释	声母	韵母	声调	(声母)	(声母序)	(韵母序)	(调序)	最后一个同音字?1为是	同音字汇(连字音beta!)	声韵组合	最后一个同音异调?1为是	同音字汇(同音异调!)	同音字汇连声韵
匆	=D3546&E3546&F3546		tsʰ	oŋ	22	=IF(D3546=0,"〇",D3546)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3546=B3547,0,1)	=IF(B3546=B3545,L3545&IF(C3546=0,A3546,A3546&"{"&C3546&"}"),IF(C3546=0,A3546,A3546&"{"&C3546&"}"))	=D3546&E3546	=IF(M3546=M3547,0,1)	=IF(N3545=0,IF(K3545=0,IF(B3546=B3545,O3545&IF(C3546=0,A3546,A3546&"{"&C3546&"}"),"["&J3546&"]"&IF(C3546=0,A3546,A3546&"{"&C3546&"}")),O3545&"["&J3546&"]"&IF(C3546=0,A3546,A3546&"{"&C3546&"}")),"["&J3546&"]"&IF(C3546=0,A3546,A3546&"{"&C3546&"}"))	=M3546&O3546
衷	=D3547&E3547&F3547		tsʰ	oŋ	22	=IF(D3547=0,"〇",D3547)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3547=B3548,0,1)	=IF(B3547=B3546,L3546&IF(C3547=0,A3547,A3547&"{"&C3547&"}"),IF(C3547=0,A3547,A3547&"{"&C3547&"}"))	=D3547&E3547	=IF(M3547=M3548,0,1)	=IF(N3546=0,IF(K3546=0,IF(B3547=B3546,O3546&IF(C3547=0,A3547,A3547&"{"&C3547&"}"),"["&J3547&"]"&IF(C3547=0,A3547,A3547&"{"&C3547&"}")),O3546&"["&J3547&"]"&IF(C3547=0,A3547,A3547&"{"&C3547&"}")),"["&J3547&"]"&IF(C3547=0,A3547,A3547&"{"&C3547&"}"))	=M3547&O3547
充	=D3548&E3548&F3548		tsʰ	oŋ	22	=IF(D3548=0,"〇",D3548)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3548=B3549,0,1)	=IF(B3548=B3547,L3547&IF(C3548=0,A3548,A3548&"{"&C3548&"}"),IF(C3548=0,A3548,A3548&"{"&C3548&"}"))	=D3548&E3548	=IF(M3548=M3549,0,1)	=IF(N3547=0,IF(K3547=0,IF(B3548=B3547,O3547&IF(C3548=0,A3548,A3548&"{"&C3548&"}"),"["&J3548&"]"&IF(C3548=0,A3548,A3548&"{"&C3548&"}")),O3547&"["&J3548&"]"&IF(C3548=0,A3548,A3548&"{"&C3548&"}")),"["&J3548&"]"&IF(C3548=0,A3548,A3548&"{"&C3548&"}"))	=M3548&O3548
聰	=D3549&E3549&F3549		tsʰ	oŋ	22	=IF(D3549=0,"〇",D3549)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3549=B3550,0,1)	=IF(B3549=B3548,L3548&IF(C3549=0,A3549,A3549&"{"&C3549&"}"),IF(C3549=0,A3549,A3549&"{"&C3549&"}"))	=D3549&E3549	=IF(M3549=M3550,0,1)	=IF(N3548=0,IF(K3548=0,IF(B3549=B3548,O3548&IF(C3549=0,A3549,A3549&"{"&C3549&"}"),"["&J3549&"]"&IF(C3549=0,A3549,A3549&"{"&C3549&"}")),O3548&"["&J3549&"]"&IF(C3549=0,A3549,A3549&"{"&C3549&"}")),"["&J3549&"]"&IF(C3549=0,A3549,A3549&"{"&C3549&"}"))	=M3549&O3549
從	=D3550&E3550&F3550	～容	tsʰ	oŋ	22	=IF(D3550=0,"〇",D3550)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3550=B3551,0,1)	=IF(B3550=B3549,L3549&IF(C3550=0,A3550,A3550&"{"&C3550&"}"),IF(C3550=0,A3550,A3550&"{"&C3550&"}"))	=D3550&E3550	=IF(M3550=M3551,0,1)	=IF(N3549=0,IF(K3549=0,IF(B3550=B3549,O3549&IF(C3550=0,A3550,A3550&"{"&C3550&"}"),"["&J3550&"]"&IF(C3550=0,A3550,A3550&"{"&C3550&"}")),O3549&"["&J3550&"]"&IF(C3550=0,A3550,A3550&"{"&C3550&"}")),"["&J3550&"]"&IF(C3550=0,A3550,A3550&"{"&C3550&"}"))	=M3550&O3550
沖	=D3551&E3551&F3551		tsʰ	oŋ	22	=IF(D3551=0,"〇",D3551)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3551=B3552,0,1)	=IF(B3551=B3550,L3550&IF(C3551=0,A3551,A3551&"{"&C3551&"}"),IF(C3551=0,A3551,A3551&"{"&C3551&"}"))	=D3551&E3551	=IF(M3551=M3552,0,1)	=IF(N3550=0,IF(K3550=0,IF(B3551=B3550,O3550&IF(C3551=0,A3551,A3551&"{"&C3551&"}"),"["&J3551&"]"&IF(C3551=0,A3551,A3551&"{"&C3551&"}")),O3550&"["&J3551&"]"&IF(C3551=0,A3551,A3551&"{"&C3551&"}")),"["&J3551&"]"&IF(C3551=0,A3551,A3551&"{"&C3551&"}"))	=M3551&O3551
湧	=D3552&E3552&F3552	河～	tsʰ	oŋ	22	=IF(D3552=0,"〇",D3552)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3552=B3553,0,1)	=IF(B3552=B3551,L3551&IF(C3552=0,A3552,A3552&"{"&C3552&"}"),IF(C3552=0,A3552,A3552&"{"&C3552&"}"))	=D3552&E3552	=IF(M3552=M3553,0,1)	=IF(N3551=0,IF(K3551=0,IF(B3552=B3551,O3551&IF(C3552=0,A3552,A3552&"{"&C3552&"}"),"["&J3552&"]"&IF(C3552=0,A3552,A3552&"{"&C3552&"}")),O3551&"["&J3552&"]"&IF(C3552=0,A3552,A3552&"{"&C3552&"}")),"["&J3552&"]"&IF(C3552=0,A3552,A3552&"{"&C3552&"}"))	=M3552&O3552
忡	=D3553&E3553&F3553		tsʰ	oŋ	22	=IF(D3553=0,"〇",D3553)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3553=B3554,0,1)	=IF(B3553=B3552,L3552&IF(C3553=0,A3553,A3553&"{"&C3553&"}"),IF(C3553=0,A3553,A3553&"{"&C3553&"}"))	=D3553&E3553	=IF(M3553=M3554,0,1)	=IF(N3552=0,IF(K3552=0,IF(B3553=B3552,O3552&IF(C3553=0,A3553,A3553&"{"&C3553&"}"),"["&J3553&"]"&IF(C3553=0,A3553,A3553&"{"&C3553&"}")),O3552&"["&J3553&"]"&IF(C3553=0,A3553,A3553&"{"&C3553&"}")),"["&J3553&"]"&IF(C3553=0,A3553,A3553&"{"&C3553&"}"))	=M3553&O3553
崇	=D3554&E3554&F3554		tsʰ	oŋ	44	=IF(D3554=0,"〇",D3554)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3554=B3555,0,1)	=IF(B3554=B3553,L3553&IF(C3554=0,A3554,A3554&"{"&C3554&"}"),IF(C3554=0,A3554,A3554&"{"&C3554&"}"))	=D3554&E3554	=IF(M3554=M3555,0,1)	=IF(N3553=0,IF(K3553=0,IF(B3554=B3553,O3553&IF(C3554=0,A3554,A3554&"{"&C3554&"}"),"["&J3554&"]"&IF(C3554=0,A3554,A3554&"{"&C3554&"}")),O3553&"["&J3554&"]"&IF(C3554=0,A3554,A3554&"{"&C3554&"}")),"["&J3554&"]"&IF(C3554=0,A3554,A3554&"{"&C3554&"}"))	=M3554&O3554
從	=D3555&E3555&F3555		tsʰ	oŋ	44	=IF(D3555=0,"〇",D3555)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3555=B3556,0,1)	=IF(B3555=B3554,L3554&IF(C3555=0,A3555,A3555&"{"&C3555&"}"),IF(C3555=0,A3555,A3555&"{"&C3555&"}"))	=D3555&E3555	=IF(M3555=M3556,0,1)	=IF(N3554=0,IF(K3554=0,IF(B3555=B3554,O3554&IF(C3555=0,A3555,A3555&"{"&C3555&"}"),"["&J3555&"]"&IF(C3555=0,A3555,A3555&"{"&C3555&"}")),O3554&"["&J3555&"]"&IF(C3555=0,A3555,A3555&"{"&C3555&"}")),"["&J3555&"]"&IF(C3555=0,A3555,A3555&"{"&C3555&"}"))	=M3555&O3555
寵	=D3556&E3556&F3556	～物	tsʰ	oŋ	53	=IF(D3556=0,"〇",D3556)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3556=B3557,0,1)	=IF(B3556=B3555,L3555&IF(C3556=0,A3556,A3556&"{"&C3556&"}"),IF(C3556=0,A3556,A3556&"{"&C3556&"}"))	=D3556&E3556	=IF(M3556=M3557,0,1)	=IF(N3555=0,IF(K3555=0,IF(B3556=B3555,O3555&IF(C3556=0,A3556,A3556&"{"&C3556&"}"),"["&J3556&"]"&IF(C3556=0,A3556,A3556&"{"&C3556&"}")),O3555&"["&J3556&"]"&IF(C3556=0,A3556,A3556&"{"&C3556&"}")),"["&J3556&"]"&IF(C3556=0,A3556,A3556&"{"&C3556&"}"))	=M3556&O3556
嵩	=D3557&E3557&F3557		s	oŋ	22	=IF(D3557=0,"〇",D3557)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3557=B3558,0,1)	=IF(B3557=B3556,L3556&IF(C3557=0,A3557,A3557&"{"&C3557&"}"),IF(C3557=0,A3557,A3557&"{"&C3557&"}"))	=D3557&E3557	=IF(M3557=M3558,0,1)	=IF(N3556=0,IF(K3556=0,IF(B3557=B3556,O3556&IF(C3557=0,A3557,A3557&"{"&C3557&"}"),"["&J3557&"]"&IF(C3557=0,A3557,A3557&"{"&C3557&"}")),O3556&"["&J3557&"]"&IF(C3557=0,A3557,A3557&"{"&C3557&"}")),"["&J3557&"]"&IF(C3557=0,A3557,A3557&"{"&C3557&"}"))	=M3557&O3557
松	=D3558&E3558&F3558	文。该字不读阴平song1，读阴平者为“鬆”之简化	s	oŋ	44	=IF(D3558=0,"〇",D3558)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3558=B3559,0,1)	=IF(B3558=B3557,L3557&IF(C3558=0,A3558,A3558&"{"&C3558&"}"),IF(C3558=0,A3558,A3558&"{"&C3558&"}"))	=D3558&E3558	=IF(M3558=M3559,0,1)	=IF(N3557=0,IF(K3557=0,IF(B3558=B3557,O3557&IF(C3558=0,A3558,A3558&"{"&C3558&"}"),"["&J3558&"]"&IF(C3558=0,A3558,A3558&"{"&C3558&"}")),O3557&"["&J3558&"]"&IF(C3558=0,A3558,A3558&"{"&C3558&"}")),"["&J3558&"]"&IF(C3558=0,A3558,A3558&"{"&C3558&"}"))	=M3558&O3558
爽	=D3559&E3559&F3559	～快（舒服）	s	oŋ	53	=IF(D3559=0,"〇",D3559)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3559=B3560,0,1)	=IF(B3559=B3558,L3558&IF(C3559=0,A3559,A3559&"{"&C3559&"}"),IF(C3559=0,A3559,A3559&"{"&C3559&"}"))	=D3559&E3559	=IF(M3559=M3560,0,1)	=IF(N3558=0,IF(K3558=0,IF(B3559=B3558,O3558&IF(C3559=0,A3559,A3559&"{"&C3559&"}"),"["&J3559&"]"&IF(C3559=0,A3559,A3559&"{"&C3559&"}")),O3558&"["&J3559&"]"&IF(C3559=0,A3559,A3559&"{"&C3559&"}")),"["&J3559&"]"&IF(C3559=0,A3559,A3559&"{"&C3559&"}"))	=M3559&O3559
慫	=D3560&E3560&F3560		s	oŋ	53	=IF(D3560=0,"〇",D3560)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3560=B3561,0,1)	=IF(B3560=B3559,L3559&IF(C3560=0,A3560,A3560&"{"&C3560&"}"),IF(C3560=0,A3560,A3560&"{"&C3560&"}"))	=D3560&E3560	=IF(M3560=M3561,0,1)	=IF(N3559=0,IF(K3559=0,IF(B3560=B3559,O3559&IF(C3560=0,A3560,A3560&"{"&C3560&"}"),"["&J3560&"]"&IF(C3560=0,A3560,A3560&"{"&C3560&"}")),O3559&"["&J3560&"]"&IF(C3560=0,A3560,A3560&"{"&C3560&"}")),"["&J3560&"]"&IF(C3560=0,A3560,A3560&"{"&C3560&"}"))	=M3560&O3560
誦	=D3561&E3561&F3561		s	oŋ	13	=IF(D3561=0,"〇",D3561)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3561=B3562,0,1)	=IF(B3561=B3560,L3560&IF(C3561=0,A3561,A3561&"{"&C3561&"}"),IF(C3561=0,A3561,A3561&"{"&C3561&"}"))	=D3561&E3561	=IF(M3561=M3562,0,1)	=IF(N3560=0,IF(K3560=0,IF(B3561=B3560,O3560&IF(C3561=0,A3561,A3561&"{"&C3561&"}"),"["&J3561&"]"&IF(C3561=0,A3561,A3561&"{"&C3561&"}")),O3560&"["&J3561&"]"&IF(C3561=0,A3561,A3561&"{"&C3561&"}")),"["&J3561&"]"&IF(C3561=0,A3561,A3561&"{"&C3561&"}"))	=M3561&O3561
頌	=D3562&E3562&F3562		s	oŋ	13	=IF(D3562=0,"〇",D3562)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3562=B3563,0,1)	=IF(B3562=B3561,L3561&IF(C3562=0,A3562,A3562&"{"&C3562&"}"),IF(C3562=0,A3562,A3562&"{"&C3562&"}"))	=D3562&E3562	=IF(M3562=M3563,0,1)	=IF(N3561=0,IF(K3561=0,IF(B3562=B3561,O3561&IF(C3562=0,A3562,A3562&"{"&C3562&"}"),"["&J3562&"]"&IF(C3562=0,A3562,A3562&"{"&C3562&"}")),O3561&"["&J3562&"]"&IF(C3562=0,A3562,A3562&"{"&C3562&"}")),"["&J3562&"]"&IF(C3562=0,A3562,A3562&"{"&C3562&"}"))	=M3562&O3562
訟	=D3563&E3563&F3563		s	oŋ	13	=IF(D3563=0,"〇",D3563)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3563=B3564,0,1)	=IF(B3563=B3562,L3562&IF(C3563=0,A3563,A3563&"{"&C3563&"}"),IF(C3563=0,A3563,A3563&"{"&C3563&"}"))	=D3563&E3563	=IF(M3563=M3564,0,1)	=IF(N3562=0,IF(K3562=0,IF(B3563=B3562,O3562&IF(C3563=0,A3563,A3563&"{"&C3563&"}"),"["&J3563&"]"&IF(C3563=0,A3563,A3563&"{"&C3563&"}")),O3562&"["&J3563&"]"&IF(C3563=0,A3563,A3563&"{"&C3563&"}")),"["&J3563&"]"&IF(C3563=0,A3563,A3563&"{"&C3563&"}"))	=M3563&O3563
宋	=D3564&E3564&F3564		s	oŋ	21	=IF(D3564=0,"〇",D3564)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3564=B3565,0,1)	=IF(B3564=B3563,L3563&IF(C3564=0,A3564,A3564&"{"&C3564&"}"),IF(C3564=0,A3564,A3564&"{"&C3564&"}"))	=D3564&E3564	=IF(M3564=M3565,0,1)	=IF(N3563=0,IF(K3563=0,IF(B3564=B3563,O3563&IF(C3564=0,A3564,A3564&"{"&C3564&"}"),"["&J3564&"]"&IF(C3564=0,A3564,A3564&"{"&C3564&"}")),O3563&"["&J3564&"]"&IF(C3564=0,A3564,A3564&"{"&C3564&"}")),"["&J3564&"]"&IF(C3564=0,A3564,A3564&"{"&C3564&"}"))	=M3564&O3564
公	=D3565&E3565&F3565		k	oŋ	22	=IF(D3565=0,"〇",D3565)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3565=B3566,0,1)	=IF(B3565=B3564,L3564&IF(C3565=0,A3565,A3565&"{"&C3565&"}"),IF(C3565=0,A3565,A3565&"{"&C3565&"}"))	=D3565&E3565	=IF(M3565=M3566,0,1)	=IF(N3564=0,IF(K3564=0,IF(B3565=B3564,O3564&IF(C3565=0,A3565,A3565&"{"&C3565&"}"),"["&J3565&"]"&IF(C3565=0,A3565,A3565&"{"&C3565&"}")),O3564&"["&J3565&"]"&IF(C3565=0,A3565,A3565&"{"&C3565&"}")),"["&J3565&"]"&IF(C3565=0,A3565,A3565&"{"&C3565&"}"))	=M3565&O3565
攻	=D3566&E3566&F3566		k	oŋ	22	=IF(D3566=0,"〇",D3566)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3566=B3567,0,1)	=IF(B3566=B3565,L3565&IF(C3566=0,A3566,A3566&"{"&C3566&"}"),IF(C3566=0,A3566,A3566&"{"&C3566&"}"))	=D3566&E3566	=IF(M3566=M3567,0,1)	=IF(N3565=0,IF(K3565=0,IF(B3566=B3565,O3565&IF(C3566=0,A3566,A3566&"{"&C3566&"}"),"["&J3566&"]"&IF(C3566=0,A3566,A3566&"{"&C3566&"}")),O3565&"["&J3566&"]"&IF(C3566=0,A3566,A3566&"{"&C3566&"}")),"["&J3566&"]"&IF(C3566=0,A3566,A3566&"{"&C3566&"}"))	=M3566&O3566
戆	=D3567&E3567&F3567	傻	k	oŋ	44	=IF(D3567=0,"〇",D3567)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3567=B3568,0,1)	=IF(B3567=B3566,L3566&IF(C3567=0,A3567,A3567&"{"&C3567&"}"),IF(C3567=0,A3567,A3567&"{"&C3567&"}"))	=D3567&E3567	=IF(M3567=M3568,0,1)	=IF(N3566=0,IF(K3566=0,IF(B3567=B3566,O3566&IF(C3567=0,A3567,A3567&"{"&C3567&"}"),"["&J3567&"]"&IF(C3567=0,A3567,A3567&"{"&C3567&"}")),O3566&"["&J3567&"]"&IF(C3567=0,A3567,A3567&"{"&C3567&"}")),"["&J3567&"]"&IF(C3567=0,A3567,A3567&"{"&C3567&"}"))	=M3567&O3567
□	=D3568&E3568&F3568	水杯	k	oŋ	53	=IF(D3568=0,"〇",D3568)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3568=B3569,0,1)	=IF(B3568=B3567,L3567&IF(C3568=0,A3568,A3568&"{"&C3568&"}"),IF(C3568=0,A3568,A3568&"{"&C3568&"}"))	=D3568&E3568	=IF(M3568=M3569,0,1)	=IF(N3567=0,IF(K3567=0,IF(B3568=B3567,O3567&IF(C3568=0,A3568,A3568&"{"&C3568&"}"),"["&J3568&"]"&IF(C3568=0,A3568,A3568&"{"&C3568&"}")),O3567&"["&J3568&"]"&IF(C3568=0,A3568,A3568&"{"&C3568&"}")),"["&J3568&"]"&IF(C3568=0,A3568,A3568&"{"&C3568&"}"))	=M3568&O3568
講	=D3569&E3569&F3569	白	k	oŋ	53	=IF(D3569=0,"〇",D3569)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3569=B3570,0,1)	=IF(B3569=B3568,L3568&IF(C3569=0,A3569,A3569&"{"&C3569&"}"),IF(C3569=0,A3569,A3569&"{"&C3569&"}"))	=D3569&E3569	=IF(M3569=M3570,0,1)	=IF(N3568=0,IF(K3568=0,IF(B3569=B3568,O3568&IF(C3569=0,A3569,A3569&"{"&C3569&"}"),"["&J3569&"]"&IF(C3569=0,A3569,A3569&"{"&C3569&"}")),O3568&"["&J3569&"]"&IF(C3569=0,A3569,A3569&"{"&C3569&"}")),"["&J3569&"]"&IF(C3569=0,A3569,A3569&"{"&C3569&"}"))	=M3569&O3569
龔	=D3570&E3570&F3570		k	oŋ	53	=IF(D3570=0,"〇",D3570)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3570=B3571,0,1)	=IF(B3570=B3569,L3569&IF(C3570=0,A3570,A3570&"{"&C3570&"}"),IF(C3570=0,A3570,A3570&"{"&C3570&"}"))	=D3570&E3570	=IF(M3570=M3571,0,1)	=IF(N3569=0,IF(K3569=0,IF(B3570=B3569,O3569&IF(C3570=0,A3570,A3570&"{"&C3570&"}"),"["&J3570&"]"&IF(C3570=0,A3570,A3570&"{"&C3570&"}")),O3569&"["&J3570&"]"&IF(C3570=0,A3570,A3570&"{"&C3570&"}")),"["&J3570&"]"&IF(C3570=0,A3570,A3570&"{"&C3570&"}"))	=M3570&O3570
杠	=D3571&E3571&F3571		k	oŋ	21	=IF(D3571=0,"〇",D3571)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3571=B3572,0,1)	=IF(B3571=B3570,L3570&IF(C3571=0,A3571,A3571&"{"&C3571&"}"),IF(C3571=0,A3571,A3571&"{"&C3571&"}"))	=D3571&E3571	=IF(M3571=M3572,0,1)	=IF(N3570=0,IF(K3570=0,IF(B3571=B3570,O3570&IF(C3571=0,A3571,A3571&"{"&C3571&"}"),"["&J3571&"]"&IF(C3571=0,A3571,A3571&"{"&C3571&"}")),O3570&"["&J3571&"]"&IF(C3571=0,A3571,A3571&"{"&C3571&"}")),"["&J3571&"]"&IF(C3571=0,A3571,A3571&"{"&C3571&"}"))	=M3571&O3571
汞	=D3572&E3572&F3572		k	oŋ	21	=IF(D3572=0,"〇",D3572)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3572=B3573,0,1)	=IF(B3572=B3571,L3571&IF(C3572=0,A3572,A3572&"{"&C3572&"}"),IF(C3572=0,A3572,A3572&"{"&C3572&"}"))	=D3572&E3572	=IF(M3572=M3573,0,1)	=IF(N3571=0,IF(K3571=0,IF(B3572=B3571,O3571&IF(C3572=0,A3572,A3572&"{"&C3572&"}"),"["&J3572&"]"&IF(C3572=0,A3572,A3572&"{"&C3572&"}")),O3571&"["&J3572&"]"&IF(C3572=0,A3572,A3572&"{"&C3572&"}")),"["&J3572&"]"&IF(C3572=0,A3572,A3572&"{"&C3572&"}"))	=M3572&O3572
烘	=D3573&E3573&F3573	熏	k	oŋ	21	=IF(D3573=0,"〇",D3573)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3573=B3574,0,1)	=IF(B3573=B3572,L3572&IF(C3573=0,A3573,A3573&"{"&C3573&"}"),IF(C3573=0,A3573,A3573&"{"&C3573&"}"))	=D3573&E3573	=IF(M3573=M3574,0,1)	=IF(N3572=0,IF(K3572=0,IF(B3573=B3572,O3572&IF(C3573=0,A3573,A3573&"{"&C3573&"}"),"["&J3573&"]"&IF(C3573=0,A3573,A3573&"{"&C3573&"}")),O3572&"["&J3573&"]"&IF(C3573=0,A3573,A3573&"{"&C3573&"}")),"["&J3573&"]"&IF(C3573=0,A3573,A3573&"{"&C3573&"}"))	=M3573&O3573
貢	=D3574&E3574&F3574		k	oŋ	21	=IF(D3574=0,"〇",D3574)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3574=B3575,0,1)	=IF(B3574=B3573,L3573&IF(C3574=0,A3574,A3574&"{"&C3574&"}"),IF(C3574=0,A3574,A3574&"{"&C3574&"}"))	=D3574&E3574	=IF(M3574=M3575,0,1)	=IF(N3573=0,IF(K3573=0,IF(B3574=B3573,O3573&IF(C3574=0,A3574,A3574&"{"&C3574&"}"),"["&J3574&"]"&IF(C3574=0,A3574,A3574&"{"&C3574&"}")),O3573&"["&J3574&"]"&IF(C3574=0,A3574,A3574&"{"&C3574&"}")),"["&J3574&"]"&IF(C3574=0,A3574,A3574&"{"&C3574&"}"))	=M3574&O3574
共	=D3575&E3575&F3575	文	k	oŋ	21	=IF(D3575=0,"〇",D3575)	=VLOOKUP(G:G,声韵排序表!A:B,2,FALSE)	=VLOOKUP(E:E,声韵排序表!D:E,2,FALSE)	=VLOOKUP(F:F,声韵排序表!G:H,2,FALSE)	=IF(B3575=B3576,0,1)	=IF(B3575=B3574,L3574&IF(C3575=0,A3575,A3575&"{"&C3575&"}"),IF(C3575=0,A3575,A3575&"{"&C3575&"}"))	=D3575&E3575	=IF(M3575=M3576,0,1)	=IF(N3574=0,IF(K3574=0,IF(B3575=B3574,O3574&IF(C3575=0,A3575,A3575&"{"&C3575&"}"),"["&J3575&"]"&IF(C3575=0,A3575,A3575&"{"&C3575&"}")),O3574&"["&J3575&"]"&IF(C3575=0,A3575,A3575&"{"&C3575&"}")),"["&J3575&"]"&IF(C3575=0,A3575,A3575&"{"&C3575&"}"))	=M3575&O3575
