num	聲	呼	等	韻	調	組	攝	字	茶山茶山	茶山塘角(大部头)	茶山塘角(莞语探源)	長安	常平	大朗	道滘	東城	東坑	高埗	莞城	莞城字匯	莞城老男(語保)	莞城青男(語保)	橫瀝	洪梅	厚街	虎門	黃江	寮步	麻湧	南城	企石	橋頭	沙田	石碣	石龙1890原版	石龙1890粤拼版	石龍	石排	塘廈	萬江	望牛墩	謝崗	中堂		大嶺山	鳳崗	清溪	樟木頭
4955	-	-	-	-	-	-	-	剷																																								
4956	-	-	-	-	-	-	-	闆																																								
4957	-	-	-	-	-	-	-	剎																																								
4958	-	-	-	-	-	-	-	磁	tsʰɐi²¹		tʃʰɐi4									ʧʰɐi³¹																												
4959	-	-	-	-	-	-	-	骷																																								
4960	-	-	-	-	-	-	-	嘩			va1																																					
4961	-	-	-	-	-	-	-	磚	tsin³¹	ʧin³³	ʧin1	ʧyn³⁴	ʦeŋ³²	ʦin³¹	ʧun²³	ʧin³³	ʧɪŋ³²	ʧoŋ²³	ʧon23	ʧɵn²³	ʧɵn23	ʧɵn23	ʧeŋ³²	ʧon²³	ʧin²³	ʧyn²³|ʧyn⁵⁵	ʧin³²	ʧin³¹	ʧyŋ⁵⁵³	ʧun²³	ʧin³²	ʧyn²²	ʧyn⁵³	ʧyn²²			ʧɵn³¹	ʧiŋ³²	ʧin³²	ʧun²³	ʧon²³	ʧyn²²	ʧun²³		ʦɔn²³	ʦɔn²³	ʦɔn³⁴	ʦɔn³⁴
4962	-	-	-	-	-	-	-	躲		tu³⁵	tu2	to³⁵	tu⁵⁵	tu⁵⁵	to³⁵	to³⁵	tu⁴⁵	to³⁵	tɔ35	tɔ³⁵	tɔ35	tɔ35	tu⁵⁵	to³⁵	tɔ³⁵	to³⁵	to⁵⁵	tu³⁵	tiɔ³⁵	to³⁵	to⁵⁵	tɔ⁵⁵	tɔ³⁵	to³⁵			to³⁵	tu³⁵	tuo⁵⁵	to³⁵	to³⁵	tɔ⁵⁵	to³⁵		tɔ⁴¹	tɔ³¹	tɔ³¹	tɔ⁴¹
4963	-	-	-	-	-	-	-	磺																																								
4964	-	-	-	-	-	-	-	躺	tʰoŋ³⁵		tʰon2									tʰɔŋ³⁵																												
4965	-	-	-	-	-	-	-	罕	fəŋ³⁵		fən2									fun³⁵																												
4966	-	-	-	-	-	-	-	耙	pʰa²¹		pʰa4									pha³¹																												
4967	-	-	-	-	-	-	-	嘴	tsui¹³|tsui¹³	ʧui³⁵	tʃui3	ʧɔi³⁵	ʦui³⁵	ʦui²³	ʧui³⁵|ʧui⁴⁴	ʧui³⁴	ʧui⁴⁵	ʧui³⁵	ʧθ35	ʧɵ³⁵	ʧɵ44 ʧɵ35	ʧɵ35	ʧui³⁵	ʧui³⁵	ʧui³³|ʧui³⁵	ʧøy³⁵	ʧui³⁵	ʧui³⁵	ʧue³⁵	ʧɵ³⁵	ʧui³⁵	ʧoi³⁵	ʧøy³⁵	ʧui³⁵			ʧui³⁵	ʧui³⁵	ʧui⁵⁵	ʧui³⁵	ʧui³⁵	ʧøy³⁵	ʧui³⁵		ʦui⁴¹	ʦui³¹	ʦui³¹	ʦui⁴¹
4968	-	-	-	-	-	-	-	瑪			ma3																																					
4969	-	-	-	-	-	-	-	間	kæŋ¹³|kæŋ¹³|kæŋ⁴³	kaŋ³³	kan1	kiaŋ³⁴|kiaŋ⁵⁵⁴	kɛŋ³²	kaŋ³¹	kɛŋ²³	kaŋ³³	kɛŋ³²	kɛŋ²³	kɛŋ23	mɐn³⁴|kɛŋ²³|kɛŋ⁴⁴³	kɛŋ23	kɛŋ23	kaŋ³²	kɛŋ²³	kɛŋ²³	kɛŋ²³|kɛŋ⁵⁵	kẽ³²	kaŋ³¹	kaŋ⁵⁵³	kɛŋ²³	kæŋ³²	kaŋ²²	kaŋ⁵³	kaŋ²²	kán	gaan	kaŋ³¹	kaŋ³²	kiaŋ³²	kɛŋ²³	kɛŋ²³	kan²²	kɛŋ²³		kan²³	kan²³	kan³⁴	kan³⁴
4970	-	-	-	-	-	-	-	籽			tʃɐi2																																					
4971	-	-	-	-	-	-	-	瑙																																								
4972	-	-	-	-	-	-	-	啤			pɛ0																								p′e	pe												
4973	-	-	-	-	-	-	-	餃	kau³⁵		kau.2									kau³⁵|kau⁴⁴³																												
4974	-	-	-	-	-	-	-	揪												ʧʰau²³																												
4975	-	-	-	-	-	-	-	餵																																								
4976	-	-	-	-	-	-	-	揍			tʃɔ3																																					
4977	-	-	-	-	-	-	-	餡	sɐu¹³		han6																																					
4978	-	-	-	-	-	-	-	淌			tʰon2																																					
4979	-	-	-	-	-	-	-	嶄			tʃan2																																					
4980	-	-	-	-	-	-	-	淘	tʰɐu²¹		tʰəu4									thɐu³¹																												
4981	-	-	-	-	-	-	-	釉	jiɐu⁴³											jau[9]小稱變調³⁵																												
4982	-	-	-	-	-	-	-	擤																											sang	sang												
4983	-	-	-	-	-	-	-	擦	tsʰaʔ0¹³	ʧʰak³⁴	tʃʰaʔ8	ʧʰiak²³	ʦʰɛk²³	ʦʰɑ²³	ʧʰɛ³⁴	ʧʰa³⁴	ʧʰɛk²⁴	ʧʰɛ³⁴	ʧʰɛ34	ʧʰɛ³⁴	ʧhɛ34	ʧhɛ34	ʧʰak⁵|ʧʰak³⁴	ʧʰe³⁴	ʧʰɛ³³	ʧʰɛ³⁴	ʧʰe³⁴|ʧʰeʔ⁵	ʧʰa²⁴	ʧʰak²³	ʧʰe⁴³	ʧʰæk²	ʧʰak³	ʧʰak³	ʧʰa²³	ts′át	caat	ʧʰa²³	ʧʰak³	ʧʰiak²³	ʧʰe³⁴	ʧʰɛ³⁴	ʧʰat³	ʧʰɛ³⁴		ʦʰat³	ʦʰat³|ʦʰa²³	ʦʰat³	ʦʰat³
4984	-	-	-	-	-	-	-	嚕																																								
4985	-	-	-	-	-	-	-	嚐																																								
4986	-	-	-	-	-	-	-	擱	kok0¹³		koʔ8									kɔ³⁴																												
4987	-	-	-	-	-	-	-	嚎			həu4																																					
4988	-	-	-	-	-	-	-	擂			lui4																																					
4989	-	-	-	-	-	-	-	桿	kəŋ⁵⁵																																							
4990	-	-	-	-	-	-	-	胸			hŋ̩1									pʰɐu³⁵|hoŋ²³																												
4991	-	-	-	-	-	-	-	刨	pʰau²¹		pʰau4									pʰau³¹																												
4992	-	-	-	-	-	-	-	胚	pʰui⁵⁵		pʰui									phɵ²³																												
4993	-	-	-	-	-	-	-	挖	uaʔ0¹³|uaʔ0¹³	vak³⁴	vaʔ8	wiak²³	vɛk²³	vak²³	wɛ³⁴	wa³⁴	vɛk²⁴	wɛ³⁴	Wɛ34	wɛ³⁴|wak³	wɛ34	wɛ34	wak⁵|wak³⁴	we³⁴	wɛ³³	wɛ³⁴	we³⁴	va²⁴	wak²³	we³⁴	wæk²	wak³	wak³	wak²³			wa²³	wak³	wiak⁵	we³⁴	wɛ³⁴	wat⁵	wɛ³⁴		vat³	vat³	vat³	vat³
4994	-	-	-	-	-	-	-	碗	uəŋ³⁵	vɤŋ³⁵	vən2	woŋ³⁵	vəŋ⁵⁵	vəŋ⁵⁵	wun³⁵	wəŋ³⁵	vɤŋ⁴⁵	woŋ³⁵	wun35	wun³⁵	wun35	wun35	wəŋ⁵⁵	won³⁵	win³⁵	woŋ³⁵	wun⁵⁵	vɤŋ³⁵	wuŋ³⁵	wun³⁵	wəŋ⁵⁵	woŋ⁵⁵	wun³⁵	woŋ³⁵			woŋ³⁵	wəŋ³⁵	wun⁵⁵	wun³⁵	wun³⁵	wun⁵⁵	wun³⁵		vɔn⁴¹	vɔn³¹	vɔn³¹	vɔn⁴¹|van⁴¹
4995	-	-	-	-	-	-	-	碟	tit0⁴³	tit³	tiʔ9	tit⁵	tek²	tit³	tit³	tit³	tɪk³	tit³	tit3	tit³	tit3	tit3	tʰek³|tek³⁴	tit³	tit³	tit³	tʰit³|tit³	tit³	tik³	tit³	tit²	tit³	tit³	tit²	tít	dit	tit³	tik³	tit³	tit³	tiʔ³	tʰit³	tit³		tʰiak⁵	tʰiap⁵	tʰiap⁵	tʰiap⁵
4996	-	-	-	-	-	-	-	碘			tin2																																					
4997	-	-	-	-	-	-	-	碳			tʰan3																																					
4998	-	-	-	-	-	-	-	碰			pʰən3									pʰoŋ⁴⁴³																												
4999	-	-	-	-	-	-	-	觔																																								
5000	-	-	-	-	-	-	-	熔			jən4									joŋ³¹																												
5001	-	-	-	-	-	-	-	颳																																								
5002	-	-	-	-	-	-	-	琉	lɐu²¹		lɔ4									lau³¹																												
5003	-	-	-	-	-	-	-	嗖																																								
5004	-	-	-	-	-	-	-	榕			jən4																																					
5005	-	-	-	-	-	-	-	缽												put³																												
5006	-	-	-	-	-	-	-	您			lɐi3																																					
5007	-	-	-	-	-	-	-	搧	sin¹³																																							
5008	-	-	-	-	-	-	-	搬	pəŋ⁴³	pɤŋ³³	pən1	poŋ³⁴	pəŋ³²	pəŋ³¹	pun²³	pəŋ³³	pɤŋ³²	poŋ²³	pun23	pun²³	pun23	pun23	pəŋ³²	pon²³	pin²³	poŋ²³|poŋ⁵⁵	pɔ̃³²	pɤŋ³¹	puŋ⁵⁵³	pun²³	pəŋ³²	poŋ²²	pun⁵³	poŋ²²			poŋ³¹	pəŋ³²	pun³²	pun²³	pun²³	pun²²	pun²³		pan²³	pan²³	pan³⁴	pan³⁴
5009	-	-	-	-	-	-	-	噹																																								
5010	-	-	-	-	-	-	-	噸			tɐn0																																					
5011	-	-	-	-	-	-	-	搗			təu2									tɐu³⁵																												
5012	-	-	-	-	-	-	-	跺			tu2																																					
5013	-	-	-	-	-	-	-	褂																																								
5014	-	-	-	-	-	-	-	搞	kau³⁵		kau.2									kau³⁵																												
5015	-	-	-	-	-	-	-	舔			tʰin3																																					
5016	-	-	-	-	-	-	-	鞍	uəŋ³¹		vən1									wun[9]小稱變調³⁵																												
5017	-	-	-	-	-	-	-	捱	ŋai²¹																																							
5018	-	-	-	-	-	-	-	捆			kʰɐn2									kʰwɐn³⁵																												
5019	-	-	-	-	-	-	-	癱			tʰan2									tʰɛŋ²³																												
5020	-	-	-	-	-	-	-	灶		ʧɐu³⁴	tʃəu3	ʧou⁴⁴³	ʦɐu³⁴	ʦɐu²³	ʧɐu⁴⁴	ʧɐu³⁴	ʧɐu²⁴	ʧɐu³⁴	ʧɐu443	ʧɐu⁴⁴³	ʧɐu44	ʧɐu44	ʧɐu²⁴	ʧɐu³⁴	ʧɐu³³	ʧəu⁴⁴³	ʧɑu³⁵	ʧɐu²⁴	ʧou⁴⁴	ʧɐu⁴³	ʧɐu²³	ʧɐu³⁵	ʧou⁴³	ʧɐu²³			ʧɐu²³	ʧɐu²³	ʧau³⁴	ʧɐu³⁴	ʧou³³	ʧau³⁵	ʧɐu³⁴		ʦau⁵¹	ʦau⁵¹	ʦau⁵²	ʦɔ⁵¹|ʦau⁵¹
5021	-	-	-	-	-	-	-	峰			fən4									foŋ²³																												
5022	-	-	-	-	-	-	-	壟			lən5									loŋ³⁴																												
5023	-	-	-	-	-	-	-	肇																																								
5024	-	-	-	-	-	-	-	摹	mɐu²¹		məu4									mɐu³¹																												
5025	-	-	-	-	-	-	-	嘀																																								
5026	-	-	-	-	-	-	-	摀																																								
5027	-	-	-	-	-	-	-	嘟																																								
5028	-	-	-	-	-	-	-	嘛																																								
5029	-	-	-	-	-	-	-	摔	sɐt0⁴³		ʃɐʔ7									ʃak⁵																												
5030	-	-	-	-	-	-	-	腺			ʃin3																																					
5031	-	-	-	-	-	-	-	槓																																								
5032	-	-	-	-	-	-	-	輛	liøŋ³⁵		lɛn2									lœŋ³⁵																												
5033	-	-	-	-	-	-	-	騙	pʰin¹³	pʰin³⁴	pʰin3	pʰin⁴⁴³	pʰeŋ³⁴	pʰin²³	pʰin⁴⁴	pʰin³⁴	pʰɪŋ²⁴	pʰin³⁴	pʰin443	pʰin⁴⁴³	phin44	phin44	pʰeŋ²⁴	pʰin³⁴	pʰin³³	pʰin⁴⁴³	pʰin³⁴	pʰin²⁴	pʰiŋ⁴⁴	pʰin⁴³	pʰin²³	pʰin³⁵	pʰin⁴³	pʰin²³			pʰin²³	pʰiŋ²³	pʰin³⁴	pʰin³⁴	pʰin³⁴	pʰin³⁵	pʰin³⁴		pʰɛn⁵¹	pʰɛn⁵¹	pʰɛn⁵²	pʰɛn⁵¹
5034	-	-	-	-	-	-	-	筷	fai¹³		fai6									fai⁴⁴³																												
5035	-	-	-	-	-	-	-	惦			tin6																																					
5036	-	-	-	-	-	-	-	霉																																								
5037	-	-	-	-	-	-	-	瀟												ʃa³⁵																												
5038	-	-	-	-	-	-	-	瀕			pʰɐn4																																					
5039	-	-	-	-	-	-	-	籐																																								
5040	-	-	-	-	-	-	-	鋁			lui3																																					
5041	-	-	-	-	-	-	-	錶	piu⁵⁵																																							
5042	-	-	-	-	-	-	-	崑																																								
5043	-	-	-	-	-	-	-	崙	lɐn²¹																																							
5044	-	-	-	-	-	-	-	崁																																								
5045	-	-	-	-	-	-	-	簑																																								
5046	-	-	-	-	-	-	-	群	kʰɐn²¹		kʰɐn4									kʰwɐn³¹																												
5047	-	-	-	-	-	-	-	怎			tʃɔn2																																					
5048	-	-	-	-	-	-	-	嗨																																								
5049	-	-	-	-	-	-	-	嗯																																								
5050	-	-	-	-	-	-	-	嗡			jən1																																					
5051	-	-	-	-	-	-	-	嗦			ʃu0																																					
5052	-	-	-	-	-	-	-	嗶																																								
5053	-	-	-	-	-	-	-	嗎			ma0																																					
5054	-	-	-	-	-	-	-	嗆			tʃʰɛn1																																					
5055	-	-	-	-	-	-	-	嗅	tsʰɐu¹³											ʧʰau⁴⁴³																												
5056	-	-	-	-	-	-	-	齣																																								
5057	-	-	-	-	-	-	-	嗓	soŋ³¹		ʃon1																																					
5058	-	-	-	-	-	-	-	獗																																								
5059	-	-	-	-	-	-	-	峇																																								
5060	-	-	-	-	-	-	-	鱷			ŋoʔ9									ŋɔk³																												
5061	-	-	-	-	-	-	-	舺																																								
5062	-	-	-	-	-	-	-	溯			ʃoʔ8																																					
5063	-	-	-	-	-	-	-	峪																																								
5064	-	-	-	-	-	-	-	塭																																								
5065	-	-	-	-	-	-	-	烤	hau⁵⁵		hau1									hau³⁵																												
5066	-	-	-	-	-	-	-	烯																																								
5067	-	-	-	-	-	-	-	烷																																								
5068	-	-	-	-	-	-	-	烹	pʰæŋ³¹		pan1									pʰɛŋ²³																												
5069	-	-	-	-	-	-	-	塌	lɔŋ¹³		tʰaʔ8									tha⁴⁴³																												
5070	-	-	-	-	-	-	-	膛			tʰon4																																					
5071	-	-	-	-	-	-	-	篛																																								
5072	-	-	-	-	-	-	-	辣	læʔ0⁴³	lak³	laʔ9	liak³	lɛk²	lak³	ŋɛʔ³	lak³	lɛk³	lɛk³	1ɛk3	lɛk³	ŋɛk3	lɛk3	lak³	gek³	lɛk³	lek³	leʔ³	lak³	lak³	leʔ³	læk²	lak³	gak³	lak²			lak³	lak³	liak³	ŋɛk³	gɛʔ³	lat³	lɛk³		lat⁵	lat⁵	lat⁵	dat⁵
5073	-	-	-	-	-	-	-	匆			tʃʰən1									ʧhoŋ²³																												
5074	-	-	-	-	-	-	-	睬	tsʰui³⁵		tʃʰui2									ʧʰɵ³⁵																												
5075	-	-	-	-	-	-	-	銲	fəŋ⁵⁵																																							
5076	-	-	-	-	-	-	-	睏																																								
5077	-	-	-	-	-	-	-	謊	foŋ³¹		fon1									fɔŋ²³																												
5078	-	-	-	-	-	-	-	裡			lɐi3									lɐi³⁴																												
5079	-	-	-	-	-	-	-	儘	tsɐn⁴³																																							
5080	-	-	-	-	-	-	-	岔	tsʰa³¹		tʃʰa1									ʧʰa²³																												
5081	-	-	-	-	-	-	-	滾	kuɐn³⁵	kɐŋ³⁵	kɐn2	kwan³⁵	kaŋ⁵⁵	kɐŋ⁵⁵	kwɐn³⁵	kwɔn³⁵	kɐŋ⁴⁵	kwɐm³⁵	kwɐn35	kwɐn³⁵	kuɐn35	kuɐn35	kɐŋ⁵⁵	kwɐn³⁵	kwɐn³⁵	kwan³⁵	kwan⁵⁵	kwʌn³⁵	kʰwɐŋ³⁵|kwɐŋ³⁵	kwɐn³⁵	kɐn⁵⁵	kɐn⁵⁵	kwɐn³⁵	kwɐn³⁵			kwan³⁵	kɐn³⁵	kuən⁵⁵	kwɐn³⁵	kwɐn³⁵	kɐn⁵⁵	kwɐn³⁵		kʰun⁴¹	kʰun³¹	kʰun³¹	kʰun⁴¹
5082	-	-	-	-	-	-	-	岩		ŋaŋ²¹	ŋan4	gaŋ²¹	ŋeŋ²¹	ŋaŋ²¹	ŋaŋ²¹	gaŋ²²	ŋɛŋ²¹	ŋaŋ²¹	ŋaŋ31	ŋaŋ³¹	ŋaŋ31	ŋaŋ31	gaŋ²¹	gaŋ³¹	gaŋ³¹	ŋaŋ²¹	giɑm²¹|gɑm²¹	ŋaŋ²¹	aŋ²²¹	ŋaŋ³¹	gæŋ²¹	ŋaŋ²¹	gaŋ²¹	ŋaŋ²¹			ŋaŋ²¹	gaŋ²¹	gaŋ²¹	ŋaŋ²¹	gaŋ²¹	gan²¹	ŋaŋ²¹		gaŋ²¹	ŋam²¹	ŋam²¹	gam²²
5083	-	-	-	-	-	-	-	喲																																								
5084	-	-	-	-	-	-	-	喳																																								
5085	-	-	-	-	-	-	-	喂			vɔi3																																					
5086	-	-	-	-	-	-	-	喇			la0																																					
5087	-	-	-	-	-	-	-	臟	tsioŋ⁴³																																							
5088	-	-	-	-	-	-	-	罈																																								
5089	-	-	-	-	-	-	-	迤																																								
5090	-	-	-	-	-	-	-	蛋	tæŋ⁴³		tan6									ʧau³⁵|tɛŋ[9]小稱變調³⁵																												
5091	-	-	-	-	-	-	-	僱																																								
5092	-	-	-	-	-	-	-	魂	vɐn²¹	vɐŋ²¹	vɐn4	wan²¹	vaŋ²¹	vɐŋ²¹	wɐn²¹	wɔn²²	vɐŋ²¹	wɐm²¹	wɐn31	wɐn³¹	wɐn31	wɐn31	wɐŋ²¹	wɐn³¹	wɐn³¹	wan²¹	wan²¹	vʌn²¹	wɐŋ²²¹	wɐn³¹	wɐn²¹	wɐn²¹	wɐn²¹	wɐn²¹			wan²¹	wɐn²¹	wən²¹	wɐn²¹	wɐn²¹	wɐn²¹	wɐn²¹		zun²¹	fun²¹	fun²¹	fun²²
5093	-	-	-	-	-	-	-	魷																																								
5094	-	-	-	-	-	-	-	啦			la0																																					
5095	-	-	-	-	-	-	-	啊			ŋa3																																					
5096	-	-	-	-	-	-	-	啃			hɔn2									hɐn³⁵																												
5097	-	-	-	-	-	-	-	啟	kʰɔi³⁵		kʰɔi2									kʰɔi³⁵															koí	goi												
5098	-	-	-	-	-	-	-	矽			kɔi1																																					
5099	-	-	-	-	-	-	-	鈾																																								
5100	-	-	-	-	-	-	-	孢																																								
5101	-	-	-	-	-	-	-	蹧																																								
5102	-	-	-	-	-	-	-	屜			tʰɔi3																																					
5103	-	-	-	-	-	-	-	忑																																								
5104	-	-	-	-	-	-	-	忐																																								
5105	-	-	-	-	-	-	-	唷																																								
5106	-	-	-	-	-	-	-	唔																											m	m												
5107	-	-	-	-	-	-	-	蝴	fu²¹		fu4									fu³¹															fú	fu												
5108	-	-	-	-	-	-	-	鬍	fu²¹																										fú	fu												
5109	-	-	-	-	-	-	-	懂		tɤŋ³⁵	tən2	toŋ³⁵	təŋ⁵⁵	təŋ⁵⁵	toŋ³⁵	təŋ³⁵	tɤŋ⁴⁵	toŋ³⁵	toŋ35	toŋ³⁵	toŋ35	toŋ35	təŋ⁵⁵	toŋ³⁵	tuŋ³⁵	toŋ³⁵	toŋ⁵⁵	tɤŋ³⁵	toŋ³⁵	toŋ³⁵	təŋ⁵⁵	toŋ⁵⁵	toŋ³⁵	toŋ³⁵			toŋ³⁵	təŋ³⁵	toŋ⁵⁵	toŋ³⁵	toŋ³⁵	toŋ⁵⁵	toŋ³⁵		tuŋ⁴¹	toŋ³¹	tuŋ³¹	toŋ⁴¹
5110	-	-	-	-	-	-	-	鏽			ʃɔ3									ʃau⁴⁴³																												
5111	-	-	-	-	-	-	-	糰	tʰin²¹																																							
5112	-	-	-	-	-	-	-	傢																																								
5113	-	-	-	-	-	-	-	伙																																								
5114	-	-	-	-	-	-	-	櫥			tʃʰi4																																					
5115	-	-	-	-	-	-	-	湧			tʃʰən1;jən2									ʧhoŋ²³|joŋ³⁵																												
5116	-	-	-	-	-	-	-	燙	tʰoŋ⁴³		tʰon3									tʰɔŋ³⁴																												
5117	-	-	-	-	-	-	-	尷	kæŋ⁴³											kaŋ²³																												
5118	-	-	-	-	-	-	-	愣																																								
5119	-	-	-	-	-	-	-	哼			han1																								hán	haan												
5120	-	-	-	-	-	-	-	哪	na²¹|na⁴³		la3									na³⁴																												
5121	-	-	-	-	-	-	-	哩																																								
5122	-	-	-	-	-	-	-	勾	ŋɐu³¹|ŋɐu³¹		kɔ1									kau²³|ŋau²³																												
5123	-	-	-	-	-	-	-	哞																																								
5124	-	-	-	-	-	-	-	瞄			miu4																																					
5125	-	-	-	-	-	-	-	瞌												hɔk⁵																												
5126	-	-	-	-	-	-	-	瞧			tʃʰiu4									ʧʰiu³¹																												
5127	-	-	-	-	-	-	-	靛																																								
5128	-	-	-	-	-	-	-	嬤																																								
5129	-	-	-	-	-	-	-	耍			ʃa2									ʃa³⁵																												
5130	-	-	-	-	-	-	-	稿	kɐu³⁵		kəu1									kɐu³⁵																												
5131	-	-	-	-	-	-	-	另			lɐn6									ləŋ⁴⁴³																												
5132	-	-	-	-	-	-	-	叭			pa0																																					
5133	-	-	-	-	-	-	-	茉			məʔ9																																					
5134	-	-	-	-	-	-	-	叼			tiu1																																					
5135	-	-	-	-	-	-	-	覷																																								
5136	-	-	-	-	-	-	-	茼												wi³¹																												
5137	-	-	-	-	-	-	-	茲												ʧɐi²³																												
5138	-	-	-	-	-	-	-	螞			ma3																																					
5139	-	-	-	-	-	-	-	艙			tʃʰon1									ʧʰɔŋ²³																												
5140	-	-	-	-	-	-	-	你	nɐi¹³|nɐi¹³		lɐi3									nɐi³⁴															néí;꜃néí;꜃néí;꜃néí;꜃néí	nei;nei5;nei5;nei5;nei5												
5141	-	-	-	-	-	-	-	佣																																								
5142	-	-	-	-	-	-	-	樣	jiøŋ⁴³|jiøŋ⁴³	jøŋ⁴⁴	jɛn6	jœŋ³³²	zœŋ³³	zœŋ³³	jiu⁴⁴	jɛŋ⁴⁴	jœŋ⁴³	jœŋ³³	jœŋ443	jœŋ⁴⁴³	jœŋ44	jœŋ44	jøŋ³³	jiu⁴⁴³	joŋ³³	jøŋ⁴⁴³	jøŋ³³	jɛŋ⁴²	jɔŋ⁴¹	jøŋ⁴³	jøŋ⁴³	jøŋ⁴⁴	jɔŋ⁴³	jœŋ³³	yöng꜄	joeng3	jœŋ⁴¹	jɛŋ⁴⁴	jiɔŋ³³	jøŋ⁴⁴³	jœŋ³³	jøŋ⁴⁴	jœŋ³²		zɔŋ⁵¹	zɔŋ³¹	zɔŋ³¹	zɔŋ⁴¹
5143	-	-	-	-	-	-	-	票	pʰiu¹³	pʰiu³⁴	pʰiu3	pʰiu⁴⁴³	pʰiu³⁴	pʰiu²³	pʰiu⁴⁴	pʰiu³⁴	pʰiu²⁴	pʰiu³⁴	pʰiu443	pʰiu⁴⁴³	phiu44	phiu44	pʰiu²⁴	pʰiu³⁴	pʰiu³³	pʰiu⁴⁴³	pʰiu³⁵	pʰiu²⁴	pʰiu⁴⁴	pʰiu⁴³	pʰiu²³	pʰiu³⁵	pʰiu⁴³	pʰiu²³	píú	biu	pʰiu²³	pʰiu²³	pʰiu³⁴	pʰiu³⁴	pʰiu³⁴	pʰiu³⁵	pʰiu³⁴		pʰiau⁵¹	pʰiau⁵¹	pʰiau⁵²	pʰiau⁵¹
5144	-	-	-	-	-	-	-	祂																																								
5145	-	-	-	-	-	-	-	颱																																								
5146	-	-	-	-	-	-	-	嘿																																								
5147	-	-	-	-	-	-	-	燜																																								
5148	-	-	-	-	-	-	-	褲	fu¹³	fu³⁴	fu3	fu⁴⁴³	fu³⁴	fu²³	fu⁴⁴	fu³⁴	fu²⁴	fu³⁴	fu443	fu⁴⁴³	fu44	fu44	fu²⁴	fo³⁴	fu³³	fu⁴⁴³	fu³⁴	fu²⁴	ɸu⁴⁴	fu⁴³	fu²³	fu³⁵	fu⁴³	fu²³			fu²³	fu²³	fu³⁴|fu³³	fu³⁴	fu³⁴	fu³⁵	fu³⁴		kʰu⁵¹	fu²¹	fu⁵²	fu⁵¹
5149	-	-	-	-	-	-	-	癌			ŋan4																																					
5150	-	-	-	-	-	-	-	癒																																								
5151	-	-	-	-	-	-	-	蠕			ji4																																					
5152	-	-	-	-	-	-	-	蠔																																								
5153	-	-	-	-	-	-	-	嫦																																								
5154	-	-	-	-	-	-	-	嫻																																								
5155	-	-	-	-	-	-	-	倆			lɛn3																																					
5156	-	-	-	-	-	-	-	橛																																								
5157	-	-	-	-	-	-	-	橛																																								
5158	-	-	-	-	-	-	-	倘			tʰon2									tʰɔŋ³⁵																												
5159	-	-	-	-	-	-	-	們			mən4																																					
5160	-	-	-	-	-	-	-	濾	lui⁴³		lui6									nɵ⁴⁴³																												
5161	-	-	-	-	-	-	-	厘			lɐi4									lɐi³¹																												
5162	-	-	-	-	-	-	-	咱			tʃa1																																					
5163	-	-	-	-	-	-	-	咯																																								
5164	-	-	-	-	-	-	-	咩																											me	me												
5165	-	-	-	-	-	-	-	咪																											múí꜅	mui6												
5166	-	-	-	-	-	-	-	咕			ku2																																					
5167	-	-	-	-	-	-	-	咖			kaʔ8																																					
5168	-	-	-	-	-	-	-	咐	fu¹³		fu6									fu⁴⁴³																												
5169	-	-	-	-	-	-	-	咒	ʦɐu¹³		tʃɔ3									ʧau⁴⁴³																												
5170	-	-	-	-	-	-	-	咚																																								
5171	-	-	-	-	-	-	-	喵																																								
5172	-	-	-	-	-	-	-	緡																																								
5173	-	-	-	-	-	-	-	癮			jɐn3									jɐn³⁴																												
5174	-	-	-	-	-	-	-	瘋			fən4									foŋ²³																												
5175	-	-	-	-	-	-	-	腮	sui³¹		ʃui1									ʃɵ²³																												
5176	-	-	-	-	-	-	-	簽	tsʰin³¹	ʧʰin³³	ʧʰin1	ʧʰin³⁴|ʧʰin⁵⁵⁴	ʦʰeŋ³²	ʦʰin³¹	ʧʰin²³	ʧʰin³³	ʧʰɪŋ³²	ʧʰin²³	ʧʰin23	ʧʰin²³|ʧʰin²³	ʧhin23	ʧhin23	ʧʰeŋ³²	ʧʰin²³	ʧʰin²³	ʧʰin⁵⁵	ʧʰin³²	ʧʰin³¹	ʧʰiŋ⁵⁵³	ʧʰin²³	ʧʰin³²	ʧʰin²²	ʧʰin⁵³	ʧʰin²²	ts′ím	cim	ʧʰin³¹	ʧʰiŋ³²	ʧʰin³²	ʧʰin²³	ʧʰin²³	ʧʰin²²	ʧʰin²³		ʦʰiaŋ²³	ʦʰiam²³	ʦʰiam³⁴	ʦʰiam³⁴
5177	-	-	-	-	-	-	-	嚷			jɛn6																																					
5178	-	-	-	-	-	-	-	媳	sɐk0³¹		ʃɐʔ7									ʃək⁵																												
