字目	读音	注释	声母	声母(原)	韵母	声调	声调（调类)	(声母)
幅	pak32		p	p	ak	32	7	p
腹	pak32	肚～：肚子；肚量	p	p	ak	32	7	p
別	pak32	认识	p	p	ak	32	7	p
縛	pak32		p	p	ak	32	7	p
剝	pak32		p	p	ak	32	7	p
亳	pak32		p	p	ak	32	7	p
□	pak32	知道	p	p	ak	32	7	p
輻	pak32	～射	p	p	ak	32	7	p
縛	pak5	绑	p	p	ak	5	8	p
別	pak5	白，～人	p	p	ak	5	8	p
博	pʰak32	～士	pʰ	pʰ	ak	32	7	pʰ
瀑	pʰak32		pʰ	pʰ	ak	32	7	pʰ
雹	pʰak5		pʰ	pʰ	ak	5	8	pʰ
曝	pʰak5	晒	pʰ	pʰ	ak	5	8	pʰ
墨	bak5		b	b	ak	5	8	b
木	bak5		b	b	ak	5	8	b
摸	mak32	手沾到液体	m	m	ak	32	7	m
目	mak5	白读。～水好：眼力好	m	m	ak	5	8	m
达	tak5	～到	t	t	ak	5	8	t
值	tak5		t	t	ak	5	8	t
毒	tak5		t	t	ak	5	8	t
達	tak5		t	t	ak	5	8	t
龘	tak5		t	t	ak	5	8	t
拓	tʰak32		tʰ	tʰ	ak	32	7	tʰ
踢	tʰak32		tʰ	tʰ	ak	32	7	tʰ
龖	tʰak32		tʰ	tʰ	ak	32	7	tʰ
讀	tʰak5		tʰ	tʰ	ak	5	8	tʰ
落	lak32	脱落下来	l	l	ak	32	7	l
栗	lak5	板～	l	l	ak	5	8	l
力	lak5		l	l	ak	5	8	l
六	lak5		l	l	ak	5	8	l
樂	lak5	快～	l	l	ak	5	8	l
札	tsak32		ts	ts	ak	32	7	ts
作	tsak32		ts	ts	ak	32	7	ts
節	tsak32	～约（估计）	ts	ts	ak	32	7	ts
扎	tsak32		ts	ts	ak	32	7	ts
煠	tsak5		ts	ts	ak	5	8	ts
實	tsak5	雨～（雨下得大），tãi6～（口感紧实）	ts	ts	ak	5	8	ts
擦	tsʰak32		tsʰ	tsʰ	ak	32	7	tsʰ
察	tsʰak32		tsʰ	tsʰ	ak	32	7	tsʰ
漆	tsʰak32		tsʰ	tsʰ	ak	32	7	tsʰ
鑿	tsʰak5		tsʰ	tsʰ	ak	5	8	tsʰ
賊	tsʰak5		tsʰ	tsʰ	ak	5	8	tsʰ
撒	sak32		s	s	ak	32	7	s
虱	sak32		s	s	ak	32	7	s
塞	sak32	～车	s	s	ak	32	7	s
薩	sak32		s	s	ak	32	7	s
各	kak32		k	k	ak	32	7	k
角	kak32		k	k	ak	32	7	k
結	kak32	打～	k	k	ak	32	7	k
覺	kak32	～得	k	k	ak	32	7	k
咳	kʰak32		kʰ	kʰ	ak	32	7	kʰ
霍	kʰak32		kʰ	kʰ	ak	32	7	kʰ
藿	kʰak32		kʰ	kʰ	ak	32	7	kʰ
確	kʰak32		kʰ	kʰ	ak	32	7	kʰ
殼	kʰak32		kʰ	kʰ	ak	32	7	kʰ
麯	kʰak32	白：酒～粿	kʰ	kʰ	ak	32	7	kʰ
鄂	ŋak5		ŋ	ŋ	ak	5	8	ŋ
鱷	ŋak5		ŋ	ŋ	ak	5	8	ŋ
噩	ŋak5		ŋ	ŋ	ak	5	8	ŋ
嶽	ŋak5		ŋ	ŋ	ak	5	8	ŋ
喝	hak32	喝彩	h	h	ak	32	7	h
瞎	hak32		h	h	ak	32	7	h
□	hak32	购置	h	h	ak	32	7	h
郝	hak32		h	h	ak	32	7	h
壑	hak32		h	h	ak	32	7	h
轄	hak32		h	h	ak	32	7	h
褐	hak32		h	h	ak	32	7	h
學	hak5		h	h	ak	5	8	h
抑	ak32	训			ak	32	7	〇
沃	ak32	淋湿			ak	32	7	〇
惡	ak32	罪～			ak	32	7	〇
噁	ak32				ak	32	7	〇
遏	ak32				ak	32	7	〇
別	piak5		p	p	iak	5	8	p
啪	pʰiak32		pʰ	pʰ	iak	32	7	pʰ
氕	pʰiak32		pʰ	pʰ	iak	32	7	pʰ
瞥	pʰiak32		pʰ	pʰ	iak	32	7	pʰ
弼	pʰiak5		pʰ	pʰ	iak	5	8	pʰ
蔑	miak5		m	m	iak	5	8	m
滅	miak5		m	m	iak	5	8	m
□	tiak32	用手指弹	t	t	iak	32	7	t
哲	tiak32		t	t	iak	32	7	t
蜇	tiak32		t	t	iak	32	7	t
侄	tiak32		t	t	iak	32	7	t
跌	tiak32		t	t	iak	32	7	t
秩	tiak32		t	t	iak	32	7	t
喆	tiak32	用于人名	t	t	iak	32	7	t
窒	tiak32		t	t	iak	32	7	t
跌	tiak5		t	t	iak	5	8	t
迭	tiak5		t	t	iak	5	8	t
撤	tʰiak32		tʰ	tʰ	iak	32	7	tʰ
徹	tʰiak32		tʰ	tʰ	iak	32	7	tʰ
列	liak5		l	l	iak	5	8	l
栗	liak5		l	l	iak	5	8	l
略	liak5	文，楚～（随便）	l	l	iak	5	8	l
烈	liak5		l	l	iak	5	8	l
浙	tsiak32		ts	ts	iak	32	7	ts
嚼	tsiak32		ts	ts	iak	32	7	ts
酌	tsiak32		ts	ts	iak	32	7	ts
即	tsiak32		ts	ts	iak	32	7	ts
灼	tsiak5		ts	ts	iak	5	8	ts
切	tsʰiak32		tsʰ	tsʰ	iak	32	7	tsʰ
雀	tsʰiak32		tsʰ	tsʰ	iak	32	7	tsʰ
鵲	tsʰiak32		tsʰ	tsʰ	iak	32	7	tsʰ
若	dziak5		dz	dz	iak	5	8	dz
弱	dziak5		dz	dz	iak	5	8	dz
熱	dziak5		dz	dz	iak	5	8	dz
屑	siak32		s	s	iak	32	7	s
勺	siak32		s	s	iak	32	7	s
設	siak32		s	s	iak	32	7	s
亵	siak32		s	s	iak	32	7	s
芍	siak5		s	s	iak	5	8	s
吉	kiak32		k	k	iak	32	7	k
結	kiak32		k	k	iak	32	7	k
潔	kiak32		k	k	iak	32	7	k
桔	kiak32	桔梗	k	k	iak	32	7	k
傑	kiak5		k	k	iak	5	8	k
厥	kʰiak32		kʰ	kʰ	iak	32	7	kʰ
卻	kʰiak32		kʰ	kʰ	iak	32	7	kʰ
□	kʰiak5	用刷子刷	kʰ	kʰ	iak	5	8	kʰ
吃	ŋiak32		ŋ	ŋ	iak	32	7	ŋ
孽	ŋiak5		ŋ	ŋ	iak	5	8	ŋ
虐	ŋiak5		ŋ	ŋ	iak	5	8	ŋ
孶	ŋiak5		ŋ	ŋ	iak	5	8	ŋ
燁	iak32				iak	32	7	〇
約	iak32				iak	32	7	〇
爍	iak32	俗读			iak	32	7	〇
曄	iak32				iak	32	7	〇
跃	iak32				iak	32	7	〇
曰	iak5	又			iak	5	8	〇
躍	iak5				iak	5	8	〇
般	pfuak32	～若	pf	p	uak	32	7	p
拔	pfuak5		pf	p	uak	5	8	p
勃	pfuak5		pf	p	uak	5	8	p
撇	pfʰuak32		pfʰ	pʰ	uak	32	7	pʰ
末	ɱuak5		ɱ	m	uak	5	8	m
閱	luak32		l	l	uak	32	7	l
劣	luak32		l	l	uak	32	7	l
拙	tsuak32		ts	ts	uak	32	7	ts
輟	tsʰuak32		tsʰ	tsʰ	uak	32	7	tsʰ
綴	tsʰuak32		tsʰ	tsʰ	uak	32	7	tsʰ
綽	tsʰuak32	～号	tsʰ	tsʰ	uak	32	7	tsʰ
蜀	dzuak5		dz	dz	uak	5	8	dz
悅	dzuak5		dz	dz	uak	5	8	dz
濁	dzuak5		dz	dz	uak	5	8	dz
爇	dzuak5		dz	dz	uak	5	8	dz
溯	suak32		s	s	uak	32	7	s
塑	suak32		s	s	uak	32	7	s
朔	suak32		s	s	uak	32	7	s
槊	suak32		s	s	uak	32	7	s
乴	suak5		s	s	uak	5	8	s
括	kuak32		k	k	uak	32	7	k
決	kuak32		k	k	uak	32	7	k
訣	kuak32		k	k	uak	32	7	k
漷	kuak5	快速喝水	k	k	uak	5	8	k
廓	kʰuak32		kʰ	kʰ	uak	32	7	kʰ
擴	kʰuak32	又	kʰ	kʰ	uak	32	7	kʰ
發	huak32		h	h	uak	32	7	h
髮	huak32		h	h	uak	32	7	h
伐	huak5		h	h	uak	5	8	h
乏	huak5		h	h	uak	5	8	h
穴	huak5		h	h	uak	5	8	h
罰	huak5		h	h	uak	5	8	h
挖	uak32				uak	32	7	〇
越	uak5				uak	5	8	〇
粵	uak5				uak	5	8	〇
逼	pek32		p	p	ek	32	7	p
迫	pek32		p	p	ek	32	7	p
魄	pʰek32		pʰ	pʰ	ek	32	7	pʰ
□	pʰek32	量词。一～肉：一片肉	pʰ	pʰ	ek	32	7	pʰ
碧	pʰek32		pʰ	pʰ	ek	32	7	pʰ
劈	pʰek32	文	pʰ	pʰ	ek	32	7	pʰ
辟	pʰek32		pʰ	pʰ	ek	32	7	pʰ
默	mek5		m	m	ek	5	8	m
陌	mek5		m	m	ek	5	8	m
德	tek32		t	t	ek	32	7	t
竹	tek32		t	t	ek	32	7	t
徳	tek32		t	t	ek	32	7	t
特	tek5		t	t	ek	5	8	t
的	tek5		t	t	ek	5	8	t
笛	tek5		t	t	ek	5	8	t
狄	tek5		t	t	ek	5	8	t
鹿	tek5		t	t	ek	5	8	t
蟄	tek5		t	t	ek	5	8	t
敵	tek5		t	t	ek	5	8	t
值	tek5	文	t	t	ek	5	8	t
軸	tek5		t	t	ek	5	8	t
滌	tek5		t	t	ek	5	8	t
迪	tek5		t	t	ek	5	8	t
剔	tʰek32		tʰ	tʰ	ek	32	7	tʰ
畜	tʰek32	畜生	tʰ	tʰ	ek	32	7	tʰ
惕	tʰek32		tʰ	tʰ	ek	32	7	tʰ
陸	lek5	～地	l	l	ek	5	8	l
綠	lek5		l	l	ek	5	8	l
勒	lek5		l	l	ek	5	8	l
氯	lek5		l	l	ek	5	8	l
肋	lek5		l	l	ek	5	8	l
□	nek32	踮脚；蹬腿。～kha1尾：踮脚尖。	n	n	ek	32	7	n
匿	nek5		n	n	ek	5	8	n
溺	nek5		n	n	ek	5	8	n
肉	nek5		n	n	ek	5	8	n
稷	tsek32		ts	ts	ek	32	7	ts
叔	tsek32		ts	ts	ek	32	7	ts
則	tsek32		ts	ts	ek	32	7	ts
側	tsek32	白，～身	ts	ts	ek	32	7	ts
積	tsek32		ts	ts	ek	32	7	ts
燭	tsek32		ts	ts	ek	32	7	ts
仄	tsek32		ts	ts	ek	32	7	ts
澤	tsek5		ts	ts	ek	5	8	ts
膝	tsʰek32		tsʰ	tsʰ	ek	32	7	tsʰ
測	tsʰek32		tsʰ	tsʰ	ek	32	7	tsʰ
斥	tsʰek32		tsʰ	tsʰ	ek	32	7	tsʰ
戚	tsʰek32		tsʰ	tsʰ	ek	32	7	tsʰ
粟	tsʰek32		tsʰ	tsʰ	ek	32	7	tsʰ
測	tsʰek32		tsʰ	tsʰ	ek	32	7	tsʰ
側	tsʰek32	～面	tsʰ	tsʰ	ek	32	7	tsʰ
悉	sek32		s	s	ek	32	7	s
瑟	sek32		s	s	ek	32	7	s
稙	sek32		s	s	ek	32	7	s
摵	sek32	摔	s	s	ek	32	7	s
色	sek32		s	s	ek	32	7	s
植	sek32		s	s	ek	32	7	s
殖	sek32		s	s	ek	32	7	s
昔	sek32		s	s	ek	32	7	s
夕	sek32		s	s	ek	32	7	s
析	sek32		s	s	ek	32	7	s
晰	sek32		s	s	ek	32	7	s
適	sek32		s	s	ek	32	7	s
釋	sek32		s	s	ek	32	7	s
碩	sek32		s	s	ek	32	7	s
媳	sek32		s	s	ek	32	7	s
式	sek32		s	s	ek	32	7	s
汐	sek32		s	s	ek	32	7	s
识	sek32		s	s	ek	32	7	s
饰	sek32		s	s	ek	32	7	s
息	sek32		s	s	ek	32	7	s
熄	sek32		s	s	ek	32	7	s
熟	sek5		s	s	ek	5	8	s
棘	kek32		k	k	ek	32	7	k
戟	kek32		k	k	ek	32	7	k
激	kek32		k	k	ek	32	7	k
菊	kek32		k	k	ek	32	7	k
亟	kek32		k	k	ek	32	7	k
革	kek32		k	k	ek	32	7	k
局	kek5		k	k	ek	5	8	k
極	kek5		k	k	ek	5	8	k
獄	kek5		k	k	ek	5	8	k
曲	kʰek32	白，弯～，歌～	kʰ	kʰ	ek	32	7	kʰ
擊	kʰek32		kʰ	kʰ	ek	32	7	kʰ
刻	kʰek32		kʰ	kʰ	ek	32	7	kʰ
玉	gek5		g	g	ek	5	8	g
逆	ŋek5		ŋ	ŋ	ek	5	8	ŋ
黑	hek32		h	h	ek	32	7	h
赫	hek32		h	h	ek	32	7	h
核	hek32		h	h	ek	32	7	h
劾	hek32		h	h	ek	32	7	h
□	hek5	因消化不良、坐车晕车等原因导致的恶心	h	h	ek	5	8	h
翼	ek5	小心～～			ek	5	8	〇
溢	ek5				ek	5	8	〇
易	ek5				ek	5	8	〇
疫	ek5	文读			ek	5	8	〇
奕	ek5				ek	5	8	〇
液	ek5				ek	5	8	〇
浴	ek5	洗～			ek	5	8	〇
憶	ek5				ek	5	8	〇
譯	ek5				ek	5	8	〇
億	ek5				ek	5	8	〇
虢	kuek32		k	k	uek	32	7	k
或	huek5		h	h	uek	5	8	h
惑	huek5		h	h	uek	5	8	h
域	uek5				uek	5	8	〇
役	uek5				uek	5	8	〇
獲	uek5				uek	5	8	〇
穫	uek5				uek	5	8	〇
蔔	pok5		p	p	ok	5	8	p
訃	pʰok32		pʰ	pʰ	ok	32	7	pʰ
樸	pʰok32	～素	pʰ	pʰ	ok	32	7	pʰ
撲	pʰok32		pʰ	pʰ	ok	32	7	pʰ
僕	pʰok32		pʰ	pʰ	ok	32	7	pʰ
莫	mok5		m	m	ok	5	8	m
寞	moʔ5		m	m	oʔ	5	8	m
漠	moʔ5		m	m	oʔ	5	8	m
疫	mok5		m	m	ok	5	8	m
沐	mok5		m	m	ok	5	8	m
牧	mok5		m	m	ok	5	8	m
穆	mok5		m	m	ok	5	8	m
沒	mok5		m	m	ok	5	8	m
睦	mok5		m	m	ok	5	8	m
斫	tok32		t	t	ok	32	7	t
啄	tok32		t	t	ok	32	7	t
督	tok32		t	t	ok	32	7	t
篤	tok32		t	t	ok	32	7	t
築	tok32		t	t	ok	32	7	t
逐	tok5		t	t	ok	5	8	t
獨	tok5		t	t	ok	5	8	t
戳	tʰok32		tʰ	tʰ	ok	32	7	tʰ
秃	tʰok32		tʰ	tʰ	ok	32	7	tʰ
□	lok32	将罐子、袋子等内的东西倒出	l	l	ok	32	7	l
洛	lok5		l	l	ok	5	8	l
絡	lok5		l	l	ok	5	8	l
祿	lok5		l	l	ok	5	8	l
陸	lok5	文，～丰	l	l	ok	5	8	l
錄	lok5		l	l	ok	5	8	l
渌	lok5		l	l	ok	5	8	l
賂	lok5		l	l	ok	5	8	l
祝	tsok32		ts	ts	ok	32	7	ts
足	tsok32		ts	ts	ok	32	7	ts
嘱	tsok32		ts	ts	ok	32	7	ts
族	tsok5		ts	ts	ok	5	8	ts
粥	tsok5		ts	ts	ok	5	8	ts
促	tsʰok32		tsʰ	tsʰ	ok	32	7	tsʰ
觸	tsʰok32		tsʰ	tsʰ	ok	32	7	tsʰ
丵	tsʰok5		tsʰ	tsʰ	ok	5	8	tsʰ
塑	sok32		s	s	ok	32	7	s
索	sok32		s	s	ok	32	7	s
寂	sok32		s	s	ok	32	7	s
速	sok32		s	s	ok	32	7	s
淑	sok32		s	s	ok	32	7	s
束	sok32		s	s	ok	32	7	s
肅	sok32		s	s	ok	32	7	s
倏	sok32		s	s	ok	32	7	s
倐	sok32		s	s	ok	32	7	s
漱	lok32	~喙：漱口	l	l	ok	32	7	l
缩	sok32		s	s	ok	32	7	s
俗	sok5		s	s	ok	5	8	s
續	sok5		s	s	ok	5	8	s
贖	sok5		s	s	ok	5	8	s
屬	sok5		s	s	ok	5	8	s
孰	sok5		s	s	ok	5	8	s
國	kok32		k	k	ok	32	7	k
穀	kok32		k	k	ok	32	7	k
幗	kok32		k	k	ok	32	7	k
焗	kok5	盐～	k	k	ok	5	8	k
谷	kok5	地名，曼～	k	k	ok	5	8	k
漷	kok5	又，大口喝水	k	k	ok	5	8	k
酷	kʰok32		kʰ	kʰ	ok	32	7	kʰ
曲	kʰok32	～奇	kʰ	kʰ	ok	32	7	kʰ
福	hok32		h	h	ok	32	7	h
蝠	hok32		h	h	ok	32	7	h
覆	hok32		h	h	ok	32	7	h
複	hok32		h	h	ok	32	7	h
服	hok5		h	h	ok	5	8	h
伏	hok5		h	h	ok	5	8	h
覆	hok5	回～	h	h	ok	5	8	h
復	hok5	～发	h	h	ok	5	8	h
複	hok5	重	h	h	ok	5	8	h
握	ok32				ok	32	7	〇
屋	ok32				ok	32	7	〇
沃	ok32				ok	32	7	〇
齷	ok32				ok	32	7	〇
畜	tʰiok32	～牧	tʰ	tʰ	iok	32	7	tʰ
蓄	tʰiok32		tʰ	tʰ	iok	32	7	tʰ
辱	dziok5		dz	dz	iok	5	8	dz
褥	dziok5		dz	dz	iok	5	8	dz
俗	siok5	俗套	s	s	iok	5	8	s
曲	kʰiok32	文，tshua3～：歪曲	kʰ	kʰ	iok	32	7	kʰ
剋	kʰiok32		kʰ	kʰ	iok	32	7	kʰ
氪	kʰiok32		kʰ	kʰ	iok	32	7	kʰ
郁	hiok32		h	h	iok	32	7	h
旭	hiok32		h	h	iok	32	7	h
育	iok5				iok	5	8	〇
欲	iok5				iok	5	8	〇
浴	iok5	沐～			iok	5	8	〇
哓	hiãu44	奇怪	h	h	iãu	44	2	h
嬲	hiãu44		h	h	iãu	44	2	h
□	iãu22	又，掀			iãu	22	1	〇
□	iãu213	掀			iãu	213	4	〇
憋	piʔ32		p	p	iʔ	32	7	p
蝠	pik32		p	p	ik	32	7	p
篾	biʔ5		b	b	iʔ	5	8	b
物	miʔ32	什么	m	m	iʔ	32	7	m
蒂	tiʔ32		t	t	iʔ	32	7	t
滴	tiʔ32		t	t	iʔ	32	7	t
跌	tiʔ5		t	t	iʔ	5	8	t
碟	tiʔ5		t	t	iʔ	5	8	t
嚏	tʰiʔ32		tʰ	tʰ	iʔ	32	7	tʰ
忒	tʰiʔ32	很	tʰ	tʰ	iʔ	32	7	tʰ
鐵	tʰiʔ32		tʰ	tʰ	iʔ	32	7	tʰ
裂	liʔ5		l	l	iʔ	5	8	l
□	niʔ32	极少	n	n	iʔ	32	7	n
接	tsiʔ32		ts	ts	iʔ	32	7	ts
折	tsiʔ32		ts	ts	iʔ	32	7	ts
折	tsiʔ5		ts	ts	iʔ	5	8	ts
舌	tsiʔ5		ts	ts	iʔ	5	8	ts
□	tsʰiʔ32	训，低头	tsʰ	tsʰ	iʔ	32	7	tsʰ
□	tsʰiʔ32	~tsʰoʔ着，表示动静很大	tsʰ	tsʰ	iʔ	32	7	tsʰ
□	dziʔ5	按	dz	dz	iʔ	5	8	dz
廿	dziʔ5		dz	dz	iʔ	5	8	dz
薛	siʔ32		s	s	iʔ	32	7	s
爍	siʔ32		s	s	iʔ	32	7	s
蝕	siʔ5		s	s	iʔ	5	8	s
頰	kiʔ32	～kau1：脸颊	k	k	iʔ	32	7	k
缺	kʰiʔ32	白	kʰ	kʰ	iʔ	32	7	kʰ
乞	kʰiʔ32		kʰ	kʰ	iʔ	32	7	kʰ
搏	pʰaʔ32		pʰ	pʰ	aʔ	32	7	pʰ
拍	pʰaʔ32		pʰ	pʰ	aʔ	32	7	pʰ
打	pʰaʔ32	训	pʰ	pʰ	aʔ	32	7	pʰ
搭	taʔ32		t	t	aʔ	32	7	t
遢	taʔ32		t	t	aʔ	32	7	t
貼	taʔ32		t	t	aʔ	32	7	t
踏	taʔ5		t	t	aʔ	5	8	t
塔	tʰaʔ32		tʰ	tʰ	aʔ	32	7	tʰ
撻	tʰaʔ5	蛋～，音译词	tʰ	tʰ	aʔ	5	8	tʰ
疊	tʰaʔ5		tʰ	tʰ	aʔ	5	8	tʰ
邋	laʔ5		l	l	aʔ	5	8	l
臘	laʔ5		l	l	aʔ	5	8	l
蠟	laʔ5		l	l	aʔ	5	8	l
獵	laʔ5		l	l	aʔ	5	8	l
凹	naʔ32	训	n	n	aʔ	32	7	n
垃	naʔ32		n	n	aʔ	32	7	n
□	tsaʔ32	携带	ts	ts	aʔ	32	7	ts
摣	tsaʔ32	携带	ts	ts	aʔ	32	7	ts
牐	tsaʔ5	遮挡	ts	ts	aʔ	5	8	ts
閘	tsaʔ5	俗音不合音韵，本字为“牐”	ts	ts	aʔ	5	8	ts
柵	tsaʔ5	俗音不合音韵，本字为“牐”	ts	ts	aʔ	5	8	ts
插	tsʰaʔ32		tsʰ	tsʰ	aʔ	32	7	tsʰ
煠	saʔ5		s	s	aʔ	5	8	s
芥	kaʔ32	白，～蓝（此处“蓝”读na44）	k	k	aʔ	32	7	k
合	kaʔ32	和	k	k	aʔ	32	7	k
蓋	kaʔ32	白，～被	k	k	aʔ	32	7	k
蛤	kaʔ32		k	k	aʔ	32	7	k
甲	kaʔ32		k	k	aʔ	32	7	k
覺	kaʔ32	～顾（留意到）	k	k	aʔ	32	7	k
鉀	kaʔ32		k	k	aʔ	32	7	k
合	haʔ32	白，百～	h	h	aʔ	32	7	h
哈	haʔ32		h	h	aʔ	32	7	h
合	haʔ5	白，～作；单用，有“合适、喜欢”等意	h	h	aʔ	5	8	h
押	aʔ32				aʔ	32	7	〇
鴨	aʔ32				aʔ	32	7	〇
壁	piaʔ32		p	p	iaʔ	32	7	p
僻	pʰiaʔ32		pʰ	pʰ	iaʔ	32	7	pʰ
摘	tiaʔ32		t	t	iaʔ	32	7	t
蝶	tiaʔ5	又	t	t	iaʔ	5	8	t
糴	tiaʔ5		t	t	iaʔ	5	8	t
拆	tʰiaʔ32		tʰ	tʰ	iaʔ	32	7	tʰ
㿭	tʰiaʔ32		tʰ	tʰ	iaʔ	32	7	tʰ
掠	liaʔ5		l	l	iaʔ	5	8	l
雀	tsiaʔ32	麻～（麻将）	ts	ts	iaʔ	32	7	ts
脊	tsiaʔ32	背～（背部）	ts	ts	iaʔ	32	7	ts
隻	tsiaʔ32		ts	ts	iaʔ	32	7	ts
跡	tsiaʔ32		ts	ts	iaʔ	32	7	ts
食	tsiaʔ5		ts	ts	iaʔ	5	8	ts
赤	tsʰiaʔ32		tsʰ	tsʰ	iaʔ	32	7	tsʰ
削	siaʔ32		s	s	iaʔ	32	7	s
錫	siaʔ32		s	s	iaʔ	32	7	s
揭	kiaʔ32	文	k	k	iaʔ	32	7	k
劇	kiaʔ32	～烈	k	k	iaʔ	32	7	k
竭	kiaʔ5		k	k	iaʔ	5	8	k
劇	kiaʔ5	戏～	k	k	iaʔ	5	8	k
隙	kʰiaʔ32		kʰ	kʰ	iaʔ	32	7	kʰ
歇	hiaʔ32		h	h	iaʔ	32	7	h
額	hiaʔ5		h	h	iaʔ	5	8	h
益	iaʔ32				iaʔ	32	7	〇
缽	pfuaʔ32		pf	p	uaʔ	32	7	p
跋	pfuaʔ5		pf	p	uaʔ	5	8	p
博	pfuaʔ5	赌钱	pf	p	uaʔ	5	8	p
撥	pfʰuaʔ32		pfʰ	pʰ	uaʔ	32	7	pʰ
潑	pfʰuaʔ32		pfʰ	pʰ	uaʔ	32	7	pʰ
抹	bvuaʔ32		bv	b	uaʔ	32	7	b
末	bvuaʔ5		bv	b	uaʔ	5	8	b
沫	bvuaʔ5		bv	b	uaʔ	5	8	b
叱	tuaʔ32		t	t	uaʔ	32	7	t
咄	tuaʔ32		t	t	uaʔ	32	7	t
辣	luaʔ32		l	l	uaʔ	32	7	l
烙	luaʔ32		l	l	uaʔ	32	7	l
絀	tsuaʔ5		ts	ts	uaʔ	5	8	ts
啜	tsʰuaʔ32	欺骗	tsʰ	tsʰ	uaʔ	32	7	tsʰ
拽	tsʰuaʔ32		tsʰ	tsʰ	uaʔ	32	7	tsʰ
熱	dzuaʔ5		dz	dz	uaʔ	5	8	dz
宿	suaʔ32		s	s	uaʔ	32	7	s
殺	suaʔ32		s	s	uaʔ	32	7	s
煞	suaʔ32		s	s	uaʔ	32	7	s
割	kuaʔ32		k	k	uaʔ	32	7	k
葛	kuaʔ32		k	k	uaʔ	32	7	k
刮	kuaʔ32		k	k	uaʔ	32	7	k
阔	kʰuaʔ32		kʰ	kʰ	uaʔ	32	7	kʰ
渴	kʰuaʔ32		kʰ	kʰ	uaʔ	32	7	kʰ
喝	huaʔ32	大～	h	h	uaʔ	32	7	h
伐	huaʔ5		h	h	uaʔ	5	8	h
喝	uaʔ5	大叫			uaʔ	5	8	〇
活	uaʔ5				uaʔ	5	8	〇
擘	peʔ32	训	p	p	eʔ	32	7	p
扒	peʔ32		p	p	eʔ	32	7	p
百	peʔ32		p	p	eʔ	32	7	p
柏	peʔ32		p	p	eʔ	32	7	p
伯	peʔ32		p	p	eʔ	32	7	p
擘	peʔ32		p	p	eʔ	32	7	p
掰	peʔ32		p	p	eʔ	32	7	p
白	peʔ5		p	p	eʔ	5	8	p
帛	peʔ5		p	p	eʔ	5	8	p
麥	beʔ5		b	b	eʔ	5	8	b
脈	meʔ5		m	m	eʔ	5	8	m
□	teʔ32	压	t	t	eʔ	32	7	t
宅	tʰeʔ5		tʰ	tʰ	eʔ	5	8	tʰ
裂	leʔ5		l	l	eʔ	5	8	l
曆	leʔ5		l	l	eʔ	5	8	l
歷	leʔ5		l	l	eʔ	5	8	l
歴	leʔ5		l	l	eʔ	5	8	l
窄	tseʔ32		ts	ts	eʔ	32	7	ts
職	tseʔ32		ts	ts	eʔ	32	7	ts
責	tseʔ32		ts	ts	eʔ	32	7	ts
積	tseʔ32		ts	ts	eʔ	32	7	ts
績	tseʔ32		ts	ts	eʔ	32	7	ts
仄	tseʔ32		ts	ts	eʔ	32	7	ts
啧	tseʔ32		ts	ts	eʔ	32	7	ts
策	tsʰeʔ32		tsʰ	tsʰ	eʔ	32	7	tsʰ
冊	tsʰeʔ32		tsʰ	tsʰ	eʔ	32	7	tsʰ
格	keʔ32		k	k	eʔ	32	7	k
革	keʔ32		k	k	eʔ	32	7	k
□	keʔ5	用针或棍挑开	k	k	eʔ	5	8	k
客	kʰeʔ32		kʰ	kʰ	eʔ	32	7	kʰ
嚇	heʔ32		h	h	eʔ	32	7	h
厄	eʔ32				eʔ	32	7	〇
扼	eʔ32				eʔ	32	7	〇
軛	eʔ32				eʔ	32	7	〇
物	ɱueʔ5		ɱ	m	ueʔ	5	8	m
刷	sueʔ32		s	s	ueʔ	32	7	s
說	sueʔ32		s	s	ueʔ	32	7	s
刮	kueʔ32		k	k	ueʔ	32	7	k
郭	kueʔ32		k	k	ueʔ	32	7	k
橛	kueʔ5		k	k	ueʔ	5	8	k
缺	kʰueʔ32	文	kʰ	kʰ	ueʔ	32	7	kʰ
月	gueʔ5		g	g	ueʔ	5	8	g
襪	gueʔ5		g	g	ueʔ	5	8	g
血	hueʔ32		h	h	ueʔ	32	7	h
噦	ueʔ32				ueʔ	32	7	〇
齷	ueʔ32	～龊			ueʔ	32	7	〇
劃	ueʔ5	同画			ueʔ	5	8	〇
畫	ueʔ5				ueʔ	5	8	〇
搏	poʔ32		p	p	oʔ	32	7	p
泊	poʔ5		p	p	oʔ	5	8	p
薄	poʔ5		p	p	oʔ	5	8	p
珀	poʔ5		p	p	oʔ	5	8	p
駁	poʔ5		p	p	oʔ	5	8	p
劈	pʰoʔ32	白，～柴	pʰ	pʰ	oʔ	32	7	pʰ
朴	pʰoʔ32	～兜，村名，在占陇	pʰ	pʰ	oʔ	32	7	pʰ
粕	pʰoʔ32		pʰ	pʰ	oʔ	32	7	pʰ
麼	moʔ32	文，为甚～	m	m	oʔ	32	7	m
膜	moʔ5		m	m	oʔ	5	8	m
焯	toʔ32		t	t	oʔ	32	7	t
桌	toʔ32		t	t	oʔ	32	7	t
卓	toʔ32		t	t	oʔ	32	7	t
綽	toʔ32		t	t	oʔ	32	7	t
度	toʔ5		t	t	oʔ	5	8	t
踱	toʔ5		t	t	oʔ	5	8	t
