"繁体字"	"简体字"	"国际音标"	"吴语拼音"	"备注"	"调类"	"调值"					
"宅"	"宅"	"zɑʔ23"	"zaq8"		8	23		"z"	"aq"	"z"	"ɑʔ"
"格"	"格"	"kɑʔ5"	"kaq7"		7	5		"k"	"aq"	"k"	"ɑʔ"
"客"	"客"	"kʰɑʔ5"	"khaq7"		7	5		"kh"	"aq"	"kʰ"	"ɑʔ"
"額"	"额"	"ŋɑʔ23"	"ngaq8"		8	23		"ng"	"aq"	"ŋ"	"ɑʔ"
"嚇"	"吓"	"hɑʔ5"	"haq7"		7	5		"h"	"aq"	"h"	"ɑʔ"
"赫"	"赫"	"hɑʔ5"	"haq7"	"【白读】"	7	5		"h"	"aq"	"h"	"ɑʔ"
"赫"	"赫"	"hᴇʔ5"	"heq7"	"【文读】"	7	5		"h"	"eq"	"h"	"ᴇʔ"
"棚"	"棚"	"bã24"	"ban2"		2	24		"b"	"an"	"b"	"ã"
"萌"	"萌"	"mã24"	"man2"	"【白读】"	2	24		"m"	"an"	"m"	"ã"
"萌"	"萌"	"mᴇ̃24"	"men2"	"【文读】"	2	24		"m"	"en"	"m"	"ᴇ̃"
"爭"	"争"	"tsã53"	"tsan1"	"【白读】"	1	53		"ts"	"an"	"ts"	"ã"
"爭"	"争"	"tsᴇ̃53"	"tsen1"	"【文读】~夺；战~；竞~。"	1	53		"ts"	"en"	"ts"	"ᴇ̃"
"睜"	"睁"	"tsã53"	"tsan1"	"眼睛~开。"	1	53		"ts"	"an"	"ts"	"ã"
"耕"	"耕"	"kã53"	"kan1"	"【白读】~田。"	1	53		"k"	"an"	"k"	"ã"
"耕"	"耕"	"kᴇ̃53"	"ken1"	"【文读】农~。"	1	53		"k"	"en"	"k"	"ᴇ̃"
"耿"	"耿"	"kã44"	"kan3"	"【白读】姓。"	3	44		"k"	"an"	"k"	"ã"
"耿"	"耿"	"kᴇ̃44"	"ken3"	"【文读】~直。"	3	44		"k"	"en"	"k"	"ᴇ̃"
"莖"	"茎"	"tɕiŋ53"	"cin1"		1	53		"c"	"in"	"tɕ"	"iŋ"
"幸"	"幸"	"ɦiŋ31"	"yin4"	"【文读】"	4	31		"y"	"in"	"ɦ"	"iŋ"
"櫻"	"樱"	"ã53"	"an1"	"【白读】~桃。"	1	53			"an"		"ã"
"櫻"	"樱"	"iŋ53"	"in1"	"【文读】~花。"	1	53			"in"		"iŋ"
"鶯"	"莺"	"iŋ53"	"in1"	"【文读】"	1	53			"in"		"iŋ"
"麥"	"麦"	"mɑʔ23"	"maq8"		8	23		"m"	"aq"	"m"	"ɑʔ"
"脈"	"脉"	"mɑʔ23"	"maq8"		8	23		"m"	"aq"	"m"	"ɑʔ"
"摘"	"摘"	"tsɑʔ5"	"tsaq7"		7	5		"ts"	"aq"	"ts"	"ɑʔ"
"責"	"责"	"tsᴇʔ5"	"tseq7"	"【文读】"	7	5		"ts"	"eq"	"ts"	"ᴇʔ"
"策"	"策"	"tsʰɑʔ5"	"tshaq7"		7	5		"tsh"	"aq"	"tsʰ"	"ɑʔ"
"冊"	"册"	"tsʰɑʔ5"	"tshaq7"		7	5		"tsh"	"aq"	"tsʰ"	"ɑʔ"
"柵"	"栅"	"sɑʔ5"	"saq7"		7	5		"s"	"aq"	"s"	"ɑʔ"
"柵"	"栅"	"sæ53"	"sae1"		1	53		"s"	"ae"	"s"	"æ"
"隔"	"隔"	"kɑʔ5"	"kaq7"		7	5		"k"	"aq"	"k"	"ɑʔ"
"革"	"革"	"kɑʔ5"	"kaq7"	"【白读】~职。"	7	5		"k"	"aq"	"k"	"ɑʔ"
"革"	"革"	"kᴇʔ5"	"keq7"	"【文读】~命。"	7	5		"k"	"eq"	"k"	"ᴇʔ"
"兵"	"兵"	"piŋ53"	"pin1"		1	53		"p"	"in"	"p"	"iŋ"
"丙"	"丙"	"piŋ44"	"pin3"		3	44		"p"	"in"	"p"	"iŋ"
"柄"	"柄"	"piŋ423"	"pin5"		5	423		"p"	"in"	"p"	"iŋ"
"平"	"平"	"biŋ24"	"bin2"		2	24		"b"	"in"	"b"	"iŋ"
"評"	"评"	"biŋ24"	"bin2"		2	24		"b"	"in"	"b"	"iŋ"
"病"	"病"	"biŋ213"	"bin6"		6	213		"b"	"in"	"b"	"iŋ"
"明"	"明"	"miŋ24"	"min2"		2	24		"m"	"in"	"m"	"iŋ"
"明"	"明"	"mᴇ̃24"	"men2"	"~朝（明天）。"	2	24		"m"	"en"	"m"	"ᴇ̃"
"鳴"	"鸣"	"miŋ53"	"min1"		1	53		"m"	"in"	"m"	"iŋ"
"盟"	"盟"	"mᴇ̃24"	"men2"		2	24		"m"	"en"	"m"	"ᴇ̃"
"命"	"命"	"miŋ213"	"min6"		6	213		"m"	"in"	"m"	"iŋ"
"京"	"京"	"tɕiŋ53"	"cin1"		1	53		"c"	"in"	"tɕ"	"iŋ"
"驚"	"惊"	"tɕiŋ53"	"cin1"		1	53		"c"	"in"	"tɕ"	"iŋ"
"景"	"景"	"tɕiŋ44"	"cin3"		3	44		"c"	"in"	"tɕ"	"iŋ"
"警"	"警"	"tɕiŋ44"	"cin3"		3	44		"c"	"in"	"tɕ"	"iŋ"
"境"	"境"	"tɕiŋ423"	"cin5"		5	423		"c"	"in"	"tɕ"	"iŋ"
"竟"	"竟"	"tɕiŋ423"	"cin5"		5	423		"c"	"in"	"tɕ"	"iŋ"
"鏡"	"镜"	"tɕiŋ423"	"cin5"		5	423		"c"	"in"	"tɕ"	"iŋ"
"敬"	"敬"	"tɕiŋ423"	"cin5"		5	423		"c"	"in"	"tɕ"	"iŋ"
"卿"	"卿"	"tɕʰiŋ53"	"chin1"		1	53		"ch"	"in"	"tɕʰ"	"iŋ"
"慶"	"庆"	"tɕʰiŋ423"	"chin5"		5	423		"ch"	"in"	"tɕʰ"	"iŋ"
"競"	"竞"	"dʑiŋ213"	"jin6"		6	213		"j"	"in"	"dʑ"	"iŋ"
"迎"	"迎"	"ȵiŋ24"	"gnin2"		2	24		"gn"	"in"	"ȵ"	"iŋ"
"英"	"英"	"iŋ53"	"in1"		1	53			"in"		"iŋ"
"影"	"影"	"iŋ44"	"in3"		3	44			"in"		"iŋ"
"碧"	"碧"	"piɪʔ5"	"piq7"		7	5		"p"	"iq"	"p"	"iɪʔ"
"劇"	"剧"	"dʑiɑʔ23"	"jiaq8"		8	23		"j"	"iaq"	"dʑ"	"iɑʔ"
"屐"	"屐"	"dʑiɑʔ23"	"jiaq8"		8	23		"j"	"iaq"	"dʑ"	"iɑʔ"
"逆"	"逆"	"ȵiɪʔ23"	"gniq8"		8	23		"gn"	"iq"	"ȵ"	"iɪʔ"
"虩"	"隙"	"ɕiɪʔ5"	"shiq7"		7	5		"sh"	"iq"	"ɕ"	"iɪʔ"
"餅"	"饼"	"piŋ44"	"pin3"		3	44		"p"	"in"	"p"	"iŋ"
"併"	"并"	"piŋ423"	"pin5"	"合~；~铁。"	5	423		"p"	"in"	"p"	"iŋ"
"并"	"并"	"piŋ53"	"pin1"	"~州。"	1	53		"p"	"in"	"p"	"iŋ"
"聘"	"聘"	"pʰiŋ423"	"phin5"		5	423		"ph"	"in"	"pʰ"	"iŋ"
"名"	"名"	"miŋ24"	"min2"		2	24		"m"	"in"	"m"	"iŋ"
"領"	"领"	"liŋ31"	"lin4"		4	31		"l"	"in"	"l"	"iŋ"
"嶺"	"岭"	"liŋ31"	"lin4"		4	31		"l"	"in"	"l"	"iŋ"
"令"	"令"	"liŋ213"	"lin6"		6	213		"l"	"in"	"l"	"iŋ"
"精"	"精"	"tsiŋ53"	"tsin1"		1	53		"ts"	"in"	"ts"	"iŋ"
"晶"	"晶"	"tsiŋ53"	"tsin1"		1	53		"ts"	"in"	"ts"	"iŋ"
"睛"	"睛"	"tsiŋ53"	"tsin1"		1	53		"ts"	"in"	"ts"	"iŋ"
"井"	"井"	"tsiŋ44"	"tsin3"		3	44		"ts"	"in"	"ts"	"iŋ"
"清"	"清"	"tsʰiŋ53"	"tshin1"		1	53		"tsh"	"in"	"tsʰ"	"iŋ"
"請"	"请"	"tsʰiŋ44"	"tshin3"		3	44		"tsh"	"in"	"tsʰ"	"iŋ"
"情"	"情"	"dziŋ24"	"dzin2"		2	24		"dz"	"in"	"dz"	"iŋ"
"晴"	"晴"	"dziŋ24"	"dzin2"		2	24		"dz"	"in"	"dz"	"iŋ"
"靜"	"静"	"dziŋ31"	"dzin4"		4	31		"dz"	"in"	"dz"	"iŋ"
"靖"	"靖"	"dziŋ31"	"dzin4"		4	31		"dz"	"in"	"dz"	"iŋ"
"淨"	"净"	"dziŋ213"	"dzin6"		6	213		"dz"	"in"	"dz"	"iŋ"
"性"	"性"	"siŋ423"	"sin5"		5	423		"s"	"in"	"s"	"iŋ"
"姓"	"姓"	"siŋ423"	"sin5"		5	423		"s"	"in"	"s"	"iŋ"
"貞"	"贞"	"tʂᴇ̃53"	"cen1"		1	53		"c"	"en"	"tʂ"	"ᴇ̃"
"偵"	"侦"	"tʂᴇ̃53"	"cen1"		1	53		"c"	"en"	"tʂ"	"ᴇ̃"
"逞"	"逞"	"tʂʰᴇ̃44"	"chen3"		3	44		"ch"	"en"	"tʂʰ"	"ᴇ̃"
"騁"	"骋"	"tʂʰᴇ̃44"	"chen3"		3	44		"ch"	"en"	"tʂʰ"	"ᴇ̃"
"呈"	"呈"	"dʐᴇ̃24"	"jen2"		2	24		"j"	"en"	"dʐ"	"ᴇ̃"
"程"	"程"	"dʐᴇ̃24"	"jen2"		2	24		"j"	"en"	"dʐ"	"ᴇ̃"
"鄭"	"郑"	"dʐᴇ̃24"	"jen2"		2	24		"j"	"en"	"dʐ"	"ᴇ̃"
"正"	"正"	"tʂᴇ̃53"	"cen1"	"~月。"	1	53		"c"	"en"	"tʂ"	"ᴇ̃"
"正"	"正"	"tsiŋ53"	"tsin1"	"~仪（江苏昆山地名）。"	1	53		"ts"	"in"	"ts"	"iŋ"
"正"	"正"	"tʂᴇ̃423"	"cen5"	"公~。"	5	423		"c"	"en"	"tʂ"	"ᴇ̃"
"徵"	"征"	"tʂᴇ̃53"	"cen1"		1	53		"c"	"en"	"tʂ"	"ᴇ̃"
"整"	"整"	"tʂᴇ̃44"	"cen3"		3	44		"c"	"en"	"tʂ"	"ᴇ̃"
"政"	"政"	"tʂᴇ̃423"	"cen5"		5	423		"c"	"en"	"tʂ"	"ᴇ̃"
"聲"	"声"	"sã53"	"san1"	"【白读】响一~。"	1	53		"s"	"an"	"s"	"ã"
"聲"	"声"	"ʂᴇ̃53"	"shen1"	"【文读】~音。"	1	53		"sh"	"en"	"ʂ"	"ᴇ̃"
"聖"	"圣"	"ʂᴇ̃423"	"shen5"		5	423		"sh"	"en"	"ʂ"	"ᴇ̃"
"成"	"成"	"ʐᴇ̃24"	"zhen2"		2	24		"zh"	"en"	"ʐ"	"ᴇ̃"
"城"	"城"	"zã24"	"zan2"	"【白读】巴~（江苏昆山地名）；摇~（江苏苏州地名）。"	2	24		"z"	"an"	"z"	"ã"
"城"	"城"	"ʐᴇ̃24"	"zhen2"	"【文读】~里；~市。"	2	24		"zh"	"en"	"ʐ"	"ᴇ̃"
"誠"	"诚"	"dʐᴇ̃24"	"jen2"		2	24		"j"	"en"	"dʐ"	"ᴇ̃"
"盛"	"盛"	"zã213"	"zan6"	"【白读】姓。"	6	213		"z"	"an"	"z"	"ã"
"盛"	"盛"	"ʐᴇ̃213"	"zhen6"	"【文读】强~；茂~；~大。"	6	213		"zh"	"en"	"ʐ"	"ᴇ̃"
"盛"	"盛"	"ʐᴇ̃24"	"zhen2"	"~饭。"	2	24		"zh"	"en"	"ʐ"	"ᴇ̃"
"頸"	"颈"	"tɕiŋ44"	"cin3"		3	44		"c"	"in"	"tɕ"	"iŋ"
"勁"	"劲"	"tɕiŋ423"	"cin5"		5	423		"c"	"in"	"tɕ"	"iŋ"
"輕"	"轻"	"tɕʰiŋ53"	"chin1"		1	53		"ch"	"in"	"tɕʰ"	"iŋ"
"嬰"	"婴"	"iŋ53"	"in1"		1	53			"in"		"iŋ"
"盈"	"盈"	"ɦiŋ24"	"yin2"		2	24		"y"	"in"	"ɦ"	"iŋ"
"贏"	"赢"	"ɦiŋ24"	"yin2"		2	24		"y"	"in"	"ɦ"	"iŋ"
"璧"	"璧"	"piɪʔ5"	"piq7"		7	5		"p"	"iq"	"p"	"iɪʔ"
"僻"	"僻"	"pʰiɪʔ5"	"phiq7"		7	5		"ph"	"iq"	"pʰ"	"iɪʔ"
"闢"	"辟"	"pʰiɪʔ5"	"phiq7"		7	5		"ph"	"iq"	"pʰ"	"iɪʔ"
"積"	"积"	"tsiɪʔ5"	"tsiq7"		7	5		"ts"	"iq"	"ts"	"iɪʔ"
"跡"	"迹"	"tsiɪʔ5"	"tsiq7"		7	5		"ts"	"iq"	"ts"	"iɪʔ"
"脊"	"脊"	"tsiɪʔ5"	"tsiq7"		7	5		"ts"	"iq"	"ts"	"iɪʔ"
"惜"	"惜"	"siɪʔ5"	"siq7"		7	5		"s"	"iq"	"s"	"iɪʔ"
"昔"	"昔"	"siɪʔ5"	"siq7"		7	5		"s"	"iq"	"s"	"iɪʔ"
"夕"	"夕"	"ziɪʔ23"	"ziq8"		8	23		"z"	"iq"	"z"	"iɪʔ"
"席"	"席"	"ziɪʔ23"	"ziq8"		8	23		"z"	"iq"	"z"	"iɪʔ"
"尺"	"尺"	"tsʰɑʔ5"	"tshaq7"		7	5		"tsh"	"aq"	"tsʰ"	"ɑʔ"
"赤"	"赤"	"tsʰɑʔ5"	"tshaq7"		7	5		"tsh"	"aq"	"tsʰ"	"ɑʔ"
"適"	"适"	"ʂᴇʔ5"	"sheq7"		7	5		"sh"	"eq"	"ʂ"	"ᴇʔ"
"釋"	"释"	"ʂᴇʔ5"	"sheq7"		7	5		"sh"	"eq"	"ʂ"	"ᴇʔ"
"碩"	"硕"	"zɑʔ23"	"zaq8"		8	23		"z"	"aq"	"z"	"ɑʔ"
"碩"	"硕"	"ʐᴇʔ23"	"zheq8"	"~望桥（江苏无锡地名，本名“十房桥”）。"	8	23		"zh"	"eq"	"ʐ"	"ᴇʔ"
"石"	"石"	"zɑʔ23"	"zaq8"		8	23		"z"	"aq"	"z"	"ɑʔ"
"石"	"石"	"tæ423"	"tae5"	"容量单位。"	5	423		"t"	"ae"	"t"	"æ"
"擲"	"掷"	"zɑʔ23"	"zaq8"		8	23		"z"	"aq"	"z"	"ɑʔ"
"益"	"益"	"iɪʔ5"	"iq7"		7	5			"iq"		"iɪʔ"
"譯"	"译"	"ɦiɪʔ23"	"yiq8"		8	23		"y"	"iq"	"ɦ"	"iɪʔ"
"易"	"易"	"ɦiɪʔ23"	"yiq8"	"交~。"	8	23		"y"	"iq"	"ɦ"	"iɪʔ"
"液"	"液"	"ɦiɪʔ23"	"yiq8"		8	23		"y"	"iq"	"ɦ"	"iɪʔ"
"拼"	"拼"	"pʰiŋ53"	"phin1"		1	53		"ph"	"in"	"pʰ"	"iŋ"
"姘"	"姘"	"pʰiŋ53"	"phin1"		1	53		"ph"	"in"	"pʰ"	"iŋ"
"瓶"	"瓶"	"biŋ24"	"bin2"		2	24		"b"	"in"	"b"	"iŋ"
"萍"	"萍"	"biŋ24"	"bin2"		2	24		"b"	"in"	"b"	"iŋ"
"並"	"并"	"biŋ31"	"bin4"	"~且；~列；~排。"	4	31		"b"	"in"	"b"	"iŋ"
"銘"	"铭"	"miŋ24"	"min2"		2	24		"m"	"in"	"m"	"iŋ"
"丁"	"丁"	"tiŋ53"	"tin1"		1	53		"t"	"in"	"t"	"iŋ"
"釘"	"钉"	"tiŋ53"	"tin1"		1	53		"t"	"in"	"t"	"iŋ"
"頂"	"顶"	"tiŋ44"	"tin3"		3	44		"t"	"in"	"t"	"iŋ"
"訂"	"订"	"tiŋ423"	"tin5"		5	423		"t"	"in"	"t"	"iŋ"
"聽"	"听"	"tʰiŋ53"	"thin1"		1	53		"th"	"in"	"tʰ"	"iŋ"
"廳"	"厅"	"tʰiŋ53"	"thin1"		1	53		"th"	"in"	"tʰ"	"iŋ"
"亭"	"亭"	"diŋ24"	"din2"		2	24		"d"	"in"	"d"	"iŋ"
"停"	"停"	"diŋ24"	"din2"		2	24		"d"	"in"	"d"	"iŋ"
"庭"	"庭"	"diŋ24"	"din2"		2	24		"d"	"in"	"d"	"iŋ"
"艇"	"艇"	"tʰiŋ44"	"thin3"		3	44		"th"	"in"	"tʰ"	"iŋ"
"挺"	"挺"	"tʰiŋ44"	"thin3"		3	44		"th"	"in"	"tʰ"	"iŋ"
"定"	"定"	"diŋ213"	"din6"		6	213		"d"	"in"	"d"	"iŋ"
"寧"	"宁"	"ȵiŋ24"	"gnin2"		2	24		"gn"	"in"	"ȵ"	"iŋ"
"靈"	"灵"	"liŋ24"	"lin2"		2	24		"l"	"in"	"l"	"iŋ"
"鈴"	"铃"	"liŋ24"	"lin2"		2	24		"l"	"in"	"l"	"iŋ"
"零"	"零"	"liŋ24"	"lin2"		2	24		"l"	"in"	"l"	"iŋ"
"另"	"另"	"liŋ213"	"lin6"		6	213		"l"	"in"	"l"	"iŋ"
"拎"	"拎"	"liŋ53"	"lin1"		1	53		"l"	"in"	"l"	"iŋ"
"青"	"青"	"tsʰiŋ53"	"tshin1"		1	53		"tsh"	"in"	"tsʰ"	"iŋ"
"星"	"星"	"siŋ53"	"sin1"		1	53		"s"	"in"	"s"	"iŋ"
"猩"	"猩"	"siŋ53"	"sin1"		1	53		"s"	"in"	"s"	"iŋ"
"腥"	"腥"	"siŋ53"	"sin1"		1	53		"s"	"in"	"s"	"iŋ"
"醒"	"醒"	"siŋ44"	"sin3"		3	44		"s"	"in"	"s"	"iŋ"
"經"	"经"	"tɕiŋ53"	"cin1"		1	53		"c"	"in"	"tɕ"	"iŋ"
"形"	"形"	"ɦiŋ24"	"yin2"		2	24		"y"	"in"	"ɦ"	"iŋ"
"刑"	"刑"	"ɦiŋ24"	"yin2"		2	24		"y"	"in"	"ɦ"	"iŋ"
"型"	"型"	"ɦiŋ24"	"yin2"		2	24		"y"	"in"	"ɦ"	"iŋ"
"壁"	"壁"	"piɪʔ5"	"piq7"		7	5		"p"	"iq"	"p"	"iɪʔ"
"劈"	"劈"	"pʰiɪʔ5"	"phiq7"		7	5		"ph"	"iq"	"pʰ"	"iɪʔ"
"覓"	"觅"	"miɪʔ23"	"miq8"		8	23		"m"	"iq"	"m"	"iɪʔ"
"滴"	"滴"	"tiɪʔ5"	"tiq7"		7	5		"t"	"iq"	"t"	"iɪʔ"
"的"	"的"	"tiɪʔ5"	"tiq7"		7	5		"t"	"iq"	"t"	"iɪʔ"
"踢"	"踢"	"tʰiɪʔ5"	"thiq7"		7	5		"th"	"iq"	"tʰ"	"iɪʔ"
"剔"	"剔"	"tʰiɪʔ5"	"thiq7"		7	5		"th"	"iq"	"tʰ"	"iɪʔ"
"敵"	"敌"	"diɪʔ23"	"diq8"		8	23		"d"	"iq"	"d"	"iɪʔ"
"笛"	"笛"	"diɪʔ23"	"diq8"		8	23		"d"	"iq"	"d"	"iɪʔ"
"糴"	"糴"	"diɪʔ23"	"diq8"		8	23		"d"	"iq"	"d"	"iɪʔ"
"歷"	"历"	"liɪʔ23"	"liq8"		8	23		"l"	"iq"	"l"	"iɪʔ"
"績"	"绩"	"tsiɪʔ5"	"tsiq7"		7	5		"ts"	"iq"	"ts"	"iɪʔ"
"戚"	"戚"	"tsʰiɪʔ5"	"tshiq7"		7	5		"tsh"	"iq"	"tsʰ"	"iɪʔ"
"析"	"析"	"siɪʔ5"	"siq7"		7	5		"s"	"iq"	"s"	"iɪʔ"
"錫"	"锡"	"siɪʔ5"	"siq7"		7	5		"s"	"iq"	"s"	"iɪʔ"
"蜥"	"蜥"	"siɪʔ5"	"siq7"		7	5		"s"	"iq"	"s"	"iɪʔ"
"蜴"	"蜴"	"ɦiɪʔ23"	"yiq8"		8	23		"y"	"iq"	"ɦ"	"iɪʔ"
"激"	"激"	"tɕiɪʔ5"	"ciq7"		7	5		"c"	"iq"	"tɕ"	"iɪʔ"
"擊"	"击"	"tɕiɪʔ5"	"ciq7"		7	5		"c"	"iq"	"tɕ"	"iɪʔ"
"喫"	"吃"	"tɕʰiɪʔ5"	"chiq7"	"~饭。"	7	5		"ch"	"iq"	"tɕʰ"	"iɪʔ"
"吃"	"吃"	"tɕʰiɪʔ5"	"chiq7"	"口~。"	7	5		"ch"	"iq"	"tɕʰ"	"iɪʔ"
"礦"	"矿"	"kʰuɒ̃423"	"khuaon5"		5	423		"kh"	"uaon"	"kʰ"	"uɒ̃"
"橫"	"横"	"ɦuã24"	"wan2"		2	24		"w"	"an"	"ɦ"	"uã"
"橫"	"横"	"ɦuɒ̃24"	"waon2"	"~山（江苏苏州地名，太湖岛屿）。"	2	24		"w"	"aon"	"ɦ"	"uɒ̃"
"轟"	"轰"	"hoŋ53"	"hon1"	"【文读】"	1	53		"h"	"on"	"h"	"oŋ"
"轟"	"轰"	"huã53"	"huan1"	"【白读】"	1	53		"h"	"uan"	"h"	"uã"
"宏"	"宏"	"ɦoŋ24"	"ghon2"		2	24		"gh"	"on"	"ɦ"	"oŋ"
"觥"	"觥"	"koŋ53"	"kon1"		1	53		"k"	"on"	"k"	"oŋ"
"奣"	"奣"	"kuɒ̃44"	"kuaon3"	"~子（江苏昆山地名）。"	3	44		"k"	"uaon"	"k"	"uɒ̃"
"獲"	"获"	"ɦuoʔ23"	"woq8"		8	23		"w"	"oq"	"ɦ"	"uoʔ"
"劃"	"划"	"ɦuɑʔ23"	"waq8"	"计~；~一刀。"	8	23		"w"	"aq"	"ɦ"	"uɑʔ"
"摑"	"掴"	"kuɑʔ5"	"kuaq7"		7	5		"k"	"uaq"	"k"	"uɑʔ"
"兄"	"兄"	"ɕioŋ53"	"shion1"		1	53		"sh"	"ion"	"ɕ"	"ioŋ"
"榮"	"荣"	"ɦioŋ24"	"yon2"		2	24		"y"	"on"	"ɦ"	"ioŋ"
"永"	"永"	"ioŋ44"	"ion3"		3	44			"ion"		"ioŋ"
"泳"	"泳"	"ioŋ44"	"ion3"		3	44			"ion"		"ioŋ"
"詠"	"咏"	"ioŋ44"	"ion3"		3	44			"ion"		"ioŋ"
"傾"	"倾"	"tɕʰiŋ53"	"chin1"		1	53		"ch"	"in"	"tɕʰ"	"iŋ"
"頃"	"顷"	"tɕʰiŋ44"	"chin3"		3	44		"ch"	"in"	"tɕʰ"	"iŋ"
"瓊"	"琼"	"dʑioŋ24"	"jion2"		2	24		"j"	"ion"	"dʑ"	"ioŋ"
"營"	"营"	"ɦioŋ24"	"yon2"		2	24		"y"	"on"	"ɦ"	"ioŋ"
"疫"	"疫"	"ɦioʔ23"	"yoq8"		8	23		"y"	"oq"	"ɦ"	"ioʔ"
"役"	"役"	"ɦioʔ23"	"yoq8"		8	23		"y"	"oq"	"ɦ"	"ioʔ"
"螢"	"萤"	"ɦioŋ24"	"yon2"		2	24		"y"	"on"	"ɦ"	"ioŋ"
"瑩"	"莹"	"ɦioŋ24"	"yon2"		2	24		"y"	"on"	"ɦ"	"ioŋ"
"熒"	"荧"	"ɦioŋ24"	"yon2"		2	24		"y"	"on"	"ɦ"	"ioŋ"
"憬"	"憬"	"tɕioŋ44"	"cion3"		3	44		"c"	"ion"	"tɕ"	"ioŋ"
"篷"	"篷"	"boŋ24"	"bon2"		2	24		"b"	"on"	"b"	"oŋ"
"蓬"	"蓬"	"boŋ24"	"bon2"		2	24		"b"	"on"	"b"	"oŋ"
"蒙"	"蒙"	"moŋ24"	"mon2"		2	24		"m"	"on"	"m"	"oŋ"
"東"	"东"	"toŋ53"	"ton1"		1	53		"t"	"on"	"t"	"oŋ"
"董"	"董"	"toŋ44"	"ton3"		3	44		"t"	"on"	"t"	"oŋ"
"懂"	"懂"	"toŋ44"	"ton3"		3	44		"t"	"on"	"t"	"oŋ"
"凍"	"冻"	"toŋ423"	"ton5"		5	423		"t"	"on"	"t"	"oŋ"
"棟"	"栋"	"toŋ423"	"ton5"		5	423		"t"	"on"	"t"	"oŋ"
"通"	"通"	"tʰoŋ53"	"thon1"		1	53		"th"	"on"	"tʰ"	"oŋ"
"桶"	"桶"	"doŋ31"	"don4"		4	31		"d"	"on"	"d"	"oŋ"
"痛"	"痛"	"tʰoŋ423"	"thon5"		5	423		"th"	"on"	"tʰ"	"oŋ"
"同"	"同"	"doŋ24"	"don2"		2	24		"d"	"on"	"d"	"oŋ"
"銅"	"铜"	"doŋ24"	"don2"		2	24		"d"	"on"	"d"	"oŋ"
"童"	"童"	"doŋ24"	"don2"		2	24		"d"	"on"	"d"	"oŋ"
"動"	"动"	"doŋ31"	"don4"		4	31		"d"	"on"	"d"	"oŋ"
"洞"	"洞"	"doŋ213"	"don6"		6	213		"d"	"on"	"d"	"oŋ"
"籠"	"笼"	"loŋ24"	"lon2"		2	24		"l"	"on"	"l"	"oŋ"
"聾"	"聋"	"loŋ24"	"lon2"		2	24		"l"	"on"	"l"	"oŋ"
"攏"	"拢"	"loŋ31"	"lon4"		4	31		"l"	"on"	"l"	"oŋ"
"弄"	"弄"	"loŋ213"	"lon6"		6	213		"l"	"on"	"l"	"oŋ"
"總"	"总"	"tsoŋ44"	"tson3"		3	44		"ts"	"on"	"ts"	"oŋ"
"粽"	"粽"	"tsoŋ423"	"tson5"		5	423		"ts"	"on"	"ts"	"oŋ"
"聰"	"聪"	"tsʰoŋ53"	"tshon1"		1	53		"tsh"	"on"	"tsʰ"	"oŋ"
"蔥"	"葱"	"tsʰoŋ53"	"tshon1"		1	53		"tsh"	"on"	"tsʰ"	"oŋ"
"囪"	"囱"	"tsʰoŋ53"	"tshon1"		1	53		"tsh"	"on"	"tsʰ"	"oŋ"
"叢"	"丛"	"dzoŋ24"	"dzon2"		2	24		"dz"	"on"	"dz"	"oŋ"
"送"	"送"	"soŋ423"	"son5"		5	423		"s"	"on"	"s"	"oŋ"
"公"	"公"	"koŋ53"	"kon1"		1	53		"k"	"on"	"k"	"oŋ"
"工"	"工"	"koŋ53"	"kon1"		1	53		"k"	"on"	"k"	"oŋ"
"功"	"功"	"koŋ53"	"kon1"		1	53		"k"	"on"	"k"	"oŋ"
"攻"	"攻"	"koŋ53"	"kon1"		1	53		"k"	"on"	"k"	"oŋ"
"貢"	"贡"	"koŋ423"	"kon5"		5	423		"k"	"on"	"k"	"oŋ"
"空"	"空"	"kʰoŋ53"	"khon1"		1	53		"kh"	"on"	"kʰ"	"oŋ"
"孔"	"孔"	"kʰoŋ44"	"khon3"		3	44		"kh"	"on"	"kʰ"	"oŋ"
"控"	"控"	"kʰoŋ423"	"khon5"		5	423		"kh"	"on"	"kʰ"	"oŋ"
"空"	"空"	"kʰoŋ423"	"khon5"		5	423		"kh"	"on"	"kʰ"	"oŋ"
"烘"	"烘"	"hoŋ53"	"hon1"	"【文读】"	1	53		"h"	"on"	"h"	"oŋ"
"烘"	"烘"	"hŋ̍53"	"hng1"	"【白读】"	1	53		"h"	"ng"	"h"	"ŋ̍"
"哄"	"哄"	"hoŋ53"	"hon1"	"【文读】"	1	53		"h"	"on"	"h"	"oŋ"
"哄"	"哄"	"hŋ̍53"	"hng1"	"【白读】"	1	53		"h"	"ng"	"h"	"ŋ̍"
"紅"	"红"	"ɦoŋ24"	"ghon2"	"【文读】"	2	24		"gh"	"on"	"ɦ"	"oŋ"
"紅"	"红"	"ŋ̍24"	"ng2"	"【白读】"	2	24			"ng"		"ŋ̍"
"洪"	"洪"	"ɦoŋ24"	"ghon2"	"【文读】"	2	24		"gh"	"on"	"ɦ"	"oŋ"
"洪"	"洪"	"ŋ̍24"	"ng2"	"【白读】"	2	24			"ng"		"ŋ̍"
